char	iwp	n_word	n_char
椿	0.080199	177	2207
晦	0.080082	702	8766
膛	0.080074	690	8617
乾	0.079574	21801	273972
咖	0.079377	3381	42594
微	0.079359	14949	188373
忠	0.079288	4449	56112
冕	0.079164	731	9234
曙	0.079143	266	3361
瞌	0.079124	177	2237
憨	0.079074	622	7866
蒲	0.078968	1512	19147
初	0.078946	14326	181465
馬	0.078848	48408	613939
養	0.078704	13970	177501
櫃	0.078692	6940	88192
祭	0.078589	2758	35094
藕	0.078445	444	5660
筵	0.078429	685	8734
宵	0.078342	1334	17028
罈	0.078330	694	8860
弄	0.078231	7118	90987
嫂	0.078191	1067	13646
囌	0.078153	88	1126
綴	0.078051	905	11595
穩	0.077947	5161	66212
路	0.077825	55705	715777
溝	0.077792	5784	74352
沉	0.077688	8809	113390
氰	0.077620	720	9276
側	0.077574	4449	57352
漫	0.077480	5428	70057
栗	0.077312	1008	13038
豪	0.077250	5873	76026
疤	0.077191	444	5752
流	0.077068	37908	491879
沁	0.077037	1245	16161
酥	0.076852	1245	16200
硅	0.076793	1363	17749
轍	0.076777	809	10537
膨	0.076756	741	9654
潑	0.076728	1690	22026
僱	0.076719	924	12044
腥	0.076691	1245	16234
面	0.076676	148341	1934643
迂	0.076585	609	7952
霧	0.076524	3203	41856
俐	0.076394	444	5812
嗆	0.076328	355	4651
酪	0.076313	693	9081
噩	0.076274	533	6988
龕	0.076260	177	2321
緋	0.076256	88	1154
蕪	0.076124	762	10010
菠	0.075963	572	7530
槽	0.075928	1690	22258
貧	0.075918	5072	66809
凼	0.075862	88	1160
荃	0.075790	355	4684
引	0.075757	12814	169147
辜	0.075650	919	12148
淌	0.075612	355	4695
閥	0.075607	1357	17948
裂	0.075494	4627	61290
旗	0.075402	8275	109745
躲	0.075401	2313	30676
胚	0.075400	887	11764
綢	0.075357	781	10364
飄	0.075354	4449	59041
瀘	0.075341	641	8508
款	0.075289	12992	172561
脹	0.075210	1601	21287
紅	0.075139	35594	473710
酵	0.075114	626	8334
鴞	0.075085	88	1172
攝	0.075077	3381	45034
斂	0.075065	901	12003
喃	0.075014	1067	14224
茂	0.074970	1689	22529
滷	0.074964	839	11192
翼	0.074902	3915	52268
粟	0.074891	947	12645
贖	0.074891	978	13059
緯	0.074780	1044	13961
皆	0.074771	2491	33315
姥	0.074763	679	9082
眉	0.074753	5428	72612
豈	0.074613	800	10722
蠻	0.074569	1601	21470
顫	0.074403	1156	15537
栽	0.074274	1365	18378
鏢	0.074175	355	4786
鴉	0.074142	888	11977
棗	0.074056	1230	16609
滓	0.074012	88	1189
膜	0.073849	3737	50603
篇	0.073764	4627	62727
內	0.073710	35861	486516
矇	0.073687	1156	15688
燙	0.073674	1690	22939
者	0.073648	48942	664539
政	0.073590	35149	477635
萎	0.073587	728	9893
謹	0.073536	1119	15217
芋	0.073375	727	9908
明	0.073365	64159	874514
硯	0.073268	922	12584
喙	0.073211	88	1202
蹬	0.073198	266	3634
肘	0.073058	711	9732
鴿	0.072965	950	13020
箴	0.072810	177	2431
搐	0.072761	355	4879
轅	0.072711	3114	42827
嘯	0.072522	1957	26985
片	0.072315	24916	344549
呈	0.072286	1601	22148
廊	0.072222	2847	39420
裕	0.072213	1394	19304
乃	0.072193	1423	19711
巨	0.072171	7830	108493
輕	0.072143	18598	257792
犯	0.072140	7118	98669
咧	0.072083	622	8629
屐	0.072072	88	1221
睾	0.071962	366	5086
悸	0.071931	266	3698
蜘	0.071884	553	7693
軒	0.071790	4271	59493
盲	0.071664	1868	26066
瘟	0.071645	355	4955
龍	0.071641	27941	390014
挺	0.071563	3737	52220
丟	0.071548	2313	32328
聾	0.071534	533	7451
菱	0.071529	355	4963
燉	0.071388	622	8713
褐	0.071359	883	12374
拯	0.071194	651	9144
姚	0.071160	1156	16245
橢	0.071023	600	8448
殉	0.070921	649	9151
驢	0.070904	1245	17559
倨	0.070796	88	1243
窩	0.070734	3470	49057
鰓	0.070659	177	2505
喚	0.070610	1423	20153
渭	0.070391	814	11564
逗	0.070345	1512	21494
揍	0.070187	444	6326
沂	0.070055	725	10349
喟	0.069933	177	2531
瓏	0.069923	355	5077
硃	0.069866	444	6355
泊	0.069848	1512	21647
狷	0.069841	88	1260
誦	0.069827	947	13562
託	0.069771	4449	63766
爹	0.069752	4894	70163
蓆	0.069704	355	5093
瀑	0.069596	871	12515
呵	0.069459	38976	561133
透	0.069449	7563	108900
牌	0.069424	9521	137143
堡	0.069371	3648	52587
瑣	0.069353	747	10771
〇	0.069329	981	14150
銬	0.069303	177	2554
籠	0.069218	2491	35988
汝	0.069211	622	8987
餾	0.069193	557	8050
璜	0.069182	88	1272
擎	0.069132	890	12874
僞	0.069051	2624	38001
嚕	0.069013	800	11592
惋	0.068952	177	2567
漾	0.068916	533	7734
臨	0.068861	11034	160235
苯	0.068824	1408	20458
磨	0.068616	6229	90780
倚	0.068595	1067	15555
逢	0.068549	2224	32444
移	0.068467	7830	114362
神	0.068237	38086	558143
皮	0.068177	19132	280621
碾	0.068107	832	12216
藥	0.068100	17886	262645
蘊	0.068076	1053	15468
軟	0.068069	9699	142487
徙	0.068031	266	3910
歹	0.067999	694	10206
蝕	0.067942	1779	26184
號	0.067930	17619	259369
遐	0.067928	668	9834
簫	0.067865	355	5231
洶	0.067765	510	7526
舵	0.067694	769	11360
杉	0.067663	978	14454
瑰	0.067652	691	10214
貯	0.067510	822	12176
殮	0.067506	177	2622
愣	0.067461	889	13178
籬	0.067433	733	10870
軀	0.067387	711	10551
爭	0.067329	10945	162561
氓	0.067241	656	9756
妾	0.067212	444	6606
闔	0.067188	533	7933
圓	0.067155	9254	137801
領	0.067151	12458	185523
糾	0.067149	1067	15890
團	0.067061	17263	257424
懈	0.067056	769	11468
涮	0.066995	177	2642
銳	0.066915	1473	22013
矛	0.066726	1512	22660
琅	0.066598	774	11622
璽	0.066583	266	3995
唄	0.066566	88	1322
傳	0.066523	23937	359829
寮	0.066517	444	6675
悄	0.066503	978	14706
峨	0.066457	718	10804
瑕	0.066451	533	8021
紓	0.066441	177	2664
滔	0.066353	889	13398
沿	0.066350	3203	48274
朔	0.066272	1008	15210
泉	0.066243	4805	72536
蟲	0.066168	11212	169448
螢	0.066156	889	13438
募	0.066153	995	15041
垣	0.066116	840	12705
求	0.066081	16551	250467
吸	0.066032	11123	168449
避	0.065901	6051	91820
柯	0.065845	2046	31073
贓	0.065737	660	10040
瀋	0.065623	612	9326
磷	0.065552	1310	19984
闊	0.065294	1957	29972
畢	0.065221	5072	77766
殼	0.065213	2758	42292
槃	0.065185	88	1350
醜	0.065177	4004	61433
卜	0.065168	2580	39590
枝	0.065143	4449	68296
羅	0.065125	17886	274641
眈	0.065089	88	1352
胤	0.065048	978	15035
麪	0.064980	7387	113682
學	0.064929	109809	1691214
賄	0.064923	643	9904
煦	0.064894	266	4099
卷	0.064695	4004	61890
唾	0.064663	355	5490
尷	0.064419	2580	40050
爺	0.064396	4449	69088
襄	0.064261	933	14519
巷	0.064137	1957	30513
嘀	0.064130	177	2760
霸	0.064129	3203	49946
吆	0.063953	88	1376
樞	0.063939	747	11683
殘	0.063863	5517	86388
畔	0.063789	266	4170
猾	0.063784	177	2775
薦	0.063776	1106	17342
勇	0.063768	4449	69768
梭	0.063740	880	13806
厄	0.063604	533	8380
衷	0.063591	1067	16779
湮	0.063555	177	2785
乓	0.063495	622	9796
謠	0.063452	833	13128
飼	0.063391	787	12415
橋	0.063318	6496	102594
孟	0.063311	1957	30911
毛	0.063302	15394	243185
釜	0.063235	355	5614
冤	0.063233	1779	28134
油	0.063196	18509	292882
來	0.062997	138552	2199328
租	0.062765	4449	70883
剌	0.062751	266	4239
藻	0.062748	1014	16160
媛	0.062721	622	9917
齣	0.062716	889	14175
滾	0.062676	3559	56784
額	0.062650	6407	102267
璋	0.062633	88	1405
朦	0.062632	533	8510
值	0.062596	11835	189070
寒	0.062596	6051	96668
邋	0.062561	576	9207
笙	0.062423	355	5687
翅	0.062387	1245	19956
蘸	0.062368	177	2838
菜	0.062339	10233	164151
臂	0.062156	3559	57259
滌	0.062110	816	13138
交	0.062023	29454	474891
篋	0.062019	266	4289
肓	0.061885	88	1422
朽	0.061779	702	11363
杆	0.061726	1764	28578
塌	0.061493	889	14457
鑼	0.061493	889	14457
溶	0.061426	2135	34757
陲	0.061367	88	1434
眸	0.061239	355	5797
匆	0.061228	671	10959
橄	0.061209	566	9247
抿	0.061203	177	2892
筒	0.061160	3648	59647
真	0.061129	79376	1298493
旬	0.061105	1035	16938
倡	0.061062	788	12905
尉	0.061054	826	13529
騾	0.060939	266	4365
奢	0.060931	818	13425
麴	0.060816	598	9833
俱	0.060787	1779	29266
誓	0.060785	1245	20482
憚	0.060637	177	2919
蹈	0.060626	756	12470
曖	0.060468	266	4399
逸	0.060397	1779	29455
胃	0.060336	2135	35385
寶	0.060308	12191	202146
狽	0.060154	266	4422
儒	0.060091	1567	26077
久	0.060055	6051	100758
激	0.060049	7385	122982
帖	0.060009	3203	53375
蹤	0.059938	3025	50469
重	0.059882	38175	637504
蒸	0.059845	2491	41624
心	0.059844	112212	1875085
柱	0.059711	2936	49170
凌	0.059707	3648	61098
婚	0.059505	7652	128595
歉	0.059495	1601	26910
婆	0.059414	14237	239625
禁	0.059409	5517	92864
罕	0.059315	874	14735
廓	0.059129	444	7509
歧	0.059056	793	13428
鹿	0.059047	2669	45201
靶	0.058967	533	9039
榆	0.058954	874	14825
帽	0.058852	3381	57449
步	0.058799	16818	286024
牛	0.058702	12725	216773
荊	0.058518	1139	19464
浙	0.058460	1172	20048
斷	0.058458	16195	277036
秩	0.058452	703	12027
叢	0.058402	1957	33509
掘	0.058399	978	16747
嗑	0.058394	88	1507
項	0.058352	7563	129611
感	0.058351	35683	611528
膠	0.058257	6763	116090
輿	0.058246	748	12842
割	0.058172	2847	48941
泌	0.058145	665	11437
嚶	0.058086	88	1515
嚥	0.058049	622	10715
闢	0.058048	969	16693
褻	0.058003	266	4586
碧	0.057972	1779	30687
謾	0.057971	88	1518
豎	0.057698	1067	18493
蚌	0.057692	444	7696
脛	0.057667	88	1526
欖	0.057646	711	12334
山	0.057608	44938	780063
餡	0.057573	444	7712
嫋	0.057572	425	7382
斕	0.057479	88	1531
轎	0.057457	908	15803
曾	0.057444	6051	105338
旎	0.057441	88	1532
王	0.057429	19755	343988
鵝	0.057425	1512	26330
宥	0.057404	88	1533
糞	0.057398	978	17039
叭	0.057223	711	12425
譁	0.057101	355	6217
提	0.057031	17530	307377
嬈	0.056995	88	1544
蜜	0.056935	2046	35936
峯	0.056842	4372	76915
訂	0.056828	3559	62628
傷	0.056781	12280	216270
熠	0.056713	177	3121
仍	0.056704	4983	87877
晶	0.056690	4538	80049
牡	0.056632	757	13367
簧	0.056433	754	13361
肇	0.056357	871	15455
樑	0.056311	2224	39495
偏	0.056126	6496	115739
希	0.056095	10055	179249
昆	0.056072	1067	19029
俺	0.056030	177	3159
帕	0.055994	1780	31789
膀	0.055940	622	11119
巢	0.055917	1334	23857
姐	0.055885	77062	1378939
獲	0.055865	4538	81231
虐	0.055842	1245	22295
寰	0.055812	266	4766
佔	0.055681	6318	113467
症	0.055662	5784	103913
截	0.055558	2402	43234
改	0.055503	14326	258110
乎	0.055357	7207	130192
雪	0.055355	15305	276490
猴	0.055352	1423	25708
嬤	0.055346	88	1590
樁	0.055268	533	9644
鴕	0.055242	88	1593
淮	0.055227	1120	20280
奔	0.055189	2491	45136
覆	0.055149	15928	288816
緩	0.055148	3292	59694
黴	0.055139	1221	22144
肪	0.055134	632	11463
拽	0.055123	177	3211
靴	0.055035	711	12919
漬	0.054996	355	6455
腹	0.054915	3114	56706
嘎	0.054870	978	17824
淵	0.054822	1209	22053
拐	0.054812	1868	34080
谿	0.054795	380	6935
痣	0.054692	88	1609
茨	0.054640	1154	21120
帝	0.054622	4805	87969
披	0.054614	1779	32574
彰	0.054585	906	16598
腦	0.054544	13526	247985
害	0.054394	7919	145586
霏	0.054286	266	4900
尬	0.054149	2135	39428
厚	0.054148	3826	70658
冥	0.054119	1193	22044
瞋	0.054054	88	1628
坑	0.054041	2046	37860
溜	0.053986	2936	54384
沽	0.053923	622	11535
嘰	0.053811	533	9905
笛	0.053731	800	14889
此	0.053710	13081	243547
威	0.053708	8186	152417
慄	0.053649	516	9618
弒	0.053626	88	1641
緣	0.053508	3826	71503
村	0.053500	5784	108112
駱	0.053457	266	4976
攙	0.053392	266	4982
繹	0.053361	177	3317
豫	0.053333	889	16669
魅	0.053320	889	16673
倌	0.053204	88	1654
敷	0.053173	1245	23414
茲	0.053135	1754	33010
升	0.053105	6585	123999
陶	0.053066	2046	38556
杓	0.053044	88	1659
舀	0.053044	88	1659
吁	0.052888	478	9038
糊	0.052832	2669	50519
諷	0.052798	700	13258
亭	0.052770	1868	35399
勘	0.052734	789	14962
柴	0.052725	1868	35429
錘	0.052374	889	16974
疚	0.052348	622	11882
賀	0.052259	1601	30636
僵	0.052214	711	13617
靖	0.052173	1376	26374
卑	0.052172	1164	22311
晨	0.052156	3203	61412
頑	0.052111	743	14258
儉	0.052038	891	17122
彝	0.051890	770	14839
闕	0.051863	355	6845
花	0.051788	31234	603113
逮	0.051761	266	5139
仇	0.051750	2669	51575
退	0.051731	7563	146200
褶	0.051644	355	6874
睿	0.051600	266	5155
徬	0.051556	58	1125
芝	0.051479	1690	32829
渴	0.051460	1334	25923
第	0.051380	33993	661606
僑	0.051307	1072	20894
梨	0.051298	1512	29475
槳	0.051230	177	3455
烯	0.051192	812	15862
蚤	0.051171	177	3459
預	0.051162	6140	120011
祿	0.051125	1275	24939
雀	0.051084	2402	47021
騁	0.051068	177	3466
剎	0.050965	800	15697
可	0.050866	104737	2059087
復	0.050858	8097	159207
蓮	0.050832	2313	45503
壓	0.050830	11034	217077
饋	0.050757	711	14008
奏	0.050734	2847	56116
麥	0.050733	5606	110499
嗔	0.050729	355	6998
邑	0.050649	984	19428
逛	0.050642	978	19312
佇	0.050575	88	1740
鬢	0.050472	444	8797
澀	0.050417	622	12337
輝	0.050388	2135	42371
穌	0.050369	580	11515
認	0.050328	14860	295266
分	0.050302	47074	935827
姻	0.050289	661	13144
迷	0.050258	6051	120399
強	0.050191	14237	283658
冷	0.050175	11390	227004
股	0.050127	8987	179284
鯊	0.050122	266	5307
光	0.050066	27585	550970
拭	0.050049	355	7093
聊	0.050043	3114	62227
林	0.050039	19043	380563
方	0.049918	45294	907370
盪	0.049832	1601	32128
陋	0.049751	709	14251
酌	0.049735	742	14919
璧	0.049696	711	14307
戮	0.049682	266	5354
幕	0.049611	3470	69944
禽	0.049584	1049	21156
禍	0.049533	2224	44899
閒	0.049524	5873	118589
稽	0.049493	722	14588
亳	0.049383	88	1782
舉	0.049378	7029	142350
嚷	0.049377	622	12597
冰	0.049373	6229	126163
格	0.049368	17263	349682
跨	0.049355	2046	41455
純	0.049344	10322	209186
扉	0.049221	177	3596
困	0.049167	3648	74196
勻	0.049135	622	12659
履	0.049107	971	19773
隧	0.049039	444	9054
爵	0.049022	1002	20440
計	0.048946	19933	407245
乏	0.048808	1065	21820
刺	0.048743	5072	104056
播	0.048711	5695	116913
順	0.048700	8097	166264
巾	0.048616	3381	69545
掀	0.048604	444	9135
魄	0.048461	444	9162
場	0.048405	27763	573556
灼	0.048366	444	9180
繳	0.048349	1303	26950
違	0.048291	2135	44211
絨	0.048277	1062	21998
批	0.048277	4271	88469
願	0.048226	5962	123627
式	0.048206	16284	337800
雷	0.048172	6940	144066
錐	0.048164	800	16610
絮	0.048120	874	18163
蔽	0.048115	790	16419
荷	0.048023	2046	42605
觸	0.047999	3648	76001
穫	0.047945	266	5548
偕	0.047929	177	3693
儲	0.047911	2936	61280
痂	0.047878	88	1838
擔	0.047818	4983	104208
夕	0.047768	1408	29476
喉	0.047613	1868	39233
陀	0.047570	1067	22430
詐	0.047553	889	18695
崖	0.047543	533	11211
巳	0.047542	177	3723
粉	0.047431	7830	165081
形	0.047428	14326	302057
伎	0.047314	177	3741
泠	0.047312	88	1860
枇	0.047261	88	1862
貸	0.047196	2020	42800
禱	0.047151	533	11304
緒	0.047129	2402	50966
音	0.047068	20200	429162
牢	0.047045	1334	28356
綵	0.047040	615	13074
兵	0.047001	9254	196891
殊	0.046933	1512	32216
良	0.046931	6318	134622
藹	0.046925	177	3772
稻	0.046853	1142	24374
圖	0.046781	14682	313848
娛	0.046778	1117	23879
苞	0.046757	266	5689
不	0.046746	194881	4168958
苑	0.046707	622	13317
韌	0.046680	355	7605
破	0.046672	7563	162045
啉	0.046635	88	1887
幣	0.046528	2580	55451
軋	0.046512	904	19436
占	0.046500	1156	24860
糧	0.046496	2402	51660
媳	0.046479	656	14114
隨	0.046479	7652	164635
溺	0.046468	444	9555
慢	0.046414	18509	398784
繪	0.046409	1220	26288
剖	0.046392	938	20219
白	0.046389	33192	715519
木	0.046276	11657	251899
蜷	0.046218	88	1904
城	0.046197	19666	425701
乒	0.046155	533	11548
娑	0.046142	177	3836
塾	0.046130	177	3837
弩	0.046013	266	5781
眩	0.046008	355	7716
今	0.045970	25361	551683
胺	0.045881	1065	23212
軌	0.045870	1512	32963
苟	0.045861	533	11622
共	0.045860	10322	225076
焚	0.045841	711	15510
熨	0.045831	177	3862
辟	0.045829	678	14794
泳	0.045812	3381	73801
傭	0.045759	622	13593
涯	0.045754	889	19430
削	0.045627	1334	29237
綏	0.045549	745	16356
君	0.045539	3915	85970
頒	0.045524	711	15618
衍	0.045521	966	21221
姆	0.045516	2224	48862
冒	0.045448	2491	54810
融	0.045435	3025	66579
姦	0.045355	1423	31375
闍	0.045337	88	1941
卡	0.045336	12102	266941
醋	0.045296	1156	25521
乘	0.045214	2758	60999
顎	0.045192	266	5886
麗	0.045171	4716	104404
馮	0.045159	444	9832
筲	0.045105	88	1951
聰	0.044990	1245	27673
銀	0.044986	10767	239343
濠	0.044967	88	1957
瓤	0.044967	88	1957
紫	0.044960	3737	83118
鯁	0.044921	88	1959
註	0.044865	2669	59489
簾	0.044792	1067	23821
漕	0.044738	88	1967
銜	0.044720	711	15899
淘	0.044676	1067	23883
填	0.044593	1868	41890
狸	0.044547	756	16971
擄	0.044444	88	1980
幡	0.044428	177	3984
犧	0.044326	541	12205
戛	0.044261	177	3999
伯	0.044259	7118	160825
托	0.044213	4271	96600
縫	0.044208	2135	48294
疹	0.044137	746	16902
絲	0.044133	6407	145175
虧	0.044126	2224	50401
囚	0.044109	444	10066
椒	0.044090	927	21025
郎	0.044069	2224	50466
遏	0.044025	266	6042
飢	0.044015	756	17176
垂	0.043961	2402	54639
鷸	0.043890	88	2005
惻	0.043855	177	4036
鼠	0.043855	3826	87243
戈	0.043846	1245	28395
井	0.043843	2936	66966
鏗	0.043825	88	2008
芭	0.043783	444	10141
瞠	0.043781	88	2010
糰	0.043779	177	4043
尚	0.043756	2936	67099
剋	0.043730	1156	26435
衣	0.043721	10233	234053
舌	0.043659	2847	65210
氨	0.043614	1135	26024
猿	0.043606	444	10182
隙	0.043451	622	14315
蒂	0.043415	1245	28677
拘	0.043168	841	19482
榭	0.043150	177	4102
查	0.043120	8898	206355
熾	0.043028	266	6182
佈	0.042958	4271	99422
肛	0.042951	177	4121
敵	0.042927	3737	87054
銘	0.042890	1601	37328
脆	0.042872	1156	26964
閱	0.042861	1419	33107
圃	0.042847	177	4131
倉	0.042808	2135	49874
泣	0.042806	711	16610
嫣	0.042802	88	2056
甸	0.042787	912	21315
徘	0.042649	266	6237
梯	0.042630	3826	89748
僻	0.042504	444	10446
鳥	0.042504	3737	87921
邛	0.042492	88	2071
昏	0.042458	1957	46093
蕭	0.042385	1067	25174
索	0.042353	5161	121857
攻	0.042292	5339	126241
遁	0.042257	355	8401
玖	0.042125	88	2089
葫	0.042107	586	13917
鬨	0.042032	355	8446
慟	0.042005	88	2095
孜	0.041975	771	18368
霎	0.041949	266	6341
猶	0.041902	1690	40332
睏	0.041893	177	4225
酬	0.041854	904	21599
鎔	0.041825	88	2104
嵐	0.041796	2046	48952
總	0.041789	13881	332170
呻	0.041779	622	14888
邸	0.041716	177	4243
愜	0.041706	88	2110
浪	0.041705	4538	108811
楔	0.041608	88	2115
咄	0.041491	177	4266
欺	0.041466	1334	32171
丁	0.041417	4271	103122
仕	0.041404	355	8574
牧	0.041402	1499	36206
獄	0.041389	1601	38682
麻	0.041383	7118	172004
懾	0.041355	177	4280
異	0.041326	6407	155037
闖	0.041274	889	21539
屍	0.041227	6140	148933
耶	0.041212	1512	36688
挾	0.041208	266	6455
頤	0.041183	355	8620
斥	0.041084	996	24243
扇	0.041007	1690	41212
墟	0.041001	177	4317
叛	0.040994	792	19320
帳	0.040936	2491	60851
狐	0.040933	1957	47810
單	0.040905	19221	469892
莉	0.040870	1156	28285
濱	0.040769	1410	34585
滋	0.040632	1245	30641
怠	0.040567	355	8751
荼	0.040559	177	4364
孫	0.040533	2669	65847
奉	0.040491	1957	48332
厭	0.040466	1779	43963
紡	0.040465	979	24194
逃	0.040435	3381	83616
泯	0.040423	88	2177
挖	0.040412	1601	39617
性	0.040408	35327	874267
攔	0.040358	622	15412
硫	0.040341	1101	27292
蹭	0.040337	177	4388
棋	0.040286	1245	30904
虹	0.040202	978	24327
迥	0.040091	177	4415
賦	0.040090	800	19955
醺	0.039982	177	4427
宙	0.039953	755	18897
健	0.039919	3648	91386
抑	0.039882	1083	27155
肢	0.039865	711	17835
樸	0.039828	900	22597
悽	0.039811	800	20095
潸	0.039801	88	2211
艱	0.039796	772	19399
躊	0.039765	88	2213
壤	0.039714	710	17878
捋	0.039693	88	2217
陌	0.039688	937	23609
韆	0.039635	100	2523
臥	0.039567	1599	40412
渾	0.039539	1156	29237
這	0.039468	19933	505040
圳	0.039437	266	6745
瞬	0.039334	1779	45228
樂	0.039247	14504	369556
衩	0.039233	88	2243
遂	0.039197	533	13598
結	0.039192	15305	390518
嚨	0.039149	355	9068
肌	0.039062	1957	50100
潰	0.039030	884	22649
訟	0.039029	727	18627
眷	0.039028	533	13657
焰	0.039023	711	18220
荀	0.039007	88	2256
裹	0.038846	711	18303
掐	0.038787	266	6858
撿	0.038784	444	11448
誘	0.038755	1067	27532
膿	0.038730	266	6868
欄	0.038693	1601	41377
毀	0.038649	1334	34516
妮	0.038569	622	16127
嗜	0.038562	266	6898
聘	0.038504	1266	32880
恩	0.038491	4004	104025
圍	0.038485	8720	226582
啤	0.038470	10589	275256
浩	0.038447	3025	78679
帛	0.038389	266	6929
町	0.038344	88	2295
庵	0.038334	266	6939
清	0.038296	16818	439154
坤	0.038233	533	13941
岡	0.038182	1094	28652
鐵	0.038151	9254	242564
榻	0.038138	177	4641
潛	0.038126	2224	58333
界	0.038118	14148	371165
范	0.038081	1067	28019
誇	0.038068	1067	28029
輔	0.038017	1319	34695
恢	0.038012	770	20257
美	0.037992	15572	409877
閘	0.037984	978	25748
獵	0.037979	1423	37468
啃	0.037968	355	9350
量	0.037932	15216	401144
捌	0.037931	88	2320
惺	0.037927	355	9360
反	0.037825	18420	486978
實	0.037791	38353	1014884
數	0.037743	21267	563475
勃	0.037663	1005	26684
機	0.037639	40667	1080445
滂	0.037591	88	2341
遇	0.037568	3292	87627
臍	0.037554	444	11823
鑲	0.037523	266	7089
闌	0.037518	355	9462
娼	0.037518	266	7090
皁	0.037512	629	16768
礦	0.037413	3381	90370
刁	0.037396	266	7113
還	0.037360	11568	309633
狩	0.037342	177	4740
躥	0.037336	88	2357
蒜	0.037243	355	9532
怏	0.037225	88	2364
詮	0.037209	88	2365
糟	0.037174	3737	100528
韓	0.037136	1868	50302
鵰	0.037099	266	7170
瓶	0.037083	1779	47973
叔	0.037027	6229	168230
蘭	0.036993	8275	223691
丘	0.036959	1458	39449
之	0.036900	69409	1881013
珍	0.036866	2135	57913
餬	0.036789	66	1794
鼓	0.036780	3648	99185
摘	0.036741	1067	29041
霓	0.036669	177	4827
玲	0.036658	1156	31535
泄	0.036608	1067	29147
西	0.036598	20733	566501
滿	0.036518	10589	289969
農	0.036516	7741	211991
守	0.036499	5072	138962
彤	0.036484	88	2412
媚	0.036480	711	19490
漿	0.036279	1245	34317
刻	0.036261	16195	446622
已	0.036247	29187	805220
氈	0.036240	266	7340
扼	0.036210	266	7346
百	0.036194	11746	324531
濃	0.036176	1512	41796
慮	0.036168	1868	51648
浦	0.036130	1535	42485
丙	0.036106	889	24622
炷	0.036051	88	2441
燭	0.036048	942	26132
李	0.035985	6851	190387
億	0.035920	1690	47049
玄	0.035891	1156	32209
帥	0.035889	711	19811
輩	0.035857	1423	39685
裴	0.035816	88	2457
絡	0.035754	3826	107009
紋	0.035730	1423	39827
暇	0.035671	266	7457
師	0.035666	17797	498996
蹴	0.035599	88	2472
莞	0.035584	88	2473
侍	0.035537	889	25016
紈	0.035527	88	2477
氯	0.035500	1148	32338
踝	0.035498	88	2479
盾	0.035481	978	27564
寸	0.035400	1245	35169
愧	0.035386	800	22608
杵	0.035372	177	5004
羊	0.035353	2936	83048
料	0.035320	7830	221688
鍛	0.035193	622	17674
匙	0.035177	1868	53103
倖	0.035166	355	10095
輻	0.035115	676	19251
櫻	0.035103	355	10113
絃	0.035097	890	25358
渦	0.035088	444	12654
鞦	0.035046	88	2511
鉅	0.035022	800	22843
匐	0.034990	88	2515
卵	0.034910	1067	30564
誥	0.034865	88	2524
蔚	0.034821	355	10195
腔	0.034790	1423	40902
嬌	0.034783	1156	33235
辯	0.034768	1294	37218
柔	0.034653	3292	94998
噁	0.034652	177	5108
能	0.034634	33904	978911
綿	0.034581	1334	38576
沒	0.034575	16551	478698
榜	0.034557	1156	33452
肆	0.034494	533	15452
菲	0.034470	2402	69684
畜	0.034411	978	28421
淨	0.034381	6318	183764
鉻	0.034348	88	2562
籤	0.034348	711	20700
祈	0.034292	711	20734
磚	0.034286	978	28525
痢	0.034276	177	5164
襠	0.034268	88	2568
濁	0.034257	444	12961
媽	0.034192	19488	569950
彔	0.034169	30	878
巴	0.034149	12903	377846
譚	0.034099	355	10411
撮	0.034045	177	5199
吶	0.034038	177	5200
瞰	0.033924	88	2594
鐺	0.033908	177	5220
庶	0.033881	266	7851
蛙	0.033871	800	23619
蘆	0.033761	1013	30005
金	0.033701	24026	712906
乳	0.033677	3381	100396
風	0.033593	19755	588075
命	0.033591	10144	301987
辭	0.033543	2224	66302
生	0.033540	58375	1740443
褂	0.033511	88	2626
氣	0.033500	25984	775637
脫	0.033462	3736	111648
厲	0.033452	978	29236
軍	0.033451	11835	353806
猖	0.033422	88	2633
瘤	0.033412	622	18616
科	0.033392	12369	370417
嘮	0.033346	88	2639
竊	0.033339	800	23996
狡	0.033308	177	5314
珠	0.033307	2936	88149
石	0.033213	12992	391175
任	0.033181	10678	321807
淳	0.033168	355	10703
慕	0.033134	711	21458
獎	0.033107	3470	104812
訊	0.033064	2758	83413
券	0.033055	1818	55000
璀	0.033033	88	2664
華	0.033019	11034	334168
精	0.032996	9343	283154
邏	0.032975	607	18408
以	0.032897	71100	2161278
外	0.032884	22335	679205
蝴	0.032876	558	16973
狀	0.032841	5873	178829
加	0.032841	20111	612381
炮	0.032762	1690	51584
禿	0.032695	355	10858
巖	0.032691	984	30100
工	0.032682	29276	895797
憊	0.032641	88	2696
簽	0.032613	2046	62735
鳴	0.032606	1690	51831
尋	0.032414	2669	82342
川	0.032402	3703	114282
補	0.032390	5161	159340
盅	0.032377	88	2718
草	0.032367	6585	203447
待	0.032355	5161	159510
然	0.032335	54371	1681485
瑩	0.032332	355	10980
南	0.032277	16284	504512
瘡	0.032273	711	22031
悟	0.032255	978	30321
押	0.032240	1067	33096
齒	0.032227	2046	63488
鄰	0.032190	1067	33147
拜	0.032169	7385	229570
菩	0.032122	642	19986
契	0.032072	1067	33269
跡	0.032060	1601	49938
