char	iwp	n_word	n_char
暚	1.000000	278	278
暛	1.000000	239	239
暜	1.000000	357	357
暞	1.000000	213	213
暟	1.000000	432	432
暠	1.000000	441	441
暡	1.000000	278	278
暣	1.000000	449	449
暤	1.000000	324	324
暥	1.000000	299	299
暦	1.000000	417	417
暩	1.000000	364	364
暪	1.000000	3025	3025
暬	1.000000	197	197
暭	1.000000	320	320
暯	1.000000	297	297
暰	1.000000	318	318
暲	1.000000	299	299
暳	1.000000	289	289
暵	1.000000	295	295
暶	1.000000	320	320
暷	1.000000	256	256
暺	1.000000	194	194
暻	1.000000	392	392
暼	1.000000	362	362
暽	1.000000	196	196
暾	1.000000	539	539
暿	1.000000	340	340
曀	1.000000	411	411
曁	1.000000	401	401
曂	1.000000	393	393
曃	1.000000	262	262
曅	1.000000	268	268
曈	1.000000	559	559
曊	1.000000	370	370
曋	1.000000	262	262
曍	1.000000	199	199
曎	1.000000	191	191
曐	1.000000	422	422
曑	1.000000	275	275
曒	1.000000	298	298
曓	1.000000	353	353
曔	1.000000	260	260
曕	1.000000	349	349
曗	1.000000	321	321
曘	1.000000	345	345
曛	1.000000	560	560
曞	1.000000	489	489
曟	1.000000	482	482
曡	1.000000	457	457
曣	1.000000	302	302
曤	1.000000	300	300
曥	1.000000	252	252
曧	1.000000	275	275
曪	1.000000	396	396
曫	1.000000	209	209
曭	1.000000	214	214
曮	1.000000	277	277
曯	1.000000	260	260
曱	1.000000	12992	12992
曵	1.000000	396	396
曶	1.000000	307	307
曺	1.000000	413	413
曻	1.000000	308	308
曽	1.000000	480	480
朁	1.000000	292	292
朄	1.000000	291	291
朅	1.000000	374	374
朆	1.000000	288	288
朇	1.000000	339	339
朌	1.000000	321	321
朎	1.000000	221	221
朏	1.000000	370	370
朒	1.000000	321	321
朓	1.000000	475	475
朖	1.000000	208	208
朘	1.000000	354	354
朚	1.000000	282	282
朜	1.000000	204	204
朞	1.000000	317	317
朠	1.000000	327	327
朡	1.000000	234	234
朢	1.000000	422	422
朣	1.000000	342	342
朤	1.000000	452	452
朩	1.000000	537	537
朰	1.000000	221	221
朲	1.000000	653	653
朳	1.000000	326	326
朶	1.000000	585	585
朷	1.000000	296	296
朸	1.000000	394	394
朹	1.000000	364	364
机	1.000000	300	300
朻	1.000000	245	245
朼	1.000000	285	285
朾	1.000000	225	225
朿	1.000000	408	408
杀	1.000000	30	30
杁	1.000000	286	286
杂	1.000000	10	10
权	1.000000	10	10
杄	1.000000	340	340
杅	1.000000	360	360
杇	1.000000	1	1
杊	1.000000	301	301
杋	1.000000	300	300
杍	1.000000	414	414
杒	1.000000	233	233
杔	1.000000	240	240
杕	1.000000	367	367
杗	1.000000	257	257
杘	1.000000	336	336
杙	1.000000	348	348
杚	1.000000	236	236
杛	1.000000	258	258
杝	1.000000	279	279
条	1.000000	1	1
杢	1.000000	241	241
杣	1.000000	329	329
杤	1.000000	341	341
来	1.000000	177	177
杦	1.000000	305	305
杫	1.000000	367	367
杬	1.000000	359	359
杮	1.000000	434	434
杶	1.000000	273	273
杸	1.000000	263	263
杹	1.000000	309	309
杺	1.000000	619	619
杻	1.000000	414	414
杽	1.000000	348	348
枀	1.000000	254	254
极	1.000000	347	347
枂	1.000000	448	448
枃	1.000000	485	485
构	1.000000	100	100
枅	1.000000	314	314
枆	1.000000	274	274
枈	1.000000	307	307
枊	1.000000	429	429
枌	1.000000	362	362
枍	1.000000	311	311
枎	1.000000	260	260
枏	1.000000	364	364
枑	1.000000	327	327
枓	1.000000	370	370
枔	1.000000	278	278
枖	1.000000	295	295
枙	1.000000	399	399
枛	1.000000	266	266
枞	1.000000	1	1
枟	1.000000	416	416
枠	1.000000	408	408
枡	1.000000	550	550
枦	1.000000	228	228
枩	1.000000	351	351
枮	1.000000	294	294
枲	1.000000	364	364
枹	1.000000	429	429
枺	1.000000	278	278
枻	1.000000	386	386
枼	1.000000	464	464
枽	1.000000	345	345
枾	1.000000	267	267
枿	1.000000	317	317
柀	1.000000	341	341
柂	1.000000	364	364
柃	1.000000	465	465
柅	1.000000	357	357
柆	1.000000	383	383
柇	1.000000	348	348
柈	1.000000	457	457
柉	1.000000	404	404
柊	1.000000	535	535
柋	1.000000	363	363
柌	1.000000	275	275
柍	1.000000	321	321
柎	1.000000	405	405
柕	1.000000	325	325
柖	1.000000	239	239
柗	1.000000	293	293
柛	1.000000	353	353
柟	1.000000	519	519
柠	1.000000	200	200
柡	1.000000	370	370
柣	1.000000	305	305
柤	1.000000	347	347
柦	1.000000	455	455
柧	1.000000	319	319
柨	1.000000	320	320
柪	1.000000	283	283
柫	1.000000	223	223
柭	1.000000	328	328
柮	1.000000	313	313
柰	1.000000	566	566
柲	1.000000	327	327
柶	1.000000	335	335
柷	1.000000	455	455
柸	1.000000	435	435
柹	1.000000	270	270
査	1.000000	88	88
柼	1.000000	197	197
柽	1.000000	5	5
柾	1.000000	335	335
栀	1.000000	100	100
栁	1.000000	400	400
栂	1.000000	287	287
栃	1.000000	434	434
栄	1.000000	496	496
栅	1.000000	100	100
栔	1.000000	328	328
栕	1.000000	232	232
栖	1.000000	500	500
栘	1.000000	388	388
栙	1.000000	259	259
栚	1.000000	252	252
栛	1.000000	300	300
栜	1.000000	238	238
栞	1.000000	419	419
栟	1.000000	375	375
栠	1.000000	324	324
栢	1.000000	444	444
栣	1.000000	282	282
栤	1.000000	525	525
栥	1.000000	351	351
栦	1.000000	428	428
栧	1.000000	483	483
栨	1.000000	460	460
栫	1.000000	479	479
栬	1.000000	422	422
栭	1.000000	462	462
栮	1.000000	342	342
栯	1.000000	426	426
栰	1.000000	288	288
栵	1.000000	349	349
栶	1.000000	375	375
样	1.000000	100	100
栺	1.000000	445	445
栻	1.000000	439	439
栿	1.000000	365	365
桇	1.000000	268	268
桊	1.000000	368	368
桋	1.000000	254	254
桍	1.000000	251	251
桏	1.000000	194	194
桒	1.000000	309	309
桖	1.000000	505	505
桘	1.000000	235	235
桙	1.000000	183	183
桜	1.000000	606	606
桝	1.000000	295	295
桟	1.000000	329	329
桬	1.000000	296	296
桭	1.000000	336	336
桮	1.000000	1	1
桯	1.000000	383	383
桰	1.000000	273	273
桱	1.000000	289	289
桲	1.000000	387	387
桳	1.000000	371	371
桵	1.000000	300	300
桸	1.000000	362	362
桹	1.000000	287	287
桺	1.000000	373	373
桻	1.000000	298	298
桼	1.000000	320	320
桽	1.000000	266	266
桾	1.000000	304	304
梀	1.000000	318	318
梂	1.000000	275	275
梄	1.000000	259	259
梇	1.000000	232	232
梈	1.000000	267	267
梉	1.000000	268	268
梊	1.000000	227	227
梋	1.000000	255	255
梌	1.000000	270	270
梍	1.000000	269	269
梎	1.000000	188	188
梐	1.000000	275	275
梑	1.000000	267	267
梒	1.000000	305	305
梕	1.000000	331	331
梖	1.000000	340	340
梙	1.000000	198	198
梚	1.000000	358	358
梛	1.000000	361	361
梜	1.000000	281	281
梞	1.000000	290	290
梠	1.000000	356	356
梡	1.000000	324	324
梣	1.000000	371	371
梤	1.000000	279	279
梥	1.000000	271	271
梩	1.000000	322	322
梪	1.000000	294	294
梫	1.000000	327	327
梬	1.000000	247	247
梮	1.000000	303	303
梱	1.000000	1	1
梲	1.000000	362	362
梴	1.000000	285	285
梶	1.000000	565	565
梷	1.000000	210	210
梸	1.000000	221	221
梹	1.000000	307	307
梺	1.000000	443	443
棅	1.000000	290	290
棆	1.000000	331	331
棇	1.000000	283	283
棈	1.000000	430	430
棊	1.000000	2	2
棌	1.000000	451	451
棎	1.000000	383	383
棏	1.000000	535	535
棐	1.000000	401	401
棑	1.000000	88	88
棔	1.000000	317	317
棖	1.000000	579	579
棙	1.000000	290	290
棛	1.000000	208	208
棜	1.000000	264	264
棝	1.000000	356	356
棞	1.000000	229	229
棡	1.000000	3	3
棢	1.000000	250	250
棤	1.000000	429	429
棥	1.000000	266	266
棦	1.000000	335	335
棨	1.000000	427	427
棩	1.000000	482	482
棪	1.000000	373	373
棬	1.000000	458	458
棭	1.000000	308	308
棯	1.000000	352	352
棳	1.000000	305	305
棴	1.000000	421	421
棶	1.000000	409	409
棷	1.000000	303	303
棸	1.000000	348	348
棹	1.000000	624	624
棽	1.000000	368	368
棾	1.000000	248	248
棿	1.000000	436	436
椀	1.000000	459	459
椁	1.000000	200	200
椂	1.000000	464	464
椃	1.000000	308	308
椄	1.000000	437	437
椇	1.000000	415	415
椈	1.000000	467	467
椉	1.000000	245	245
椊	1.000000	297	297
椌	1.000000	384	384
椐	1.000000	554	554
椓	1.000000	335	335
椔	1.000000	257	257
椕	1.000000	262	262
椗	1.000000	177	177
椘	1.000000	391	391
椙	1.000000	300	300
椚	1.000000	455	455
椛	1.000000	524	524
検	1.000000	503	503
椞	1.000000	201	201
椡	1.000000	520	520
椢	1.000000	227	227
椣	1.000000	284	284
椥	1.000000	503	503
椦	1.000000	258	258
椨	1.000000	331	331
椮	1.000000	289	289
椯	1.000000	241	241
椱	1.000000	278	278
椲	1.000000	227	227
椳	1.000000	274	274
椴	1.000000	600	600
椵	1.000000	332	332
椶	1.000000	262	262
椷	1.000000	291	291
椸	1.000000	343	343
椺	1.000000	244	244
椻	1.000000	289	289
椼	1.000000	380	380
椾	1.000000	454	454
楀	1.000000	488	488
楁	1.000000	507	507
楃	1.000000	445	445
楄	1.000000	61	61
楅	1.000000	408	408
楆	1.000000	443	443
楇	1.000000	336	336
楈	1.000000	210	210
楉	1.000000	355	355
楋	1.000000	419	419
楌	1.000000	241	241
楍	1.000000	339	339
楎	1.000000	251	251
楏	1.000000	229	229
楐	1.000000	404	404
楑	1.000000	229	229
楒	1.000000	344	344
楕	1.000000	285	285
楖	1.000000	306	306
楗	1.000000	458	458
楘	1.000000	292	292
楙	1.000000	3	3
楛	1.000000	515	515
楜	1.000000	294	294
楟	1.000000	348	348
楡	1.000000	349	349
楢	1.000000	440	440
楤	1.000000	408	408
楥	1.000000	319	319
楧	1.000000	285	285
楩	1.000000	430	430
楪	1.000000	360	360
楯	1.000000	466	466
楰	1.000000	273	273
楱	1.000000	402	402
楲	1.000000	297	297
楳	1.000000	408	408
楴	1.000000	341	341
楶	1.000000	330	330
楺	1.000000	268	268
楻	1.000000	280	280
楽	1.000000	710	710
楾	1.000000	230	230
榀	1.000000	504	504
榁	1.000000	284	284
榃	1.000000	348	348
榊	1.000000	551	551
榍	1.000000	504	504
榎	1.000000	477	477
榏	1.000000	274	274
榑	1.000000	309	309
榒	1.000000	212	212
榓	1.000000	295	295
榖	1.000000	485	485
榗	1.000000	212	212
榙	1.000000	261	261
榚	1.000000	338	338
榝	1.000000	293	293
榞	1.000000	301	301
榟	1.000000	295	295
榠	1.000000	331	331
榡	1.000000	252	252
榢	1.000000	344	344
榣	1.000000	320	320
榤	1.000000	342	342
榥	1.000000	321	321
榩	1.000000	196	196
榪	1.000000	604	604
榬	1.000000	252	252
榯	1.000000	428	428
榰	1.000000	237	237
榲	1.000000	377	377
榳	1.000000	259	259
榵	1.000000	193	193
榶	1.000000	371	371
榸	1.000000	200	200
榹	1.000000	207	207
榺	1.000000	255	255
榼	1.000000	385	385
榽	1.000000	213	213
榾	1.000000	327	327
槀	1.000000	312	312
槂	1.000000	194	194
槄	1.000000	393	393
槅	1.000000	393	393
槆	1.000000	191	191
槇	1.000000	498	498
槈	1.000000	338	338
槉	1.000000	231	231
槎	1.000000	675	675
槏	1.000000	216	216
槑	1.000000	566	566
槒	1.000000	231	231
槕	1.000000	304	304
槖	1.000000	289	289
槗	1.000000	371	371
様	1.000000	649	649
槙	1.000000	438	438
槜	1.000000	14	14
槝	1.000000	396	396
槞	1.000000	311	311
槡	1.000000	321	321
槢	1.000000	324	324
槣	1.000000	246	246
槥	1.000000	275	275
槦	1.000000	433	433
槧	1.000000	448	448
槩	1.000000	349	349
槪	1.000000	533	533
槫	1.000000	301	301
槬	1.000000	348	348
槮	1.000000	348	348
槯	1.000000	254	254
槰	1.000000	248	248
槱	1.000000	341	341
槴	1.000000	322	322
槵	1.000000	307	307
槶	1.000000	228	228
槷	1.000000	242	242
槸	1.000000	508	508
槹	1.000000	264	264
槻	1.000000	477	477
槼	1.000000	391	391
槾	1.000000	303	303
樀	1.000000	296	296
樃	1.000000	278	278
樄	1.000000	331	331
樆	1.000000	333	333
樇	1.000000	239	239
樈	1.000000	216	216
樉	1.000000	384	384
樋	1.000000	492	492
樌	1.000000	264	264
樍	1.000000	235	235
樎	1.000000	334	334
樏	1.000000	273	273
樐	1.000000	272	272
樒	1.000000	316	316
樔	1.000000	246	246
樖	1.000000	281	281
樗	1.000000	549	549
樘	1.000000	571	571
樚	1.000000	211	211
樜	1.000000	247	247
樝	1.000000	265	265
樠	1.000000	301	301
樢	1.000000	386	386
樤	1.000000	302	302
樥	1.000000	209	209
樦	1.000000	288	288
樧	1.000000	292	292
権	1.000000	478	478
横	1.000000	177	177
樫	1.000000	431	431
樬	1.000000	190	190
樮	1.000000	247	247
樰	1.000000	421	421
樲	1.000000	302	302
樳	1.000000	255	255
樴	1.000000	271	271
樶	1.000000	483	483
樷	1.000000	313	313
樻	1.000000	488	488
樼	1.000000	464	464
樿	1.000000	422	422
橀	1.000000	430	430
橁	1.000000	346	346
橂	1.000000	425	425
橃	1.000000	418	418
橅	1.000000	281	281
橆	1.000000	454	454
橉	1.000000	238	238
橊	1.000000	355	355
橌	1.000000	312	312
橍	1.000000	266	266
橎	1.000000	209	209
橏	1.000000	200	200
橑	1.000000	314	314
橒	1.000000	329	329
橓	1.000000	410	410
橔	1.000000	261	261
橕	1.000000	177	177
橖	1.000000	312	312
橗	1.000000	302	302
橚	1.000000	356	356
橜	1.000000	203	203
橝	1.000000	301	301
橞	1.000000	331	331
橠	1.000000	225	225
橣	1.000000	222	222
橤	1.000000	304	304
橦	1.000000	5	5
橧	1.000000	325	325
橨	1.000000	212	212
橩	1.000000	192	192
橪	1.000000	420	420
橬	1.000000	204	204
橭	1.000000	254	254
橮	1.000000	183	183
橯	1.000000	278	278
橰	1.000000	230	230
橱	1.000000	81	81
橲	1.000000	252	252
橳	1.000000	214	214
橶	1.000000	208	208
橸	1.000000	412	412
橽	1.000000	264	264
橾	1.000000	324	324
橿	1.000000	331	331
檂	1.000000	200	200
檅	1.000000	222	222
檆	1.000000	288	288
檈	1.000000	332	332
檊	1.000000	308	308
檋	1.000000	282	282
檌	1.000000	432	432
檍	1.000000	291	291
檏	1.000000	252	252
檒	1.000000	406	406
檓	1.000000	353	353
檕	1.000000	280	280
檖	1.000000	263	263
檘	1.000000	188	188
檙	1.000000	268	268
檚	1.000000	434	434
檛	1.000000	354	354
檝	1.000000	322	322
檞	1.000000	479	479
檟	1.000000	402	402
檠	1.000000	595	595
檡	1.000000	268	268
檤	1.000000	613	613
檥	1.000000	276	276
檦	1.000000	302	302
檧	1.000000	287	287
檨	1.000000	261	261
檪	1.000000	258	258
檫	1.000000	640	640
檭	1.000000	330	330
檰	1.000000	445	445
檱	1.000000	266	266
檲	1.000000	308	308
檴	1.000000	219	219
檶	1.000000	252	252
檷	1.000000	3	3
檹	1.000000	229	229
檺	1.000000	449	449
檼	1.000000	299	299
檽	1.000000	358	358
檿	1.000000	312	312
櫀	1.000000	241	241
櫁	1.000000	345	345
櫂	1.000000	16	16
櫄	1.000000	343	343
櫅	1.000000	245	245
櫆	1.000000	342	342
櫇	1.000000	236	236
櫈	1.000000	440	440
櫋	1.000000	260	260
櫌	1.000000	405	405
櫍	1.000000	266	266
櫎	1.000000	367	367
櫏	1.000000	271	271
櫐	1.000000	1	1
櫑	1.000000	350	350
櫒	1.000000	401	401
櫔	1.000000	427	427
櫕	1.000000	424	424
櫖	1.000000	223	223
櫗	1.000000	199	199
櫘	1.000000	363	363
櫙	1.000000	379	379
櫜	1.000000	325	325
櫠	1.000000	344	344
櫡	1.000000	263	263
櫢	1.000000	195	195
櫣	1.000000	345	345
櫤	1.000000	313	313
櫧	1.000000	517	517
櫨	1.000000	532	532
櫩	1.000000	253	253
櫭	1.000000	305	305
櫮	1.000000	204	204
櫯	1.000000	268	268
櫰	1.000000	249	249
櫲	1.000000	215	215
櫴	1.000000	284	284
櫶	1.000000	221	221
櫹	1.000000	286	286
櫼	1.000000	252	252
櫽	1.000000	318	318
櫾	1.000000	227	227
櫿	1.000000	218	218
欀	1.000000	270	270
欁	1.000000	176	176
欂	1.000000	313	313
欃	1.000000	303	303
欆	1.000000	315	315
欇	1.000000	265	265
欈	1.000000	214	214
欉	1.000000	322	322
欋	1.000000	306	306
欌	1.000000	301	301
欐	1.000000	472	472
欓	1.000000	416	416
欔	1.000000	247	247
欗	1.000000	299	299
欘	1.000000	223	223
欙	1.000000	360	360
欚	1.000000	195	195
欛	1.000000	251	251
欜	1.000000	180	180
欝	1.000000	289	289
欟	1.000000	334	334
欥	1.000000	406	406
欦	1.000000	276	276
欨	1.000000	191	191
欩	1.000000	214	214
欪	1.000000	309	309
欫	1.000000	222	222
欬	1.000000	388	388
欭	1.000000	251	251
欮	1.000000	264	264
欯	1.000000	233	233
欰	1.000000	218	218
欱	1.000000	292	292
欳	1.000000	216	216
欴	1.000000	300	300
欵	1.000000	343	343
欶	1.000000	289	289
欸	1.000000	2313	2313
欼	1.000000	223	223
歀	1.000000	361	361
歁	1.000000	347	347
歂	1.000000	264	264
歄	1.000000	180	180
歅	1.000000	357	357
歈	1.000000	294	294
歊	1.000000	304	304
歋	1.000000	204	204
歍	1.000000	291	291
歏	1.000000	206	206
歑	1.000000	188	188
歒	1.000000	184	184
歓	1.000000	485	485
歕	1.000000	232	232
歖	1.000000	433	433
歗	1.000000	290	290
歘	1.000000	388	388
歜	1.000000	321	321
歝	1.000000	235	235
歞	1.000000	234	234
歟	1.000000	644	644
歠	1.000000	343	343
歨	1.000000	394	394
歩	1.000000	611	611
歫	1.000000	331	331
歬	1.000000	194	194
歭	1.000000	451	451
歮	1.000000	332	332
歯	1.000000	448	448
歰	1.000000	333	333
歱	1.000000	228	228
歳	1.000000	533	533
歴	1.000000	88	88
歵	1.000000	199	199
歶	1.000000	205	205
歺	1.000000	406	406
歽	1.000000	201	201
歾	1.000000	298	298
殀	1.000000	1	1
殅	1.000000	358	358
殈	1.000000	402	402
殌	1.000000	231	231
殎	1.000000	278	278
殏	1.000000	348	348
殐	1.000000	239	239
殑	1.000000	666	666
殔	1.000000	163	163
殕	1.000000	333	333
殙	1.000000	400	400
殛	1.000000	177	177
殝	1.000000	247	247
殟	1.000000	256	256
殠	1.000000	446	446
殣	1.000000	354	354
殥	1.000000	207	207
殦	1.000000	252	252
殧	1.000000	473	473
殩	1.000000	298	298
殪	1.000000	458	458
殬	1.000000	184	184
殰	1.000000	24	24
殱	1.000000	231	231
殳	1.000000	551	551
殶	1.000000	226	226
殸	1.000000	457	457
殹	1.000000	283	283
殻	1.000000	1245	1245
殽	1.000000	62	62
殾	1.000000	245	245
毁	1.000000	90	90
毃	1.000000	317	317
毄	1.000000	269	269
毇	1.000000	329	329
毈	1.000000	222	222
毉	1.000000	319	319
毊	1.000000	365	365
毌	1.000000	2	2
毎	1.000000	575	575
毑	1.000000	433	433
毚	1.000000	362	362
毞	1.000000	417	417
毟	1.000000	264	264
毠	1.000000	255	255
毢	1.000000	271	271
毣	1.000000	392	392
毤	1.000000	200	200
毥	1.000000	198	198
毦	1.000000	405	405
毧	1.000000	244	244
毨	1.000000	269	269
毩	1.000000	260	260
毪	1.000000	395	395
毭	1.000000	287	287
毰	1.000000	234	234
毱	1.000000	269	269
毲	1.000000	209	209
毴	1.000000	252	252
毷	1.000000	307	307
毸	1.000000	244	244
毺	1.000000	180	180
毻	1.000000	188	188
毼	1.000000	251	251
毾	1.000000	246	246
氀	1.000000	355	355
氁	1.000000	215	215
氃	1.000000	237	237
氄	1.000000	248	248
氉	1.000000	258	258
氊	1.000000	310	310
氋	1.000000	202	202
氐	1.000000	88	88
氒	1.000000	228	228
氕	1.000000	406	406
氖	1.000000	741	741
気	1.000000	266	266
氚	1.000000	552	552
氜	1.000000	553	553
氝	1.000000	326	326
氠	1.000000	320	320
氥	1.000000	383	383
氪	1.000000	581	581
氬	1.000000	696	696
氭	1.000000	469	469
氱	1.000000	479	479
氵	1.000000	680	680
氶	1.000000	466	466
氷	1.000000	615	615
氻	1.000000	435	435
氼	1.000000	438	438
氿	1.000000	464	464
汃	1.000000	306	306
汄	1.000000	350	350
汅	1.000000	250	250
汆	1.000000	234	234
汉	1.000000	1	1
汋	1.000000	387	387
汌	1.000000	358	358
汍	1.000000	3	3
汎	1.000000	856	856
汏	1.000000	635	635
汑	1.000000	224	224
汒	1.000000	401	401
汓	1.000000	313	313
汔	1.000000	496	496
汖	1.000000	265	265
汘	1.000000	308	308
汙	1.000000	177	177
汚	1.000000	88	88
汢	1.000000	400	400
汥	1.000000	376	376
汦	1.000000	290	290
汫	1.000000	329	329
汬	1.000000	314	314
汭	1.000000	476	476
汮	1.000000	297	297
汯	1.000000	328	328
汱	1.000000	290	290
汳	1.000000	266	266
汵	1.000000	309	309
汷	1.000000	224	224
汸	1.000000	497	497
汹	1.000000	100	100
汻	1.000000	503	503
汼	1.000000	411	411
汿	1.000000	233	233
沀	1.000000	167	167
沄	1.000000	411	411
沇	1.000000	385	385
沊	1.000000	418	418
沋	1.000000	463	463
沍	1.000000	1	1
沎	1.000000	218	218
沑	1.000000	352	352
沕	1.000000	462	462
沗	1.000000	253	253
沘	1.000000	386	386
沚	1.000000	474	474
沜	1.000000	299	299
沝	1.000000	409	409
沞	1.000000	188	188
沟	1.000000	10	10
沠	1.000000	218	218
没	1.000000	177	177
沢	1.000000	625	625
沬	1.000000	88	88
沯	1.000000	210	210
沰	1.000000	251	251
沲	1.000000	400	400
沵	1.000000	734	734
沶	1.000000	347	347
沷	1.000000	387	387
沺	1.000000	367	367
泀	1.000000	285	285
泂	1.000000	402	402
泃	1.000000	371	371
泆	1.000000	410	410
泇	1.000000	408	408
泈	1.000000	254	254
泋	1.000000	274	274
泍	1.000000	415	415
泎	1.000000	257	257
泏	1.000000	219	219
泑	1.000000	333	333
泒	1.000000	333	333
泖	1.000000	580	580
泘	1.000000	434	434
泙	1.000000	430	430
泚	1.000000	531	531
泜	1.000000	312	312
泝	1.000000	383	383
泞	1.000000	100	100
泟	1.000000	338	338
泤	1.000000	341	341
泦	1.000000	417	417
泧	1.000000	281	281
泩	1.000000	590	590
泪	1.000000	810	810
泬	1.000000	330	330
泭	1.000000	362	362
泲	1.000000	330	330
泴	1.000000	286	286
泹	1.000000	538	538
泿	1.000000	287	287
洀	1.000000	424	424
洁	1.000000	90	90
洂	1.000000	373	373
洃	1.000000	459	459
洅	1.000000	630	630
洆	1.000000	241	241
洈	1.000000	403	403
洉	1.000000	421	421
洊	1.000000	488	488
洍	1.000000	301	301
洎	1.000000	645	645
洏	1.000000	575	575
洐	1.000000	430	430
洑	1.000000	457	457
洓	1.000000	395	395
洔	1.000000	198	198
洕	1.000000	288	288
洖	1.000000	420	420
洘	1.000000	403	403
洚	1.000000	429	429
洜	1.000000	373	373
洝	1.000000	367	367
洟	1.000000	8	8
洠	1.000000	305	305
洡	1.000000	239	239
洢	1.000000	437	437
洤	1.000000	453	453
洦	1.000000	339	339
洬	1.000000	334	334
洭	1.000000	315	315
洯	1.000000	443	443
洰	1.000000	464	464
洴	1.000000	338	338
洷	1.000000	266	266
洸	1.000000	88	88
洺	1.000000	560	560
洿	1.000000	449	449
浀	1.000000	456	456
浂	1.000000	287	287
浄	1.000000	465	465
浊	1.000000	1	1
浖	1.000000	287	287
浗	1.000000	544	544
浘	1.000000	453	453
浛	1.000000	420	420
浝	1.000000	183	183
浟	1.000000	363	363
浡	1.000000	428	428
浢	1.000000	356	356
浤	1.000000	358	358
浧	1.000000	298	298
浨	1.000000	270	270
浫	1.000000	280	280
浬	1.000000	5	5
浭	1.000000	489	489
浯	1.000000	581	581
浰	1.000000	339	339
浱	1.000000	288	288
浲	1.000000	248	248
浳	1.000000	218	218
浵	1.000000	423	423
浶	1.000000	215	215
浺	1.000000	333	333
浻	1.000000	303	303
浼	1.000000	600	600
浾	1.000000	214	214
浿	1.000000	334	334
涀	1.000000	430	430
涁	1.000000	253	253
涃	1.000000	357	357
涄	1.000000	194	194
涆	1.000000	237	237
涊	1.000000	422	422
涋	1.000000	230	230
涍	1.000000	305	305
涏	1.000000	302	302
涐	1.000000	741	741
涑	1.000000	579	579
涒	1.000000	363	363
涖	1.000000	377	377
涗	1.000000	483	483
涘	1.000000	523	523
涙	1.000000	177	177
涜	1.000000	447	447
涫	1.000000	602	602
涬	1.000000	445	445
涭	1.000000	427	427
涰	1.000000	266	266
涱	1.000000	374	374
涴	1.000000	446	446
涶	1.000000	271	271
涷	1.000000	800	800
涹	1.000000	317	317
涺	1.000000	373	373
涻	1.000000	400	400
涽	1.000000	350	350
涾	1.000000	248	248
淁	1.000000	224	224
淂	1.000000	622	622
淃	1.000000	256	256
淈	1.000000	316	316
淉	1.000000	571	571
淊	1.000000	276	276
淍	1.000000	403	403
淎	1.000000	246	246
淏	1.000000	472	472
淐	1.000000	333	333
淓	1.000000	439	439
淔	1.000000	356	356
淕	1.000000	291	291
淗	1.000000	251	251
淛	1.000000	394	394
淜	1.000000	385	385
淝	1.000000	572	572
淟	1.000000	278	278
淠	1.000000	549	549
淢	1.000000	307	307
淣	1.000000	356	356
淧	1.000000	312	312
淭	1.000000	277	277
淰	1.000000	518	518
淲	1.000000	336	336
淴	1.000000	332	332
淽	1.000000	356	356
淾	1.000000	204	204
淿	1.000000	267	267
渀	1.000000	559	559
渁	1.000000	503	503
渂	1.000000	280	280
渃	1.000000	427	427
渄	1.000000	330	330
渆	1.000000	228	228
渇	1.000000	411	411
済	1.000000	518	518
渉	1.000000	450	450
渋	1.000000	484	484
渒	1.000000	298	298
渓	1.000000	394	394
渕	1.000000	427	427
渘	1.000000	403	403
渜	1.000000	285	285
渞	1.000000	394	394
渟	1.000000	485	485
渢	1.000000	499	499
渧	1.000000	466	466
渨	1.000000	278	278
渪	1.000000	282	282
渮	1.000000	364	364
渱	1.000000	420	420
渳	1.000000	234	234
渵	1.000000	298	298
渶	1.000000	474	474
渷	1.000000	399	399
渹	1.000000	261	261
渻	1.000000	351	351
渼	1.000000	486	486
渽	1.000000	332	332
渿	1.000000	320	320
湀	1.000000	435	435
湁	1.000000	519	519
湂	1.000000	210	210
湅	1.000000	478	478
湆	1.000000	296	296
湇	1.000000	424	424
湈	1.000000	447	447
湋	1.000000	360	360
湌	1.000000	256	256
湏	1.000000	364	364
湐	1.000000	330	330
湑	1.000000	367	367
湒	1.000000	239	239
湓	1.000000	538	538
湕	1.000000	353	353
湗	1.000000	366	366
湙	1.000000	280	280
湚	1.000000	255	255
湜	1.000000	703	703
湝	1.000000	531	531
湠	1.000000	271	271
湡	1.000000	482	482
湢	1.000000	553	553
湣	1.000000	36	36
湤	1.000000	351	351
湥	1.000000	440	440
湦	1.000000	358	358
湨	1.000000	283	283
湩	1.000000	369	369
湪	1.000000	485	485
湫	1.000000	616	616
湬	1.000000	360	360
湭	1.000000	356	356
湰	1.000000	476	476
湱	1.000000	268	268
湳	1.000000	456	456
湴	1.000000	518	518
湵	1.000000	281	281
湶	1.000000	412	412
湷	1.000000	346	346
湸	1.000000	436	436
湹	1.000000	284	284
湺	1.000000	400	400
湻	1.000000	281	281
湼	1.000000	348	348
湽	1.000000	239	239
満	1.000000	600	600
溂	1.000000	416	416
溌	1.000000	264	264
溍	1.000000	411	411
溎	1.000000	324	324
溑	1.000000	242	242
溒	1.000000	270	270
溓	1.000000	370	370
溔	1.000000	322	322
溕	1.000000	305	305
溗	1.000000	281	281
溙	1.000000	315	315
溚	1.000000	380	380
溛	1.000000	199	199
溞	1.000000	411	411
溠	1.000000	285	285
溡	1.000000	605	605
