rank	literal	freq
1604	羅	17886
1605	藥	17886
1606	人哋	17797
1607	嘉浩	17797
1608	師	17797
1609	接觸	17797
1610	部分	17797
1611	幹嘛	17741
1612	嘆	17708
1613	嘿	17708
1614	將來	17708
1615	我先	17708
1616	止	17708
1617	社工	17708
1618	可憐	17619
1619	呼	17619
1620	撲	17619
1621	簡直	17619
1622	號	17619
1623	伸	17530
1624	提	17530
1625	盡量	17530
1626	聖誕	17530
1627	若果	17530
1628	裡	17530
1629	阻	17530
1630	視頻	17528
1631	未來	17441
1632	枕頭	17441
1633	空間	17441
1634	衝	17441
1635	首領	17441
1636	一位	17352
1637	冇問題	17352
1638	大門	17352
1639	心裏	17286
1640	令人	17263
1641	出手	17263
1642	團	17263
1643	客人	17263
1644	放過	17263
1645	格	17263
1646	理解	17263
1647	甘	17263
1648	隔	17263
1649	咖啡	17174
1650	嗰時	17174
1651	地面	17174
1652	忙	17174
1653	斬	17174
1654	禮拜	17174
1655	電影	17174
1656	那是	17101
1657	含	17085
1658	情侶	17085
1659	目的	17085
1660	顯得	17085
1661	老闆	17036
1662	影相	16996
1663	後來	16996
1664	抄	16996
1665	版	16996
1666	誤會	16996
1667	第一次	16941
1668	傑	16907
1669	嬸	16907
1670	推開	16907
1671	整個	16907
1672	很好	16862
1673	小丑	16818
1674	步	16818
1675	清	16818
1676	同事	16729
1677	新聞	16729
1678	畢業	16729
1679	不安	16640
1680	巨龍	16640
1681	當中	16640
1682	蓋	16640
1683	靜靜	16640
1684	封	16551
1685	求	16551
1686	沒	16551
1687	自信	16551
1688	顏色	16551
1689	如此	16462
1690	擁有	16462
1691	日日	16462
1692	細聲	16462
1693	擡頭	16388
1694	信心	16373
1695	傷心	16373
1696	握	16373
1697	救命	16373
1698	水晶	16373
1699	煩	16373
1700	癡線	16373
1701	示意	16373
1702	等陣	16373
1703	騎	16373
1704	剛才	16284
1705	南	16284
1706	多次	16284
1707	失望	16284
1708	對手	16284
1709	式	16284
1710	海	16284
1711	老實	16284
1712	肯	16284
1713	見面	16284
1714	這樣	16284
1715	銀茹	16284
1716	隨時	16284
1717	魔王	16284
1718	怎麼樣	16225
1719	出門	16195
1720	刻	16195
1721	心口	16195
1722	我估	16195
1723	掙扎	16195
1724	斷	16195
1725	舖	16195
1726	包括	16106
1727	印	16106
1728	噢	16106
1729	夢想	16106
1730	懶	16106
1731	考慮	16106
1732	聽講	16106
1733	阿銘	16106
1734	上前	16017
1735	劉	16017
1736	好人	16017
1737	好心	16017
1738	娘	16017
1739	左面	16017
1740	有關	16017
1741	漸漸	16017
1742	開門	16017
1743	主角	15928
1744	反抗	15928
1745	因	15928
1746	將軍	15928
1747	想點	15928
1748	散	15928
1749	棒	15928
1750	行過	15928
1751	覆	15928
1752	金零	15928
1753	餐	15928
1754	我就	15896
1755	交叉	15839
1756	房間	15839
1757	桶	15839
1758	耳	15839
1759	新的	15838
1760	中文	15750
1761	冷氣	15750
1762	受到	15750
1763	只見	15750
1764	司機	15750
1765	當年	15750
1766	胸	15750
1767	腳步	15750
1768	蝦	15750
1769	行埋	15750
1770	埋嚟	15661
1771	生果	15661
1772	輪	15661
1773	音樂	15661
1774	而已	15633
1775	好在	15572
1776	形容	15572
1777	美	15572
1778	過程	15572
1779	好多	15545
1780	讓人	15530
1781	下來	15483
1782	值得	15483
1783	公	15483
1784	幾耐	15483
1785	湖	15483
1786	發展	15483
1787	範圍	15483
1788	身份	15483
1789	麥當奴	15483
1790	兒	15394
1791	同個	15394
1792	每個	15394
1793	毛	15394
1794	聽過	15394
1795	陌生	15394
1796	是啊	15392
1797	發佈	15363
1798	只會	15305
1799	星星	15305
1800	結	15305
1801	經驗	15305
1802	誰	15305
1803	雪	15305
1804	看了	15301
1805	臺灣	15274
1806	一面	15216
1807	戀	15216
1808	死人	15216
1809	沉默	15216
1810	疑惑	15216
1811	衰人	15216
1812	量	15216
1813	關於	15216
1814	壓力	15127
1815	平	15127
1816	意外	15127
1817	提子	15127
1818	知點	15127
1819	輕鬆	15127
1820	傻仔	15038
1821	唔肯	15038
1822	唔舒服	15038
1823	好靚	15038
1824	技能	15038
1825	條友	15038
1826	程度	15038
1827	資料	15038
1828	來了	15028
1829	一起	14949
1830	入到	14949
1831	勇氣	14949
1832	微	14949
1833	效果	14949
1834	消防員	14949
1835	行去	14949
1836	表示	14949
1837	訓練	14949
1838	避開	14949
1839	銀包	14949
1840	黎明	14949
1841	主要	14860
1842	凡	14860
1843	招	14860
1844	生物	14860
1845	科技	14860
1846	認	14860
1847	貴	14860
1848	身材	14860
1849	們	14771
1850	嗄	14771
1851	好痛	14771
1852	正式	14771
1853	港人	14771
1854	牙膏	14771
1855	肥龍	14771
1856	馬戲	14771
1857	平臺	14708
1858	不會	14682
1859	圖	14682
1860	小依	14682
1861	森林	14682
1862	贏	14682
1863	兜過	14593
1864	兩條	14593
1865	友	14593
1866	女生	14593
1867	少年	14593
1868	我忍	14593
1869	森宿	14593
1870	狗仔	14593
1871	要好	14593
1872	護士	14593
1873	釣	14593
1874	帖子	14576
1875	白癡	14531
1876	上身	14504
1877	大人	14504
1878	嵐嵐	14504
1879	樂	14504
1880	綠	14504
1881	邊有	14504
1882	餐廳	14504
1883	香蕉	14504
1884	那就	14465
1885	堆	14415
1886	我想	14415
1887	橙汁	14415
1888	碌	14415
1889	腿	14415
1890	順便	14415
1891	初	14326
1892	印象	14326
1893	只好	14326
1894	回頭	14326
1895	形	14326
1896	捐	14326
1897	擘	14326
1898	改	14326
1899	滑	14326
1900	講呢	14326
1901	講笑	14326
1902	變到	14326
1903	超	14326
1904	她的	14303
1905	不可	14237
1906	不禁	14237
1907	之際	14237
1908	圖書館	14237
1909	多數	14237
1910	好快	14237
1911	好笑	14237
1912	婆	14237
1913	強	14237
1914	拖鞋	14237
1915	班主任	14237
1916	而是	14231
1917	一見	14148
1918	例如	14148
1919	兩日	14148
1920	動	14148
1921	右面	14148
1922	太太	14148
1923	將我	14148
1924	廟	14148
1925	打機	14148
1926	扭	14148
1927	找	14148
1928	捉住	14148
1929	界	14148
1930	畢竟	14148
1931	籃球	14148
1932	葡萄	14148
1933	雪櫃	14148
1934	神祕	14129
1935	偷	14059
1936	搖	14059
1937	來自	13976
1938	地球	13970
1939	天使	13970
1940	就快	13970
1941	座	13970
1942	強姦	13970
1943	瘦	13970
1944	石頭	13970
1945	第二日	13970
1946	養	13970
1947	馬路	13970
1948	擡	13963
1949	多嘢	13881
1950	擋	13881
1951	擰轉	13881
1952	放開	13881
1953	粥	13881
1954	總	13881
1955	你是	13873
1956	何況	13792
1957	啜	13792
1958	狂	13792
1959	一晚	13703
1960	使用	13703
1961	完美	13703
1962	將會	13703
1963	氹	13703
1964	直至	13703
1965	碼頭	13703
1966	阿詩	13703
1967	韻	13703
1968	做過	13615
1969	同意	13615
1970	思考	13615
1971	認得	13615
1972	醉	13615
1973	雀仔	13615
1974	觀衆	13551
1975	交換	13526
1976	夠膽	13526
1977	宅	13526
1978	條件	13526
1979	湯	13526
1980	皮膚	13526
1981	研究	13526
1982	聯絡	13526
1983	腦	13526
1984	其它	13451
1985	好感	13437
1986	西裝	13437
1987	請問	13437
1988	講下	13437
1989	代碼	13418
1990	去了	13368
1991	丸	13348
1992	任務	13348
1993	吞	13348
1994	好難	13348
1995	專心	13348
1996	後便	13348
1997	憎	13348
1998	正正	13348
1999	注意	13348
2000	溫暖	13347
2001	兔仔	13259
2002	年紀	13259
2003	恐懼	13259
2004	情	13259
2005	會話	13259
2006	柒	13259
2007	矮	13259
2008	講啦	13259
2009	鋪	13259
2010	隨即	13259
2011	什麼	13170
2012	傷口	13170
2013	劈	13170
2014	匙羹	13170
2015	十年	13170
2016	吃	13170
2017	嚟㗎	13170
2018	捱	13170
2019	朝早	13170
2020	消息	13170
2021	相處	13170
2022	自覺	13170
2023	莎莎	13170
2024	表現	13170
2025	道歉	13170
2026	道理	13170
2027	遲到	13170
2028	食嘢	13170
2029	您的	13130
2030	上網	13081
2031	劫	13081
2032	咗落	13081
2033	啵	13081
2034	揮手	13081
2035	枉	13081
2036	樹林	13081
2037	此	13081
2038	滴	13081
2039	無數	13081
2040	燒	13081
2041	狼	13081
2042	白石鎮	13081
2043	破壞	13081
2044	補習	13081
2045	餅	13081
2046	農民	13047
2047	尤其	12992
2048	拳頭	12992
2049	掣	12992
2050	星期六	12992
2051	曱	12992
2052	服務	12992
2053	款	12992
2054	甴	12992
2055	石	12992
2056	要點	12992
2057	諗法	12992
2058	講返	12992
2059	雞蛋	12992
2060	爲止	12971
2061	不乖	12970
2062	你點	12903
2063	兩位	12903
2064	參加	12903
2065	外國	12903
2066	巴	12903
2067	幼稚園	12903
2068	撳	12903
2069	放鬆	12903
2070	敏感	12903
2071	答應	12903
2072	老公	12903
2073	衝動	12903
2074	長老	12903
2075	身爲	12820
2076	原諒	12814
2077	合	12814
2078	引	12814
2079	每日	12814
2080	調查	12814
2081	就要	12780
2082	出名	12725
2083	喝	12725
2084	大把	12725
2085	大脾	12725
2086	家人	12725
2087	差啲	12725
2088	次次	12725
2089	求其	12725
2090	牛	12725
2091	物	12725
2092	直頭	12725
2093	睇落	12725
2094	藍	12725
2095	域名	12679
2096	入口	12636
2097	吱	12636
2098	幾年	12636
2099	廢	12636
2100	弊	12636
2101	態度	12636
2102	我入	12636
2103	此時	12636
2104	球場	12636
2105	禮貌	12636
2106	英雄	12636
2107	證明	12636
2108	車站	12636
2109	啓動	12615
2110	呻吟	12547
2111	國	12547
2112	好大	12547
2113	超人	12547
2114	返個	12547
2115	遞	12547
2116	爲主	12488
2117	一場	12458
2118	價值	12458
2119	吔	12458
2120	咗嚟	12458
2121	四個	12458
2122	巨哥	12458
2123	收埋	12458
2124	故仔	12458
2125	月亮	12458
2126	溝通	12458
2127	角度	12458
2128	迷宮	12458
2129	進行	12458
2130	青蛙	12458
2131	領	12458
2132	個陣	12369
2133	利用	12369
2134	嘿嘿	12369
2135	嚟到	12369
2136	地說	12369
2137	幾咁	12369
2138	瘋	12369
2139	着住	12369
2140	禮堂	12369
2141	科	12369
2142	趁	12369
2143	阿龍	12369
2144	隨便	12369
2145	難得	12369
2146	的事	12366
2147	鏈接	12344
2148	之上	12280
2149	估計	12280
2150	停止	12280
2151	傷	12280
2152	內容	12280
2153	加入	12280
2154	勉強	12280
2155	問下	12280
2156	客氣	12280
2157	欣賞	12280
2158	盆	12280
2159	相機	12280
2160	露出	12280
2161	消費者	12260
2162	是在	12229
2163	保持	12191
2164	嚴重	12191
2165	國家	12191
2166	寶	12191
2167	心跳	12191
2168	有心	12191
2169	林布	12191
2170	結界	12191
2171	身影	12191
2172	過我	12191
2173	配合	12191
2174	陰	12191
2175	也就	12183
2176	放在	12170
2177	頁面	12145
2178	馬甲	12104
2179	一班	12102
2180	不能	12102
2181	不要	12102
2182	卡	12102
2183	嘅話	12102
2184	女孩	12102
2185	得多	12102
2186	拖住	12102
2187	牙刷	12102
2188	體驗	12102
2189	我在	12048
2190	讓你	12042
2191	要不	12039
2192	都在	12031
2193	中意	12013
2194	做人	12013
2195	咭	12013
2196	思哥	12013
2197	甲蟲	12013
2198	自我	12013
2199	資格	12013
2200	體	12013
2201	上便	11924
2202	之一	11924
2203	回復	11924
2204	大廈	11924
2205	幅	11924
2206	意義	11924
2207	提議	11924
2208	灰	11924
2209	眼訓	11924
2210	薯條	11924
2211	透過	11924
2212	阿洛	11924
2213	不嬲	11835
2214	乖乖	11835
2215	值	11835
2216	同班	11835
2217	周景臻	11835
2218	商場	11835
2219	小雪	11835
2220	心理	11835
2221	想講	11835
2222	笑笑口	11835
2223	軍	11835
2224	地要	11746
2225	好味	11746
2226	微微	11746
2227	方式	11746
2228	條線	11746
2229	無意	11746
2230	瘋狂	11746
2231	百	11746
2232	精靈	11746
2233	解開	11746
2234	討論	11746
2235	講我	11746
2236	關	11746
2237	陽光	11746
2238	都要	11739
2239	算了	11725
2240	再說	11681
2241	成了	11659
2242	喔	11657
2243	報紙	11657
2244	多個	11657
2245	孖	11657
2246	工廠	11657
2247	撐	11657
2248	木	11657
2249	灣	11657
2250	爸	11657
2251	蘭卡特	11657
2252	表白	11657
2253	閃	11657
2254	點啊	11657
2255	南京	11577
2256	下個	11568
2257	又點	11568
2258	好話	11568
2259	暑假	11568
2260	比起	11568
2261	白兔	11568
2262	眯	11568
2263	篤	11568
2264	總算	11568
2265	討厭	11568
2266	還	11568
2267	呯	11479
2268	唔怪得	11479
2269	噗	11479
2270	好像	11479
2271	明知	11479
2272	此刻	11479
2273	空	11479
2274	粗口	11479
2275	耳邊	11479
2276	話說	11479
2277	也會	11478
2278	做好	11401
2279	一時間	11390
2280	估到	11390
2281	冷	11390
2282	家庭	11390
2283	必須	11390
2284	我怕	11390
2285	檢查	11390
2286	滿意	11390
2287	阿俊	11390
2288	阿盈	11390
2289	集中	11390
2290	也要	11354
2291	仲好	11301
2292	唔知幾	11301
2293	尖叫	11301
2294	擦	11301
2295	就像	11229
2296	做嘢	11212
2297	兩年	11212
2298	千秋	11212
2299	受傷	11212
2300	城市	11212
2301	報警	11212
2302	太多	11212
2303	幾次	11212
2304	弱	11212
2305	扔	11212
2306	抖	11212
2307	比賽	11212
2308	沈澈	11212
2309	蟲	11212
2310	越來越	11148
2311	都不	11128
2312	一嘢	11123
2313	公主	11123
2314	吸	11123
2315	基本	11123
2316	娃娃	11123
2317	張開	11123
2318	我嗰	11123
2319	樣子	11123
2320	測試	11123
2321	爽	11123
2322	睡	11123
2323	趕	11123
2324	通	11123
2325	隊長	11123
2326	我不	11116
2327	數據庫	11114
2328	咱們	11055
2329	一生	11034
2330	不同	11034
2331	以上	11034
2332	壓	11034
2333	失敗	11034
2334	好朋友	11034
2335	摺	11034
2336	洲	11034
2337	相當	11034
2338	看更	11034
2339	確實	11034
2340	練	11034
2341	臨	11034
2342	華	11034
2343	落車	11034
2344	觀察	11034
2345	錄音	11034
2346	乳頭	10945
2347	依種	10945
2348	冇得	10945
2349	出奇	10945
2350	單位	10945
2351	尊重	10945
2352	張床	10945
2353	待續	10945
2354	悶	10945
2355	正在	10945
2356	爭	10945
2357	節目	10945
2358	細路仔	10945
2359	維持	10945
2360	西瓜	10945
2361	踹	10945
2362	陰間	10945
2363	香香	10945
2364	下午	10856
2365	人會	10856
2366	作出	10856
2367	冇用	10856
2368	報	10856
2369	幫到	10856
2370	感動	10856
2371	拗	10856
2372	睬	10856
2373	結束	10856
2374	自動	10856
2375	表哥	10856
2376	講咗句	10856
2377	遺憾	10856
2378	金字塔	10856
2379	露	10856
2380	不了	10841
2381	之類	10767
2382	伏	10767
2383	你估	10767
2384	偷偷	10767
2385	咳咳	10767
2386	堅持	10767
2387	峻	10767
2388	戒指	10767
2389	最終	10767
2390	歷史	10767
2391	碰	10767
2392	等待	10767
2393	銀	10767
2394	做了	10765
2395	在線	10760
2396	幫我	10739
2397	成都	10700
2398	對了	10696
2399	一支	10678
2400	任	10678
2401	低頭	10678
2402	傳出	10678
2403	先知	10678
2404	剝	10678
2405	嘴唇	10678
2406	守護	10678
2407	安排	10678
2408	將個	10678
2409	成熟	10678
2410	手掌	10678
2411	新年	10678
2412	曳曳	10678
2413	東	10678
2414	水喉	10678
2415	無謂	10678
2416	空氣	10678
2417	舐	10678
2418	開學	10678
2419	靈風	10678
2420	一拳	10589
2421	係噉	10589
2422	傳來	10589
2423	兔兔	10589
2424	到達	10589
2425	啤	10589
2426	夠鐘	10589
2427	天台	10589
2428	承諾	10589
2429	橙色	10589
2430	滿	10589
2431	盛	10589
2432	移動	10589
2433	起點	10589
2434	順利	10589
2435	願望	10589
2436	別的	10542
2437	來看	10506
2438	京香	10500
2439	底下	10500
2440	承認	10500
2441	摟	10500
2442	敵人	10500
2443	眼見	10500
2444	磅	10500
2445	老細	10500
2446	言	10500
2447	過咗	10500
2448	適合	10500
2449	鈴	10500
2450	面紅	10500
2451	骷髏	10500
2452	魚排	10500
2453	黐	10500
2454	買了	10495
2455	是一種	10488
2456	及其	10438
2457	下身	10411
2458	個心	10411
2459	意見	10411
2460	拉開	10411
2461	星	10411
2462	書生	10411
2463	有意	10411
2464	校	10411
2465	根據	10411
2466	生意	10411
2467	白白	10411
2468	職員	10411
2469	蔣	10411
2470	足夠	10411
2471	電視機	10411
2472	共	10322
2473	冇嘢	10322
2474	原	10322
2475	滑雪	10322
2476	純	10322
2477	萍	10322
2478	落到	10322
2479	賺	10322
2480	魔力	10322
2481	更多的	10290
2482	人的	10234
2483	作	10233
2484	各自	10233
2485	就將	10233
2486	屁股	10233
2487	平靜	10233
2488	我條	10233
2489	王胤瀅	10233
2490	相反	10233
2491	碎	10233
2492	組織	10233
2493	菜	10233
2494	萬	10233
2495	藥水	10233
2496	衣	10233
2497	阻住	10233
2498	隨住	10233
2499	有了	10206
2500	一堆	10144
2501	人家	10144
2502	入嚟	10144
2503	命	10144
2504	啤酒	10144
2505	嘔	10144
2506	忽	10144
2507	我嚟	10144
2508	文字	10144
2509	聖賢	10144
2510	還有	10144
2511	一下子	10055
2512	下去	10055
2513	口氣	10055
2514	嘢食	10055
2515	希	10055
2516	戰士	10055
2517	期間	10055
2518	深深	10055
2519	真實	10055
2520	簿	10055
2521	菲兒	10055
2522	這裡	10055
2523	過得	10055
2524	鎖	10055
2525	即可	9999
2526	一人	9966
2527	丫嘛	9966
2528	偏偏	9966
2529	分享	9966
2530	可樂	9966
2531	咗一個	9966
2532	嘅樣	9966
2533	好返	9966
2534	弟弟	9966
2535	時空	9966
2536	有用	9966
2537	焗	9966
2538	爲食	9966
2539	細心	9966
2540	號碼	9966
2541	責任	9966
2542	途中	9966
2543	鬚	9966
2544	從而	9930
2545	事件	9877
2546	八婆	9877
2547	再問	9877
2548	力量	9877
2549	咗入	9877
2550	多少	9877
2551	手下	9877
2552	技術	9877
2553	插入	9877
2554	煲	9877
2555	第日	9877
2556	脾氣	9877
2557	蔣泳	9877
2558	返轉頭	9877
2559	過來	9877
2560	那個	9877
2561	爲何	9825
2562	一睇	9788
2563	再望	9788
2564	厠	9788
2565	吹水	9788
2566	大樹	9788
2567	心態	9788
2568	怕醜	9788
2569	成班	9788
2570	換衫	9788
2571	搓	9788
2572	死亡	9788
2573	洗頭水	9788
2574	無比	9788
2575	積木	9788
2576	蕹	9788
2577	這是	9788
2578	非	9788
2579	顯示	9788
2580	餓	9788
2581	點做	9788
2582	用於	9732
2583	稱爲	9728
2584	應當	9711
2585	命運	9699
2586	咁上下	9699
2587	大部份	9699
2588	如何	9699
2589	尖	9699
2590	心裡	9699
2591	手仔	9699
2592	指示	9699
2593	架車	9699
2594	澄	9699
2595	走過	9699
2596	軟	9699
2597	開頭	9699
2598	雙腳	9699
2599	來到	9694
2600	多了	9683
2601	最大的	9683
2602	它的	9663
2603	就在	9655
2604	一方面	9610
2605	一道	9610
2606	你識	9610
2607	凌嘯峰	9610
2608	北方	9610
2609	地講	9610
2610	天氣	9610
2611	就連	9610
2612	強烈	9610
2613	心中	9610
2614	我識	9610
2615	抓	9610
2616	淚	9610
2617	清醒	9610
2618	聖誕老人	9610
2619	親人	9610
2620	講話	9610
2621	透明	9610
2622	遲啲	9610
2623	大部分	9555
2624	一入	9521
2625	不知不覺	9521
2626	加快	9521
2627	吐	9521
2628	扑嘢	9521
2629	打到	9521
2630	擁	9521
2631	斜	9521
2632	殭屍	9521
2633	泳衣	9521
2634	無用	9521
2635	燕	9521
2636	牌	9521
2637	王源	9521
2638	費事	9521
2639	隱約	9521
2640	類似	9521
2641	鳳	9521
2642	不好意思	9506
2643	重慶	9481
2644	內存	9460
2645	不懂	9451
2646	見到	9440
2647	唧	9432
2648	地個	9432
2649	家長	9432
2650	小弟	9432
2651	會考	9432
2652	洗手間	9432
2653	琪	9432
2654	肥仔	9432
2655	舉起	9432
2656	硬盤	9393
2657	你要	9378
2658	筆記本	9370
2659	今天	9343
2660	命令	9343
2661	基	9343
2662	小燁	9343
2663	就嚟	9343
2664	精	9343
2665	魂	9343
2666	鍼	9332
2667	走了	9292
2668	又是	9281
2669	纔是	9278
2670	下體	9254
2671	兵	9254
2672	制	9254
2673	區	9254
2674	嘟	9254
2675	圓	9254
2676	地會	9254
2677	小明	9254
2678	左上	9254
2679	彎	9254
2680	得罪	9254
2681	扁	9254
2682	招呼	9254
2683	歐子	9254
2684	浮現	9254
2685	縮	9254
2686	羹	9254
2687	背影	9254
2688	鐵	9254
2689	大盤	9231
2690	更是	9173
2691	人工	9165
2692	內疚	9165
2693	初戀	9165
2694	回到	9165
2695	好嘢	9165
2696	完結	9165
2697	對象	9165
2698	幾點	9165
2699	時話	9165
2700	珍惜	9165
2701	現場	9165
2702	發夢	9165
2703	窗口	9165
2704	純粹	9165
2705	經常	9165
2706	莊	9165
2707	誇張	9165
2708	電芯	9165
2709	高興	9165
2710	就能	9154
2711	羣衆	9122
2712	不知	9076
2713	付出	9076
2714	呢排	9076
2715	咔	9076
2716	嗰種	9076
2717	大腦	9076
2718	天地	9076
2719	彭	9076
2720	心靈	9076
2721	憑	9076
2722	搞笑	9076
2723	撫摸	9076
2724	日後	9076
2725	淋	9076
2726	無力	9076
2727	真相	9076
2728	結局	9076
2729	証	9076
2730	這時	9076
2731	鑽	9076
2732	靠近	9076
2733	投資者	9071
2734	倒是	9034
2735	唔切	8987
2736	容	8987
2737	寧願	8987
2738	想法	8987
2739	撩	8987
2740	擰頭	8987
2741	放工	8987
2742	時光	8987
2743	晞	8987
2744	暴力	8987
2745	最大	8987
2746	白波	8987
2747	股	8987
2748	虐待	8987
2749	這麼	8987
2750	靈魂	8987
2751	魔鬼	8987
2752	黑暗	8987
2753	美元	8967
2754	嘻嘻	8955
2755	好吧	8946
2756	一排	8898
2757	一講	8898
2758	二哥	8898
2759	人間	8898
2760	仔女	8898
2761	你問	8898
2762	傻妹	8898
2763	出事	8898
2764	唔捨得	8898
2765	地盤	8898
2766	天空	8898
2767	就問	8898
2768	心臟	8898
2769	成身	8898
2770	按摩	8898
2771	捽	8898
2772	朝頭早	8898
2773	查	8898
2774	滑梯	8898
2775	老嘢	8898
2776	蝴蝶	8898
2777	衰仔	8898
2778	講出	8898
2779	通知	8898
2780	雷米	8898
2781	你說	8864
2782	區別	8849
2783	有時候	8840
2784	一套	8809
2785	吋	8809
2786	外表	8809
2787	收工	8809
2788	月光	8809
2789	校車	8809
2790	沉	8809
2791	然而	8809
2792	發叔	8809
2793	精液	8809
2794	紅鈴	8809
2795	良生	8809
2796	講咗	8809
2797	過後	8809
2798	額頭	8809
2799	風車	8809
2800	齊	8809
2801	讓他	8800
2802	也沒	8797
2803	好看	8784
2804	一向	8720
2805	交代	8720
2806	但是	8720
2807	冇所謂	8720
2808	圍	8720
2809	報仇	8720
2810	大隻	8720
2811	就響	8720
2812	平衡	8720
2813	年輕	8720
2814	廢話	8720
2815	快速	8720
2816	探	8720
2817	檸檬	8720
2818	泥	8720
2819	淡	8720
2820	無法	8720
2821	獅子	8720
2822	變返	8720
2823	造成	8720
2824	預備	8720
2825	站在	8673
2826	武漢	8636
2827	衆人	8635
2828	並無	8631
2829	企咗	8631
2830	傳說	8631
2831	出到	8631
2832	加油	8631
2833	千祈	8631
2834	安心	8631
2835	尋晚	8631
2836	抵	8631
2837	樣嘢	8631
2838	樹葉	8631
2839	甚麼	8631
2840	直情	8631
2841	笪	8631
2842	衣櫃	8631
2843	表達	8631
2844	走到	8631
2845	難以	8631
2846	雪菲兒	8631
2847	我說	8621
2848	縣	8575
2849	不在	8569
2850	上車	8542
2851	之內	8542
2852	交流	8542
2853	個妹	8542
2854	地行	8542
2855	太過	8542
2856	好意	8542
2857	學識	8542
2858	對付	8542
2859	廳	8542
2860	模糊	8542
2861	窮	8542
2862	紫色	8542
2863	總有	8542
2864	肌肉	8542
2865	視覺	8542
2866	逃走	8542
2867	邪	8542
2868	重點	8542
2869	高手	8542
2870	編輯	8463
2871	假設	8453
2872	偈	8453
2873	困難	8453
2874	增加	8453
2875	工人	8453
2876	忍住	8453
2877	慶祝	8453
2878	慾	8453
2879	懂	8453
2880	我間	8453
2881	戲院	8453
2882	打個	8453
2883	是但	8453
2884	會長	8453
2885	歡樂	8453
2886	男性	8453
2887	皺	8453
2888	確定	8453
2889	經濟	8453
2890	部落	8453
2891	間房	8453
2892	鳳初	8453
2893	黏	8453
2894	鼻涕	8453
2895	給他	8389
2896	忘了	8373
2897	就不	8372
2898	不滿	8364
2899	之餘	8364
2900	前進	8364
2901	哭	8364
2902	堅	8364
2903	大量	8364
2904	天光	8364
2905	姑娘	8364
2906	廣場	8364
2907	心意	8364
2908	我訓	8364
2909	承受	8364
2910	沿住	8364
2911	箭	8364
2912	行李	8364
2913	退後	8364
2914	那麼	8364
2915	靚妹	8364
2916	鞋仔	8364
2917	頁	8364
2918	鬆開	8364
2919	衆多	8344
2920	出了	8342
2921	上漲	8324
2922	你就	8321
2923	就有	8320
2924	文檔	8277
2925	一塊	8275
2926	嘢都	8275
2927	好少	8275
2928	威廉	8275
2929	寵物	8275
2930	布	8275
2931	平日	8275
2932	怎麼	8275
2933	戇	8275
2934	手術	8275
2935	摷	8275
2936	旗	8275
2937	正面	8275
2938	苦笑	8275
2939	蘭	8275
2940	在家	8244
2941	天津	8198
2942	以嚟	8186
2943	余	8186
2944	停低	8186
2945	內褲	8186
2946	几	8186
2947	叫醒	8186
2948	哄	8186
2949	噏	8186
2950	埋個	8186
2951	大堂	8186
2952	天真	8186
2953	威	8186
2954	對波	8186
2955	巨大	8186
2956	師奶	8186
2957	幾下	8186
2958	我部	8186
2959	扮汗	8186
2960	提醒	8186
2961	星期日	8186
2962	本人	8186
2963	歡迎	8186
2964	盡頭	8186
2965	粗	8186
2966	街街	8186
2967	進步	8186
2968	體力	8186
2969	幹嗎	8177
2970	坐在	8174
2971	就好	8162
2972	公平	8097
2973	嗲	8097
2974	嘴角	8097
2975	士兵	8097
2976	大黃貓	8097
2977	客	8097
2978	張相	8097
2979	後尾	8097
2980	復	8097
2981	快感	8097
2982	成長	8097
2983	我仲有	8097
2984	拳	8097
2985	揮	8097
2986	曚	8097
2987	欲	8097
2988	洗衣機	8097
2989	爆炸	8097
2990	片片	8097
2991	眼中	8097
2992	練習	8097
2993	羞	8097
2994	舅父	8097
2995	葉	8097
2996	行山	8097
2997	超級	8097
2998	順	8097
2999	基於	8096
3000	負責人	8086
3001	很有	8046
3002	電信	8043
3003	一輪	8008
3004	健康	8008
3005	年代	8008
3006	怨	8008
3007	成件	8008
3008	接住	8008
3009	日文	8008
3010	有趣	8008
3011	柯南	8008
3012	知㗎	8008
3013	箱	8008
3014	腳仔	8008
3015	腳趾	8008
3016	足足	8008
3017	追問	8008
3018	追求	8008
3019	兩天	7986
3020	拿到	7985
3021	目錄	7939
3022	一隻	7929
3023	事實上	7919
3024	人士	7919
3025	凌晨	7919
3026	合照	7919
3027	咗一下	7919
3028	害	7919
3029	寂寞	7919
3030	實驗	7919
3031	忘	7919
3032	我連	7919
3033	打招呼	7919
3034	拯救	7919
3035	斟	7919
3036	東西	7919
3037	正確	7919
3038	泳茹	7919
3039	聯	7919
3040	舔	7919
3041	貓仔	7919
3042	賤	7919
3043	邊到	7919
3044	風景	7919
3045	食完	7919
3046	參數	7851
3047	仲會	7830
3048	你們	7830
3049	刻意	7830
3050	太大	7830
3051	好幾	7830
3052	崩潰	7830
3053	巨	7830
3054	得過	7830
3055	恥笑	7830
3056	想起	7830
3057	打橫	7830
3058	料	7830
3059	旁	7830
3060	時期	7830
3061	無限	7830
3062	玩完	7830
3063	異常	7830
3064	移	7830
3065	笑聲	7830
3066	粉	7830
3067	經	7830
3068	背囊	7830
3069	自言自語	7830
3070	貧大宅	7830
3071	長大	7830
3072	阿伯	7830
3073	做愛	7741
3074	合理	7741
