rank	literal	freq
1538	刨	1868
1539	到頭來	1868
1540	卦	1868
1541	印傭	1868
1542	右下角	1868
1543	同黨	1868
1544	周身	1868
1545	咒文	1868
1546	哞	1868
1547	唔在乎	1868
1548	商隊	1868
1549	啤梨	1868
1550	喉	1868
1551	塞車	1868
1552	填	1868
1553	墮	1868
1554	外界	1868
1555	多年	1868
1556	多心	1868
1557	大喝	1868
1558	大埔	1868
1559	失憶	1868
1560	好夜	1868
1561	好氣	1868
1562	師弟	1868
1563	帶嚟	1868
1564	弱智	1868
1565	心想	1868
1566	慮	1868
1567	手工	1868
1568	手頭	1868
1569	打冷震	1868
1570	打斜	1868
1571	打發	1868
1572	扮嘢	1868
1573	投放	1868
1574	招數	1868
1575	插班	1868
1576	揞	1868
1577	施展	1868
1578	早抖	1868
1579	智	1868
1580	未曾	1868
1581	本書	1868
1582	某些	1868
1583	柴	1868
1584	死火	1868
1585	死路	1868
1586	永不	1868
1587	流程	1868
1588	流行	1868
1589	淒涼	1868
1590	熊熊	1868
1591	狼狽	1868
1592	現今	1868
1593	理得	1868
1594	環視	1868
1595	畀錢	1868
1596	略	1868
1597	痰	1868
1598	皇后	1868
1599	監	1868
1600	知情	1868
1601	神通	1868
1602	空檔	1868
1603	粗暴	1868
1604	緊接	1868
1605	翻學	1868
1606	聆	1868
1607	聲浪	1868
1608	舊時	1868
1609	舒	1868
1610	萬用	1868
1611	落樓	1868
1612	蛋散	1868
1613	袋鼠	1868
1614	見客	1868
1615	覺悟	1868
1616	謝	1868
1617	證	1868
1618	買嘢	1868
1619	車廂	1868
1620	輕微	1868
1621	辣雞	1868
1622	通心粉	1868
1623	遲下	1868
1624	鎚	1868
1625	長遠	1868
1626	開眼	1868
1627	開餐	1868
1628	雪花	1868
1629	露台	1868
1630	青山	1868
1631	非禮	1868
1632	面子	1868
1633	韓	1868
1634	飛出	1868
1635	飛起	1868
1636	飲水	1868
1637	香噴噴	1868
1638	騎兵	1868
1639	麻麻	1868
1640	龐	1868
1641	地質	1867
1642	戶	1867
1643	號召	1867
1644	轉賬	1867
1645	首屆	1867
1646	法人	1863
1647	財政部	1863
1648	新區	1860
1649	正文	1860
1650	直銷	1860
1651	都好	1858
1652	大全	1855
1653	牡丹	1852
1654	還款	1852
1655	掛機	1851
1656	發佈會	1851
1657	看病	1850
1658	白雲	1848
1659	動感	1847
1660	巴基斯坦	1847
1661	超頻	1847
1662	男主角	1846
1663	出問題	1845
1664	好消息	1842
1665	進貨	1842
1666	中獎	1841
1667	團長	1841
1668	大都	1840
1669	外企	1838
1670	寬屏	1836
1671	序號	1834
1672	投產	1831
1673	便攜	1830
1674	繁體	1828
1675	大酒店	1827
1676	湊合	1827
1677	好呀	1821
1678	獃	1818
1679	聲卡	1818
1680	賬號	1818
1681	臺詞	1817
1682	表述	1812
1683	新城	1811
1684	喝茶	1806
1685	不光	1805
1686	原版	1805
1687	日內	1805
1688	法語	1805
1689	空格	1805
1690	品位	1804
1691	青海	1803
1692	菊	1802
1693	嫂子	1799
1694	膩	1799
1695	死後	1797
1696	省錢	1797
1697	貼圖	1797
1698	偷拍	1796
1699	人性化	1794
1700	劇組	1793
1701	機電	1792
1702	廠房	1791
1703	俞	1790
1704	普通人	1783
1705	郝	1783
1706	帕	1780
1707	承包	1780
1708	火車票	1780
1709	一嚇	1779
1710	上層	1779
1711	上腦	1779
1712	下年	1779
1713	不免	1779
1714	不大	1779
1715	不妨	1779
1716	中等	1779
1717	中醫	1779
1718	五顏六色	1779
1719	以至	1779
1720	伴娘	1779
1721	低胸	1779
1722	低調	1779
1723	便宜	1779
1724	修長	1779
1725	俱	1779
1726	倒轉	1779
1727	傷勢	1779
1728	傾訴	1779
1729	全裸	1779
1730	冤	1779
1731	半點	1779
1732	厭	1779
1733	反省	1779
1734	口窒窒	1779
1735	口音	1779
1736	古惑	1779
1737	合唱	1779
1738	咕嚕	1779
1739	唏	1779
1740	嗒	1779
1741	嘶	1779
1742	埋頭	1779
1743	基本法	1779
1744	夠喇	1779
1745	大少	1779
1746	契約	1779
1747	好友	1779
1748	孽	1779
1749	定時	1779
1750	客場	1779
1751	察	1779
1752	實話	1779
1753	對出	1779
1754	導	1779
1755	小路	1779
1756	幾快	1779
1757	幾歲	1779
1758	得嚟	1779
1759	心血	1779
1760	急步	1779
1761	情形	1779
1762	戒備	1779
1763	披	1779
1764	抵受	1779
1765	拍片	1779
1766	挽留	1779
1767	控	1779
1768	推倒	1779
1769	新郎	1779
1770	晌	1779
1771	普選	1779
1772	晶晶	1779
1773	有骨	1779
1774	木屋	1779
1775	末日	1779
1776	機率	1779
1777	橫	1779
1778	歡笑	1779
1779	水中	1779
1780	求生	1779
1781	洗頭	1779
1782	深水	1779
1783	無從	1779
1784	無望	1779
1785	煙海	1779
1786	燁	1779
1787	珍貴	1779
1788	瓜子	1779
1789	甜甜	1779
1790	生性	1779
1791	白車	1779
1792	百厭	1779
1793	目送	1779
1794	盲目	1779
1795	眼眶	1779
1796	瞬	1779
1797	硬頸	1779
1798	碧	1779
1799	禽獸	1779
1800	維修	1779
1801	緊閉	1779
1802	纖	1779
1803	肚痛	1779
1804	腳軟	1779
1805	自卑	1779
1806	自大	1779
1807	茶樓	1779
1808	蝕	1779
1809	表面上	1779
1810	衰嘢	1779
1811	褪	1779
1812	計埋	1779
1813	記翻	1779
1814	試吓	1779
1815	諾	1779
1816	講明	1779
1817	起手	1779
1818	車禍	1779
1819	載	1779
1820	轉右	1779
1821	轟隆	1779
1822	逸	1779
1823	過幾日	1779
1824	長氣	1779
1825	開場白	1779
1826	阿星	1779
1827	青衣	1779
1828	驚醒	1779
1829	高傲	1779
1830	高質	1779
1831	鮮奶	1779
1832	齊人	1779
1833	龍珠	1779
1834	兩個字	1778
1835	工作量	1778
1836	數額	1778
1837	入市	1776
1838	加之	1776
1839	承辦	1775
1840	王朝	1774
1841	蒙古	1774
1842	沒勁	1773
1843	報刊	1771
1844	農藥	1770
1845	淨值	1763
1846	收益率	1762
1847	映像	1760
1848	稿子	1758
1849	紹興	1756
1850	督促	1755
1851	省委	1754
1852	茲	1754
1853	開店	1754
1854	幸虧	1750
1855	主人公	1748
1856	合租	1748
1857	絕大部分	1748
1858	離線	1747
1859	政協	1745
1860	車展	1745
1861	生態環境	1744
1862	泉州	1742
1863	週報	1739
1864	划算	1737
1865	計量	1733
1866	高爾夫	1733
1867	春秋	1732
1868	癡情	1732
1869	嶄新	1731
1870	調解	1729
1871	好意思	1727
1872	祝願	1727
1873	跌幅	1727
1874	榮獲	1726
1875	都得	1726
1876	本期	1724
1877	經濟效益	1723
1878	大面積	1722
1879	平和	1722
1880	病例	1722
1881	彥	1720
1882	軍訓	1716
1883	實習生	1715
1884	教育局	1714
1885	海域	1712
1886	攢	1709
1887	美工	1709
1888	辦學	1709
1889	常年	1706
1890	彬	1703
1891	紅樓夢	1702
1892	轄區	1702
1893	卿	1701
1894	責任感	1701
1895	東海	1694
1896	選秀	1693
1897	下唇	1690
1898	下頭	1690
1899	不耐煩	1690
1900	中國人	1690
1901	九唔搭八	1690
1902	依照	1690
1903	倒影	1690
1904	值錢	1690
1905	催淚彈	1690
1906	傻事	1690
1907	兇狠	1690
1908	先前	1690
1909	先嚟	1690
1910	入屋	1690
1911	全港	1690
1912	其次	1690
1913	凈	1690
1914	刃	1690
1915	初中	1690
1916	判	1690
1917	十足十	1690
1918	叉燒包	1690
1919	口試	1690
1920	可靠	1690
1921	右下	1690
1922	右腳	1690
1923	各人	1690
1924	咯咯	1690
1925	咸魚	1690
1926	啦啦隊	1690
1927	嗡	1690
1928	因而	1690
1929	地藏	1690
1930	執嘢	1690
1931	報名	1690
1932	外地	1690
1933	外牆	1690
1934	夜場	1690
1935	大圈	1690
1936	女裝	1690
1937	奶粉	1690
1938	委	1690
1939	子女	1690
1940	字條	1690
1941	定下	1690
1942	寄信	1690
1943	差距	1690
1944	平排	1690
1945	平行	1690
1946	年班	1690
1947	弱小	1690
1948	強勁	1690
1949	忐忑	1690
1950	意會	1690
1951	慚愧	1690
1952	手提	1690
1953	拮	1690
1954	探頭	1690
1955	換言之	1690
1956	換轉	1690
1957	搲	1690
1958	撒嬌	1690
1959	撼	1690
1960	效	1690
1961	整整	1690
1962	早前	1690
1963	映照	1690
1964	普	1690
1965	智障	1690
1966	暈低	1690
1967	會場	1690
1968	有幸	1690
1969	東涌	1690
1970	楚楚	1690
1971	殘留	1690
1972	水皮	1690
1973	渾身	1690
1974	潘	1690
1975	炮	1690
1976	烈	1690
1977	無可奈何	1690
1978	照射	1690
1979	熱烈	1690
1980	燙	1690
1981	牙籤	1690
1982	猶	1690
1983	環顧	1690
1984	申	1690
1985	男士	1690
1986	留堂	1690
1987	白虎	1690
1988	監管	1690
1989	着數	1690
1990	硬食	1690
1991	神器	1690
1992	穩陣	1690
1993	耷	1690
1994	聽落	1690
1995	舌尖	1690
1996	芝	1690
1997	蒼白	1690
1998	血水	1690
1999	行過嚟	1690
2000	規律	1690
