rank_u	literal	freq
1573	突	6318
1574	罵	6318
1575	良	6318
1576	行入	6318
1577	詳細	6318
1578	誠	6318
1579	豬豬	6318
1580	貞	6318
1581	遠處	6318
1582	高人	6318
1583	高大	6318
1584	黑衣人	6318
1585	沒關係	6276
1586	本站	6271
1587	卻是	6256
1588	但我	6244
1589	傳黎	6229
1590	其餘	6229
1591	叔	6229
1592	品	6229
1593	大件事	6229
1594	好悶	6229
1595	就當	6229
1596	山窿	6229
1597	收拾	6229
1598	晏	6229
1599	濫	6229
1600	緊緊	6229
1601	船船	6229
1602	虛線	6229
1603	賭	6229
1604	鑊	6229
1605	頓時	6229
1606	食到	6229
1607	首歌	6229
1608	黐線	6229
1609	點講	6229
1610	早就	6213
1611	兩個人	6163
1612	似的	6159
1613	三日	6140
1614	個鐘	6140
1615	出自	6140
1616	嗰日	6140
1617	小巴	6140
1618	急急腳	6140
1619	我邊	6140
1620	無幾耐	6140
1621	真㗎	6140
1622	眼角	6140
1623	穎	6140
1624	義工	6140
1625	茹	6140
1626	訓覺	6140
1627	說罷	6140
1628	預	6140
1629	淘寶	6135
1630	利於	6117
1631	日誌	6093
1632	人爲	6059
1633	世伯	6051
1634	人話	6051
1635	伊曼	6051
1636	侯	6051
1637	倆	6051
1638	冷笑	6051
1639	半個	6051
1640	同小貞	6051
1641	多事	6051
1642	女友	6051
1643	她們	6051
1644	希仔	6051
1645	我身	6051
1646	揪	6051
1647	收皮	6051
1648	曾	6051
1649	有條	6051
1650	校園	6051
1651	煮飯	6051
1652	玩家	6051
1653	神仙	6051
1654	翹	6051
1655	脾	6051
1656	迷	6051
1657	避	6051
1658	重覆	6051
1659	阿金	6051
1660	頹	6051
1661	他是	6013
1662	了嗎	6010
1663	也能	6001
1664	這款	5994
1665	西安	5992
1666	不及	5962
1667	主	5962
1668	事後	5962
1669	人知	5962
1670	即將	5962
1671	合格	5962
1672	嗰邊	5962
1673	塊面	5962
1674	大半	5962
1675	娟	5962
1676	往往	5962
1677	成間	5962
1678	晨哥	5962
1679	杏堂	5962
1680	條仔	5962
1681	硬係	5962
1682	裏邊	5962
1683	願	5962
1684	類	5962
1685	食煙	5962
1686	說的	5960
1687	一架	5873
1688	人同	5873
1689	再用	5873
1690	半個鐘	5873
1691	右行	5873
1692	咗一聲	5873
1693	咗線	5873
1694	嘉穎	5873
1695	尚健	5873
1696	悠悠	5873
1697	情景	5873
1698	我食	5873
1699	搖頭	5873
1700	有排	5873
1701	每一次	5873
1702	法律	5873
1703	浪漫	5873
1704	狀	5873
1705	群	5873
1706	膠袋	5873
1707	街市	5873
1708	講呀	5873
1709	豪	5873
1710	身高	5873
1711	閒	5873
1712	陽具	5873
1713	頂唔順	5873
1714	主板	5861
1715	多少錢	5852
1716	看你	5841
1717	又有	5823
1718	纔會	5821
1719	顯卡	5819
1720	片子	5813
1721	更爲	5799
1722	一舊	5784
1723	側邊	5784
1724	六點	5784
1725	別人	5784
1726	咸	5784
1727	妥	5784
1728	小木魚	5784
1729	嶺	5784
1730	幾大	5784
1731	攤	5784
1732	正想	5784
1733	甜蜜	5784
1734	糖糖	5784
1735	貪	5784
1736	這些	5784
1737	溫	5783
1738	簡歷	5782
1739	本網	5768
1740	這麼多	5764
1741	爲人	5755
1742	比我	5718
1743	審核	5713
1744	一粒	5695
1745	一腳	5695
1746	也在	5695
1747	別	5695
1748	士多啤梨	5695
1749	好熱	5695
1750	守衛	5695
1751	完飯	5695
1752	市	5695
1753	幾句	5695
1754	心底	5695
1755	感應	5695
1756	慘叫	5695
1757	我想問	5695
1758	手手	5695
1759	捧	5695
1760	播	5695
1761	敏	5695
1762	日常	5695
1763	條路線	5695
1764	紅綠燈	5695
1765	網	5695
1766	蕩	5695
1767	詠	5695
1768	資訊	5695
1769	跳樓	5695
1770	辣	5695
1771	阿志	5695
1772	黑妹	5695
1773	歲的	5687
1774	在此	5680
1775	沒有什麼	5679
1776	青島	5649
1777	廈門	5648
1778	說是	5636
1779	或是	5631
1780	模板	5622
1781	和我	5615
1782	一對	5606
1783	一於	5606
1784	乜事	5606
1785	人心	5606
1786	以及	5606
1787	保安	5606
1788	唔只	5606
1789	唯獨	5606
1790	堅定	5606
1791	好煩	5606
1792	實際上	5606
1793	廿	5606
1794	思講	5606
1795	我並	5606
1796	打交	5606
1797	求救	5606
1798	狠	5606
1799	玩緊	5606
1800	痾	5606
1801	白雪	5606
1802	瞪	5606
1803	講句	5606
1804	足以	5606
1805	錯愕	5606
1806	雙方	5606
1807	江蘇	5582
1808	是指	5580
1809	那就是	5564
1810	首頁	5556
1811	把我	5544
1812	還得	5536
1813	很高	5523
1814	將在	5520
1815	九點	5517
1816	全程	5517
1817	咗件	5517
1818	嘢講	5517
1819	噠	5517
1820	夫人	5517
1821	常	5517
1822	張彥	5517
1823	成條	5517
1824	捲	5517
1825	殘	5517
1826	每一	5517
1827	禁	5517
1828	突如	5517
1829	緩緩	5517
1830	羨慕	5517
1831	般	5517
1832	黑人	5517
1833	出臺	5512
1834	分爲	5509
1835	大連	5490
1836	職工	5483
1837	每個人	5473
1838	全省	5472
1839	賬戶	5471
1840	較爲	5449
1841	請您	5430
1842	一會	5428
1843	一絲	5428
1844	人講	5428
1845	他在	5428
1846	停手	5428
1847	全場	5428
1848	八點	5428
1849	前方	5428
1850	包包	5428
1851	士	5428
1852	巴黎	5428
1853	彷彿	5428
1854	愛我	5428
1855	抑或	5428
1856	搖搖頭	5428
1857	旗袍	5428
1858	晴晴	5428
1859	欣	5428
1860	漫	5428
1861	留言	5428
1862	眉	5428
1863	睇醫生	5428
1864	纏	5428
1865	訓教	5428
1866	話晒	5428
1867	講個	5428
1868	踢波	5428
1869	阿公	5428
1870	我看	5407
1871	也很	5405
1872	等着	5389
1873	是從	5388
1874	黨的	5376
1875	是不	5374
1876	是誰	5373
1877	說說	5356
1878	上了	5350
1879	一段時間	5340
1880	一大堆	5339
1881	何	5339
1882	在乎	5339
1883	大鑊	5339
1884	好慘	5339
1885	實力	5339
1886	提碑	5339
1887	播放	5339
1888	星月	5339
1889	猜	5339
1890	知講	5339
1891	總是	5339
1892	美麗	5339
1893	聽朝	5339
1894	英	5339
1895	豪仔	5339
1896	開聲	5339
1897	電筒	5339
1898	老百姓	5325
1899	要有	5299
1900	下了	5294
1901	改爲	5276
1902	一吓	5250
1903	人群	5250
1904	哩樣	5250
1905	嗰間	5250
1906	回事	5250
1907	墊	5250
1908	大班	5250
1909	我過	5250
1910	朵	5250
1911	沈	5250
1912	沙灘	5250
1913	磨擦	5250
1914	籃	5250
1915	茶點	5250
1916	要講	5250
1917	車轆	5250
1918	轉眼	5250
1919	返入	5250
1920	達	5250
1921	高級	5250
1922	版主	5219
1923	開發商	5217
1924	沒錢	5208
1925	你有	5205
1926	手裏	5185
1927	溼潤	5182
1928	較高	5178
1929	做什麼	5168
1930	一臺	5165
1931	一同	5161
1932	三點	5161
1933	上行	5161
1934	中指	5161
1935	依件	5161
1936	入邊	5161
1937	冇計	5161
1938	北山	5161
1939	嘔心	5161
1940	嘥	5161
1941	嘴巴	5161
1942	大笨象	5161
1943	安	5161
1944	小心翼翼	5161
1945	己	5161
1946	打波	5161
1947	機機	5161
1948	波鞋	5161
1949	理所當然	5161
1950	穩	5161
1951	行返	5161
1952	衝入	5161
1953	親眼	5161
1954	運營	5161
1955	重心	5161
1956	阿信	5161
1957	隨手	5161
1958	難受	5161
1959	雪白	5161
1960	靈力	5161
1961	食食	5161
1962	鳳凰	5161
1963	瀏覽器	5155
1964	我市	5151
1965	還行	5150
1966	好不好	5145
1967	那時候	5143
1968	湖南	5117
1969	後臺	5114
1970	的新	5103
1971	很好的	5096
1972	讓她	5077
1973	倒數	5072
1974	先有	5072
1975	再加	5072
1976	刷牙	5072
1977	前行	5072
1978	單嘢	5072
1979	好多嘢	5072
1980	孫仔	5072
1981	就夠	5072
1982	展文	5072
1983	心怡	5072
1984	棉花	5072
1985	棟	5072
1986	特殊	5072
1987	畢	5072
1988	睇法	5072
1989	窒	5072
1990	胸前	5072
1991	著著	5072
1992	親手	5072
1993	貧	5072
1994	起個	5072
1995	醜怪	5072
1996	鍚	5072
1997	阿傑	5072
1998	雙腿	5072
1999	離遠	5072
2000	年的	5071
2001	在這	5067
2002	他人	5066
2003	板塊	5055
2004	對你	5041
2005	買的	5021
2006	總經理	5010
2007	的是	4998
2008	很容易	4997
2009	塊錢	4992
2010	認證	4988
2011	一個鐘	4983
2012	一摸	4983
2013	七點	4983
2014	五點	4983
2015	仍	4983
2016	你條	4983
2017	兩樣	4983
2018	又講	4983
2019	喘	4983
2020	嘉嘉	4983
2021	多位	4983
2022	夜貓	4983
2023	就講	4983
2024	巨型	4983
2025	幾步	4983
2026	心目	4983
2027	恭喜	4983
2028	息	4983
2029	成病	4983
2030	斯文	4983
2031	日本妹	4983
2032	梁曉晴	4983
2033	氣勢	4983
2034	淡淡	4983
2035	相對	4983
2036	紅都面	4983
2037	莫非	4983
2038	講唔	4983
2039	財政	4983
2040	身處	4983
2041	轉個	4983
2042	是嗎	4976
2043	早已	4927
2044	河南	4927
2045	的心	4925
2046	把它	4920
2047	又要	4908
2048	哪有	4899
2049	之所以	4894
2050	傳心	4894
2051	全日	4894
2052	出便	4894
2053	卒	4894
2054	呢條	4894
2055	咒	4894
2056	咗陣	4894
2057	咗響	4894
2058	四點	4894
2059	國際	4894
2060	大事	4894
2061	大學生	4894
2062	奶茶	4894
2063	室內	4894
2064	差佬	4894
2065	巴膠	4894
2066	文傑	4894
2067	晚晚	4894
2068	會講	4894
2069	櫃桶	4894
2070	每晚	4894
2071	深處	4894
2072	無講	4894
2073	臭狐	4894
2074	諸葛象	4894
2075	講聲	4894
2076	起嚟	4894
2077	輕易	4894
2078	逐漸	4894
2079	道別	4894
2080	順勢	4894
2081	是要	4888
2082	研究生	4885
2083	祕書	4879
2084	你不	4860
2085	新浪	4851
2086	來的	4849
2087	重啓	4843
2088	低於	4830
2089	是由	4827
2090	遠程	4825
2091	好嗎	4824
2092	考核	4814
2093	長沙	4808
2094	在我	4806
2095	老蔫	4806
2096	一樓	4805
2097	一聽	4805
2098	上到	4805
2099	下回	4805
2100	不出	4805
2101	不見	4805
2102	事物	4805
2103	余二十	4805
2104	依位	4805
2105	加埋	4805
2106	問你	4805
2107	啡	4805
2108	威力	4805
2109	幾有	4805
2110	得滯	4805
2111	憂店	4805
2112	手指尾	4805
2113	打落	4805
2114	摑	4805
2115	收線	4805
2116	會有	4805
2117	會變	4805
2118	柒頭	4805
2119	烏龜	4805
2120	猛	4805
2121	落堂	4805
2122	西貢	4805
2123	詠雯	4805
2124	講晒	4805
2125	豆豆	4805
2126	跑車	4805
2127	迴	4805
2128	過你	4805
2129	驚到	4805
2130	是你	4782
2131	新疆	4779
2132	這部	4760
2133	給她	4746
2134	纔有	4744
2135	國務院	4740
2136	你看	4736
2137	客戶端	4728
2138	都很	4722
2139	一行	4716
2140	吊	4716
2141	小貞好	4716
2142	巨熊	4716
2143	張家琪	4716
2144	會同	4716
2145	樣衰	4716
2146	步伐	4716
2147	泡泡	4716
2148	溫度	4716
2149	理想	4716
2150	膠紙	4716
2151	行近	4716
2152	豬肉	4716
2153	車仔	4716
2154	阿嵐	4716
2155	餅餅	4716
2156	麗	4716
2157	把你	4705
2158	球迷	4700
2159	更好地	4696
2160	最重要的	4696
2161	這也是	4691
2162	支付寶	4689
2163	漲停	4678
2164	很大的	4674
2165	好喫	4640
2166	之處	4627
2167	偷食	4627
2168	全校	4627
2169	兩點	4627
2170	公共	4627
2171	咗成	4627
2172	太遲	4627
2173	好長	4627
2174	嬴	4627
2175	專登	4627
2176	幾秒	4627
2177	恤衫	4627
2178	我仲好	4627
2179	我攬	4627
2180	捨得	4627
2181	新人	4627
2182	服	4627
2183	望到	4627
2184	李天	4627
2185	直行	4627
2186	篇	4627
2187	菊花	4627
2188	螢幕	4627
2189	袋袋	4627
2190	裂	4627
2191	親密	4627
2192	調	4627
2193	講都	4627
2194	郵局	4627
2195	雞雞	4627
2196	髀	4627
2197	點幾	4627
2198	接下來	4623
2199	的一種	4615
2200	民衆	4612
2201	註明	4600
2202	等你	4595
2203	這點	4594
2204	拿着	4589
2205	最爲	4587
2206	啥子	4580
2207	的基礎上	4567
2208	已有	4558
2209	我也是	4558
2210	全世界	4557
2211	另一	4551
2212	不讓	4541
2213	一出	4538
2214	一提	4538
2215	上方	4538
2216	乞	4538
2217	人㗎	4538
2218	免費	4538
2219	兩句	4538
2220	同伴	4538
2221	同雪琪	4538
2222	吸塵機	4538
2223	安全感	4538
2224	實際	4538
2225	小貓	4538
2226	山路	4538
2227	巨乳	4538
2228	思個	4538
2229	我件	4538
2230	我嚇	4538
2231	捨	4538
2232	擺明	4538
2233	政仔	4538
2234	晶	4538
2235	有樣	4538
2236	望着	4538
2237	灘	4538
2238	琴琴	4538
2239	用口	4538
2240	畀小貞	4538
2241	翠詩	4538
2242	聲線	4538
2243	貨	4538
2244	那些	4538
2245	醒目	4538
2246	關你事	4538
2247	難怪	4538
2248	高高	4538
2249	魔風	4538
2250	點呢	4538
2251	的錢	4532
2252	這句話	4509
2253	說不定	4497
2254	所說	4493
2255	你能	4479
2256	寧波	4473
2257	發動機	4462
2258	要把	4461
2259	抱着	4459
2260	一般人	4449
2261	仲講	4449
2262	低域	4449
2263	住部	4449
2264	依到	4449
2265	側	4449
2266	兩個鐘	4449
2267	勇	4449
2268	叫停	4449
2269	咗人	4449
2270	哩度	4449
2271	套戲	4449
2272	小事	4449
2273	小小	4449
2274	巴士站	4449
2275	張俊謙	4449
2276	得人驚	4449
2277	忠	4449
2278	我仲要	4449
2279	我塊面	4449
2280	手邊	4449
2281	打出	4449
2282	攬實	4449
2283	易面容	4449
2284	有嘢	4449
2285	杖	4449
2286	東京	4449
2287	氣質	4449
2288	爭取	4449
2289	爺	4449
2290	碑	4449
2291	窗外	4449
2292	笠	4449
2293	索性	4449
2294	聽晚	4449
2295	蕉	4449
2296	行得	4449
2297	裙裙	4449
2298	要將	4449
2299	話唔定	4449
2300	講喇	4449
2301	講講	4449
2302	豬仔	4449
2303	身旁	4449
2304	轉角	4449
2305	返房	4449
2306	門外	4449
2307	隨心	4449
2308	面容	4449
2309	頭頭	4449
2310	飄	4449
2311	驚慌	4449
2312	龜頭	4449
2313	集成	4448
2314	好啊	4440
2315	會在	4433
2316	群體	4426
2317	報表	4424
2318	一系列	4409
2319	很喜歡	4405
2320	沒有任何	4399
2321	去看	4374
2322	峯	4372
2323	人都	4365
2324	七彩	4360
2325	任由	4360
2326	低聲	4360
2327	你記	4360
2328	個天	4360
2329	先算	4360
2330	公子	4360
2331	利	4360
2332	到家	4360
2333	咗部	4360
2334	地將	4360
2335	地用	4360
2336	埋眼	4360
2337	多人	4360
2338	好多人	4360
2339	婉玲	4360
2340	寧風	4360
2341	從未	4360
2342	忍心	4360
2343	我扮	4360
2344	敏姨	4360
2345	數碼	4360
2346	早知	4360
2347	條頸	4360
2348	由細到	4360
2349	眼甘甘	4360
2350	神色	4360
2351	質素	4360
2352	關我事	4360
2353	阿茵	4360
2354	黑社會	4360
2355	黑袍	4360
2356	等我	4357
2357	發貨	4346
2358	女的	4342
2359	構建	4342
2360	毛澤東	4342
2361	和他	4328
2362	有一種	4311
2363	叫我	4308
2364	這兩天	4303
2365	本週	4299
2366	端口	4294
2367	欄目	4292
2368	都說	4291
2369	就說	4282
2370	是呀	4277
2371	一如	4271
2372	一落	4271
2373	一部	4271
2374	下低	4271
2375	不再	4271
2376	仲想	4271
2377	佈	4271
2378	住講	4271
2379	你仲	4271
2380	依加	4271
2381	八卦	4271
2382	凝重	4271
2383	十二點	4271
2384	喥	4271
2385	嗰次	4271
2386	大口	4271
2387	好多時	4271
2388	好講	4271
2389	完個	4271
2390	床邊	4271
2391	想食	4271
2392	懷念	4271
2393	托	4271
2394	拍過	4271
2395	收銀	4271
2396	朗朗	4271
2397	杯杯	4271
2398	標	4271
2399	每人	4271
2400	皇帝	4271
2401	睡衣	4271
2402	米奇	4271
2403	膝頭	4271
2404	花灑	4271
2405	行緊	4271
2406	褲褲	4271
2407	訓得	4271
2408	話事	4271
2409	軒	4271
2410	醫	4271
2411	鋪頭	4271
2412	阿姐	4271
2413	陣陣	4271
2414	靚靚	4271
2415	體能	4271
2416	你不是	4267
2417	驗證碼	4266
2418	是吧	4258
2419	有關規定	4252
2420	可以用	4250
2421	對他	4243
2422	要做	4240
2423	住在	4237
2424	請你	4236
2425	我有	4235
2426	走勢	4225
2427	幹啥	4223
2428	舞臺	4218
2429	供應商	4214
2430	聯通	4213
2431	調研	4211
2432	經濟發展	4195
2433	對其	4189
2434	仔同	4182
2435	企響	4182
2436	個種	4182
2437	倍	4182
2438	假如	4182
2439	兒童	4182
2440	嘈交	4182
2441	嘟嘟	4182
2442	嘢㗎	4182
2443	埋位	4182
2444	塘	4182
2445	大隻佬	4182
2446	女聲	4182
2447	好識	4182
2448	封信	4182
2449	心心	4182
2450	我份	4182
2451	我信	4182
2452	我個腦	4182
2453	手心	4182
2454	揹	4182
2455	收聲	4182
2456	敲門	4182
2457	昇	4182
2458	普通話	4182
2459	未講	4182
2460	歪	4182
2461	每一個	4182
2462	法師	4182
2463	深刻	4182
2464	漫澄	4182
2465	潛意識	4182
2466	無常	4182
2467	特工	4182
2468	獸醫	4182
2469	玉	4182
2470	班會	4182
2471	琳	4182
2472	當我地	4182
2473	知會	4182
2474	綠燈	4182
2475	罩	4182
2476	老味	4182
2477	肥培	4182
2478	肥妹	4182
2479	講多	4182
2480	起勢	4182
2481	醜樣	4182
2482	醫療	4182
2483	門鐘	4182
2484	院	4182
2485	餐肉	4182
2486	鬆一口氣	4182
2487	更有	4179
2488	它是	4175
2489	經銷商	4165
2490	沒啥	4157
2491	是最	4138
2492	從小	4133
2493	比較好	4128
2494	的博客	4120
2495	這兩個	4117
2496	是對	4113
2497	稍爲	4109
2498	你想	4108
2499	長得	4107
2500	黃色	4105
2501	上週	4104
2502	告訴記者	4094
2503	一巴	4093
2504	下方	4093
2505	不少	4093
2506	交畀	4093
2507	低能	4093
2508	保	4093
2509	信希	4093
2510	冷衫	4093
2511	出入	4093
2512	勞	4093
2513	厘米	4093
2514	告	4093
2515	咚	4093
2516	圈子	4093
2517	太空船	4093
2518	好耐	4093
2519	學業	4093
2520	帶點	4093
2521	廁紙	4093
2522	得切	4093
2523	我腦	4093
2524	我頭	4093
2525	捉實	4093
2526	枕	4093
2527	某個	4093
2528	條仆	4093
2529	沒了	4093
2530	男神	4093
2531	留返	4093
2532	異樣	4093
2533	發達	4093
2534	直程	4093
2535	直落	4093
2536	祝	4093
2537	虧佬	4093
2538	西施	4093
2539	趙	4093
2540	近排	4093
2541	邊呀	4093
2542	醫神	4093
2543	阿源	4093
2544	除此	4093
2545	除衫	4093
2546	難度	4093
2547	面孔	4093
2548	頭望	4093
2549	麻甩佬	4093
2550	點睇	4093
2551	各級	4071
2552	哥們	4057
2553	我又	4056
2554	也不知道	4053
2555	黨員	4038
2556	但在	4035
2557	不上	4032
2558	找你	4030
2559	月底	4028
2560	得了	4020
2561	我很	4015
2562	名爲	4007
2563	彙報	4006
2564	一擊	4004
2565	三文治	4004
2566	下便	4004
2567	下場	4004
2568	下行	4004
2569	不知幾	4004
2570	及時	4004
2571	周白波	4004
2572	嘢好	4004
2573	四腳	4004
2574	多多	4004
2575	好熟	4004
2576	子宮	4004
2577	對門	4004
2578	左行	4004
2579	幾分	4004
2580	怪獸	4004
2581	恩	4004
2582	打圈	4004
2583	教書	4004
2584	條八婆	4004
2585	正中	4004
2586	沉日	4004
2587	火火	4004
2588	無端端	4004
2589	玩下	4004
2590	甘心	4004
2591	生仔	4004
2592	男友	4004
2593	直上	4004
2594	老爺	4004
2595	落街	4004
2596	蛋蛋	4004
2597	負面	4004
2598	踏出	4004
2599	過份	4004
2600	過呢	4004
2601	酒樓	4004
2602	醜	4004
2603	阿風	4004
2604	阿麗	4004
2605	青年	4004
2606	面上	4004
2607	是很	3997
2608	不高	3995
2609	站點	3995
2610	分公司	3987
2611	不做	3981
2612	不僅僅	3979
2613	高於	3976
2614	審計	3975
2615	話費	3975
2616	稍等	3971
2617	我和	3969
2618	不信	3967
2619	我沒	3964
2620	濟南	3961
2621	跟他	3953
2622	電視臺	3948
2623	是有	3938
2624	臨牀	3937
2625	新型	3936
2626	資料夾	3934
2627	國慶	3933
2628	我把	3925
2629	再也	3924
2630	去吧	3919
2631	諾基亞	3917
2632	網通	3916
2633	一幅	3915
2634	一旦	3915
2635	下一個	3915
2636	不得了	3915
2637	九龍	3915
2638	二話	3915
2639	人嚟	3915
2640	企返	3915
2641	住家	3915
2642	十個	3915
2643	各種	3915
2644	君	3915
2645	咔嚓	3915
2646	咕	3915
2647	咗身	3915
2648	嚇死	3915
2649	回歸	3915
2650	好慢	3915
2651	小矮人	3915
2652	從前	3915
2653	心事	3915
2654	急救	3915
2655	性感	3915
2656	慌張	3915
2657	我響	3915
2658	所料	3915
2659	扐	3915
2660	打畀	3915
2661	景	3915
2662	未知	3915
2663	桃花	3915
2664	汪震	3915
2665	沙沙	3915
2666	洗手	3915
2667	玩得	3915
2668	環保	3915
2669	眼定定	3915
2670	私	3915
2671	膚淺	3915
2672	與其	3915
2673	蘿	3915
2674	蟲蟲	3915
2675	規矩	3915
2676	講架	3915
2677	輕聲	3915
2678	迎面	3915
2679	那天	3915
2680	鍼對	3915
2681	防	3915
2682	難忘	3915
2683	更好的	3902
2684	招商	3895
2685	攝像頭	3889
2686	三是	3880
2687	擡起	3865
2688	幹活	3856
2689	有一天	3851
2690	即便	3847
2691	玩玩	3846
2692	聽衆	3831
2693	傳輸	3827
2694	二樓	3826
2695	人權	3826
2696	你仲有	3826
2697	傻佬	3826
2698	儘管	3826
2699	兼	3826
2700	冇幾耐	3826
2701	再同	3826
2702	厚	3826
2703	反擊	3826
2704	叮叮	3826
2705	台灣	3826
2706	呷醋	3826
2707	咗句	3826
2708	地班	3826
2709	大嬸	3826
2710	奇妙	3826
2711	急速	3826
2712	性慾	3826
2713	我出	3826
2714	搏	3826
2715	斯	3826
2716	曖昧	3826
2717	會知	3826
2718	梯	3826
2719	正題	3826
2720	死心	3826
2721	流眼淚	3826
2722	營	3826
2723	爽快	3826
2724	猶疑	3826
2725	玩到	3826
2726	現	3826
2727	用嚟	3826
2728	用心	3826
2729	發洩	3826
2730	眼珠	3826
2731	窄	3826
2732	絡	3826
2733	緣	3826
2734	興	3826
2735	藍嘉浩	3826
2736	行屍	3826
2737	袖	3826
2738	貨櫃	3826
2739	轉向	3826
2740	追到	3826
2741	邊位	3826
2742	金色	3826
2743	阿仔	3826
2744	陰莖	3826
2745	雍慧	3826
2746	雪兒	3826
2747	頌晴	3826
2748	頭皮	3826
2749	鬼怪	3826
2750	黑白	3826
2751	他就	3803
2752	很不錯	3801
2753	就把	3800
2754	把他	3790
2755	鄭州	3781
2756	就去	3777
2757	看上去	3775
2758	我對	3769
2759	虛僞	3769
2760	般的	3768
2761	哎呀	3758
2762	她說	3757
2763	前幾天	3750
2764	湖北	3748
2765	山西	3742
2766	近年來	3741
2767	新建	3738
2768	一分	3737
2769	不堪	3737
2770	不知所措	3737
2771	不解	3737
2772	中途	3737
2773	事關	3737
2774	催	3737
2775	先同	3737
2776	全名	3737
2777	再行	3737
2778	冬姐	3737
2779	單手	3737
2780	嗌交	3737
2781	嚴正	3737
2782	四肢	3737
2783	大大力	3737
2784	好眼	3737
2785	姬樂	3737
2786	客服	3737
2787	小息	3737
2788	小隊	3737
2789	就過	3737
2790	局	3737
2791	布布	3737
2792	心頭	3737
2793	挺	3737
2794	救返	3737
2795	敵	3737
2796	明星	3737
2797	晚飯	3737
2798	條腰	3737
2799	沙律	3737
2800	流氓	3737
2801	火球	3737
2802	物理	3737
2803	痛到	3737
2804	瘀	3737
2805	社	3737
2806	神奇	3737
2807	私家車	3737
2808	稱	3737
2809	糟	3737
2810	紋身	3737
2811	肉酸	3737
2812	親生	3737
2813	講多次	3737
2814	講就	3737
2815	貧大	3737
2816	轉校	3737
2817	離家出走	3737
2818	食緊	3737
2819	體溫	3737
2820	編程	3736
2821	脫	3736
2822	可以通過	3730
2823	才知道	3729
2824	找我	3729
2825	頗爲	3726
2826	出於	3725
2827	去做	3724
2828	眼裏	3722
2829	運營商	3719
2830	總理	3716
2831	華爲	3688
2832	寬帶	3684
2833	很重要	3670
2834	長時間	3666
2835	信息化	3662
2836	該公司	3660
2837	北大	3652
2838	這是一個	3649
2839	一上	3648
2840	一家	3648
2841	一秒	3648
2842	一返	3648
2843	人人	3648
2844	依條	3648
2845	健	3648
2846	內衣	3648
2847	兩粒	3648
2848	兩聲	3648
2849	凌	3648
2850	反轉	3648
2851	咗望	3648
2852	坐監	3648
2853	堡	3648
2854	好怕	3648
2855	姣	3648
2856	子言	3648
2857	宗教	3648
2858	小人	3648
2859	小平平	3648
2860	屏幕	3648
2861	思見	3648
2862	想同	3648
2863	慳	3648
2864	慶幸	3648
2865	成點	3648
2866	我架	3648
2867	有次	3648
2868	望望	3648
2869	正所謂	3648
2870	比利	3648
2871	無見	3648
2872	牠	3648
2873	盆盆	3648
2874	盈	3648
2875	着衫	3648
2876	睇穿	3648
2877	空洞	3648
2878	緣份	3648
2879	脆弱	3648
2880	與此同時	3648
2881	行出	3648
2882	訓到	3648
2883	試問	3648
2884	都講	3648
2885	鑿	3648
2886	防禦	3648
2887	鞋鞋	3648
2888	順帶	3648
2889	頌	3648
2890	頸鍊	3648
2891	魚蛋	3648
2892	鹼液	3648
2893	鼓	3648
2894	擡高	3643
2895	曹	3642
2896	用戶名	3641
2897	便是	3638
2898	而不	3629
2899	春節	3615
2900	累計	3613
2901	是以	3609
2902	調試	3606
2903	國內外	3601
2904	想去	3597
2905	江西	3584
2906	這個人	3584
2907	個股	3578
2908	房產	3578
2909	福州	3571
2910	粘貼	3570
2911	在哪	3569
2912	解決方案	3568
2913	考研	3565
2914	江南	3562
2915	要在	3561
2916	一刀	3559
2917	一棵	3559
2918	一腳踢	3559
2919	也許	3559
2920	人命	3559
2921	你明	3559
2922	做個	3559
2923	傻豬	3559
2924	其後	3559
2925	冇心	3559
2926	劉啓	3559
2927	口味	3559
2928	咗車	3559
2929	地入	3559
2930	士多	3559
2931	好凍	3559
2932	好勁	3559
2933	嫩	3559
2934	將手	3559
2935	小夫	3559
2936	小貞笑	3559
2937	少人	3559
2938	就行	3559
2939	就點	3559
2940	成班人	3559
2941	拜年	3559
2942	探員	3559
2943	未見	3559
2944	滾	3559
2945	無人會	3559
2946	狙擊	3559
2947	相差	3559
2948	眼白白	3559
2949	矣	3559
2950	等如	3559
2951	總共	3559
2952	自此	3559
2953	荃灣	3559
2954	蔔	3559
2955	薯	3559
2956	蘭卡	3559
2957	衝去	3559
2958	製	3559
2959	訂	3559
2960	貢	3559
2961	走出	3559
2962	返香港	3559
2963	通通	3559
2964	部隊	3559
2965	關你	3559
2966	阿浩	3559
2967	阿軒	3559
2968	雞翼	3559
2969	面目	3559
2970	黑影	3559
2971	上有	3553
2972	稿件	3553
2973	測量	3552
2974	陝西	3551
2975	斑竹	3550
2976	但他	3542
2977	而在	3542
2978	轉爲	3542
2979	會被	3541
2980	得很	3529
2981	得以	3527
2982	教程	3526
2983	大的	3521
2984	要想	3517
2985	很小	3512
2986	視爲	3512
2987	語言文明	3512
2988	就沒	3501
2989	我省	3489
2990	機子	3486
2991	也將	3479
2992	他也	3473
2993	拓展	3472
2994	一大	3470
2995	一本	3470
2996	一群	3470
2997	下先	3470
2998	不甘	3470
2999	乸	3470
3000	二人	3470
