rank	head	essay_frequency	batch_index
2118	能掐會算	408	5
2119	鼎足之勢	408	5
2120	丟卒保車	407	5
2121	切齒痛恨	407	5
2122	核子武器	407	5
2123	治外法權	407	5
2124	結球甘藍	407	5
2125	蒙羅維亞	407	5
2126	熱核反應	406	5
2127	養家活口	406	5
2128	鴕鳥政策	406	5
2129	一表人材	405	5
2130	如花似錦	405	5
2131	條件刺激	405	5
2132	氣衝霄漢	405	5
2133	白話文學	405	5
2134	穩定平衡	404	5
2135	縱虎歸山	404	5
2136	虎口餘生	404	5
2137	見風轉舵	404	5
2138	不變價格	403	5
2139	固定資金	403	5
2140	民權主義	403	5
2141	來回來去	402	5
2142	思潮起伏	402	5
2143	神工鬼斧	402	5
2144	自食其言	402	5
2145	邊緣科學	402	5
2146	抱薪救火	401	5
2147	橫眉怒目	401	5
2148	絕對高度	401	5
2149	優哉遊哉	400	5
2150	破竹之勢	400	5
2151	膠體溶液	400	5
2152	外交特權	399	5
2153	標題音樂	399	5
2154	象牙之塔	399	5
2155	雌雄異株	399	5
2156	物化勞動	398	5
2157	聯立方程	398	5
2158	陰丹士林	398	5
2159	具體勞動	397	5
2160	嗜殺成性	396	5
2161	孤雌生殖	396	5
2162	杳無人煙	396	5
2163	刀光血影	395	5
2164	狼奔豕突	395	5
2165	薩克森州	395	5
2166	虎踞龍蟠	395	5
2167	酚醛塑料	395	5
2168	頑石點頭	395	5
2169	即興之作	394	5
2170	抽象勞動	394	5
2171	樹大根深	394	5
2172	田野工作	394	5
2173	言者無罪	394	5
2174	大麻哈魚	393	5
2175	封閉療法	393	5
2176	甲狀軟骨	393	5
2177	仙山瓊閣	392	5
2178	空無所有	392	5
2179	鳥類學家	392	5
2180	乘其不備	391	5
2181	倒海翻江	391	5
2182	打鐵趁熱	391	5
2183	姑妄言之	390	5
2184	工作母機	390	5
2185	滾柱軸承	390	5
2186	龍盤虎踞	390	5
2187	多謀善斷	389	5
2188	孤兒寡婦	389	5
2189	活龍活現	389	5
2190	神差鬼使	389	5
2191	黑色火藥	389	5
2192	威信掃地	388	5
2193	花朝月夕	388	5
2194	黃麴黴菌	388	5
2195	兩性生殖	387	5
2196	敬若神明	387	5
2197	齊東野語	387	5
2198	榮譽軍人	386	5
2199	炒買炒賣	386	5
2200	原子武器	385	5
2201	意在言外	385	5
2202	成千成萬	385	5
2203	知人之明	385	5
2204	人地生疏	384	5
2205	名繮利鎖	384	5
2206	票房價值	384	5
2207	從諫如流	383	5
2208	正中要害	383	5
2209	清風兩袖	383	5
2210	藍田猿人	383	5
2211	鞍馬勞頓	383	5
2212	下車伊始	382	5
2213	打小算盤	382	5
2214	激昂慷慨	382	5
2215	頭角崢嶸	382	5
2216	刮目相待	381	5
2217	接力賽跑	381	5
2218	石蕊試紙	381	5
2219	錦心繡口	381	5
2220	零打碎敲	380	5
2221	前呼後應	379	5
2222	寡頭政治	379	5
2223	寸草不留	379	5
2224	惘然若失	379	5
2225	混淆黑白	379	5
2226	賣身投靠	379	5
2227	頓開茅塞	379	5
2228	仁人君子	378	5
2229	力竭聲嘶	378	5
2230	上方寶劍	377	5
2231	名義工資	377	5
2232	無煙火藥	377	5
2233	踟躕不前	377	5
2234	判若雲泥	376	5
2235	斷井頹垣	376	5
2236	毛細現象	375	5
2237	病病歪歪	375	5
2238	秦樓楚館	375	5
2239	虎躍龍騰	375	5
2240	越冬作物	375	5
2241	嘁嘁喳喳	374	5
2242	薪盡火傳	374	5
2243	殺雞嚇猴	373	5
2244	異戊橡膠	373	5
2245	龍蟠虎踞	373	5
2246	孢子植物	372	5
2247	無機肥料	372	5
2248	短線產品	372	5
2249	貪天之功	372	5
2250	大謬不然	371	5
2251	深溝高壘	371	5
2252	渙然冰釋	371	5
2253	棄舊圖新	370	5
2254	風和日暖	370	5
2255	稱孤道寡	368	5
2256	一筆抹殺	367	5
2257	年深月久	367	5
2258	看風使舵	367	5
2259	命赴黃泉	366	5
2260	在所不計	366	5
2261	鱷魚眼淚	366	5
2262	外展神經	365	5
2263	求田問舍	365	5
2264	貪小失大	365	5
2265	雌雄異體	365	5
2266	不成文法	364	5
2267	吹糠見米	363	5
2268	扁形動物	362	5
2269	相沿成習	362	5
2270	纖維植物	362	5
2271	要言不煩	362	5
2272	貧病交迫	362	5
2273	備而不用	361	5
2274	娑羅雙樹	361	5
2275	蔫頭耷腦	361	5
2276	黃色炸藥	361	5
2277	五色繽紛	360	5
2278	嘰嘰嘎嘎	360	5
2279	暴虎馮河	360	5
2280	飛蛾投火	360	5
2281	目無全牛	359	5
2282	蜀犬吠日	358	5
2283	異化作用	356	5
2284	逍遙自得	356	5
2285	一觸即發	355	5
2286	一馬當先	355	5
2287	不了了之	355	5
2288	不擇手段	355	5
2289	半推半就	355	5
2290	卿卿我我	355	5
2291	土生土長	355	5
2292	地區差價	355	5
2293	平地風波	355	5
2294	年事已高	355	5
2295	招災惹禍	355	5
2296	曾幾何時	355	5
2297	有史以來	355	5
2298	有限公司	355	5
2299	罪魁禍首	355	5
2300	腥風血雨	355	5
2301	萬事俱備	355	5
2302	虎視眈眈	355	5
2303	缺心少肺	354	5
2304	直抒己見	353	5
2305	優勝劣敗	352	5
2306	精雕細鏤	352	5
2307	超羣絕倫	351	5
2308	蔓生植物	350	5
2309	傳真電報	349	5
2310	虛應故事	349	5
2311	電報掛號	349	5
2312	同工異曲	348	5
2313	明窗淨几	348	5
2314	粥少僧多	347	5
2315	獨夫民賊	346	5
2316	無形損耗	345	5
2317	堯天舜日	344	5
2318	璞玉渾金	344	5
2319	瓦釜雷鳴	344	5
2320	虹吸現象	344	5
2321	因人成事	343	5
2322	左道旁門	343	5
2323	權慾薰心	343	5
2324	持之有故	342	5
2325	渺無音信	342	5
2326	蠅頭微利	342	5
2327	金雞納霜	341	5
2328	銅筋鐵骨	341	5
2329	音節文字	341	5
2330	倫琴射線	340	5
2331	瞞上欺下	340	5
2332	不避艱險	339	5
2333	情文並茂	339	5
2334	深藏若虛	339	5
2335	障礙賽跑	339	5
2336	堅持不渝	337	5
2337	手急眼快	336	5
2338	鑑貌辨色	336	5
2339	騎馬找馬	336	5
2340	旋轉乾坤	335	5
2341	補偏救弊	334	5
2342	金城湯池	334	5
2343	一心一德	333	5
2344	杖頭木偶	332	5
2345	見縫就鑽	331	5
2346	磕磕撞撞	330	5
2347	戴月披星	329	5
2348	升堂入室	328	5
2349	探賾索隱	328	5
2350	渾金璞玉	328	5
2351	隔音符號	328	5
2352	元謀猿人	326	5
2353	絕對觀念	326	5
2354	事務主義	325	5
2355	文風不動	325	5
2356	煮豆燃萁	325	5
2357	熱核武器	325	5
2358	投鞭斷流	324	5
2359	有形損耗	322	5
2360	火海刀山	322	5
2361	蘭摧玉折	322	5
2362	六親無靠	321	5
2363	怪誕不經	321	5
2364	滑車神經	321	5
2365	會厭軟骨	320	5
2366	聽風是雨	319	5
2367	顯花植物	318	5
2368	不隨意肌	317	5
2369	人亡物在	317	5
2370	百無一失	317	5
2371	非黨人士	317	5
2372	冥思苦索	316	5
2373	複合元音	316	5
2374	言人人殊	316	5
2375	光前裕後	315	5
2376	線形動物	313	5
2377	無定形碳	312	5
2378	不違農時	311	5
2379	網開三面	311	5
2380	盤根究底	310	5
2381	含垢忍辱	309	5
2382	眉高眼低	308	5
2383	越野賽跑	308	5
2384	中立主義	307	5
2385	等比級數	307	5
2386	技術作物	306	5
2387	解鈴繫鈴	304	5
2388	遂心如意	304	5
2389	悍然不顧	303	5
2390	跑跑顛顛	303	5
2391	低首下心	301	5
2392	傷心慘目	301	5
2393	榮宗耀祖	301	5
2394	棄邪歸正	299	5
2395	不咎既往	297	5
2396	不逞之徒	297	5
2397	喜眉笑眼	297	5
2398	見風是雨	297	5
2399	類木行星	297	5
2400	飛車走壁	297	5
2401	雷轟電閃	295	5
2402	快步流星	294	5
2403	自我作古	294	5
2404	滑頭滑腦	293	5
2405	瓊枝玉葉	293	5
2406	睡眠療法	293	5
2407	背城借一	293	5
2408	龍口奪食	293	5
2409	全始全終	292	5
2410	夾七夾八	292	5
2411	老少無欺	292	5
2412	半自耕農	291	5
2413	佛口蛇心	290	5
2414	合成石油	290	5
2415	歸真返璞	290	5
2416	剖腹藏珠	289	5
2417	懲一儆百	288	5
2418	細大不捐	288	5
2419	黔驢之技	288	5
2420	急人之難	284	5
2421	挖肉補瘡	284	5
2422	涎皮賴臉	284	5
2423	馬路新聞	282	5
2424	重機關槍	281	5
2425	魯魚亥豕	281	5
2426	習非成是	280	5
2427	目不窺園	279	5
2428	不碎玻璃	277	5
2429	淪肌浹髓	277	5
2430	追本窮源	277	5
2431	生產基金	276	5
2432	光化作用	275	5
2433	本固枝榮	275	5
2434	積羽沉舟	275	5
2435	蘭因絮果	275	5
2436	馬仰人翻	275	5
2437	萬死一生	273	5
2438	瞞心昧己	270	5
2439	等因奉此	270	5
2440	諂上欺下	270	5
2441	隱花植物	270	5
2442	窮當益堅	269	5
2443	推本溯源	268	5
2444	旋渦星雲	268	5
2445	有嘴無心	268	5
2446	指雞罵狗	267	5
2447	不置可否	266	5
2448	五花大綁	266	5
2449	凹凸不平	266	5
2450	吃喝玩樂	266	5
2451	各就各位	266	5
2452	善男信女	266	5
2453	在所難免	266	5
2454	大搖大擺	266	5
2455	大有人在	266	5
2456	拭目以待	266	5
2457	於事無補	266	5
2458	昏昏欲睡	266	5
2459	白紙黑字	266	5
2460	輕機關槍	266	5
2461	閒言閒語	266	5
2462	傾心吐膽	264	5
2463	鑠石流金	264	5
2464	率爾操觚	263	5
2465	半勞動力	261	5
2466	輕裘肥馬	261	5
2467	玉葉金枝	260	5
2468	剪草除根	259	5
2469	如蟻附羶	258	5
2470	片甲不存	257	5
2471	過渡內閣	257	5
2472	元元本本	256	5
2473	官報私仇	254	5
2474	排猶主義	253	5
2475	捲舌元音	251	5
2476	南箕北斗	250	5
2477	泰山鴻毛	250	5
2478	倔頭倔腦	249	5
2479	履舄交錯	248	5
2480	積不相能	248	5
2481	大醇小疵	247	5
2482	無性雜交	247	5
2483	不完全葉	246	5
2484	科頭跣足	245	5
2485	蠕形動物	244	5
2486	不稂不莠	243	5
2487	銖兩悉稱	243	5
2488	忍辱求全	242	5
2489	暴露文學	241	5
2490	輕嘴薄舌	241	5
2491	招風惹草	239	5
2492	掂斤播兩	238	5
2493	有目共賞	238	5
2494	掀風鼓浪	237	5
2495	目不見睫	237	5
2496	明來暗往	236	5
2497	擠擠插插	233	5
2498	加人一等	231	5
2499	戴盆望天	230	5
2500	嗜痂成癖	229	5
2501	略識之無	222	6
2502	數米而炊	219	6
2503	避坑落井	219	6
2504	乞哀告憐	217	6
2505	破瓦寒窯	216	6
2506	圓鑿方枘	215	6
2507	花花搭搭	215	6
2508	偷合苟容	210	6
2509	走馬赴任	209	6
2510	開放電路	206	6
2511	朽木糞土	204	6
2512	哩哩羅羅	203	6
2513	怯聲怯氣	203	6
2514	國際公制	198	6
2515	劃一不二	197	6
2516	丙種射線	194	6
2517	懲一警百	187	6
2518	撫躬自問	187	6
2519	一口咬定	177	6
2520	一怒之下	177	6
2521	七老八十	177	6
2522	不謀而合	177	6
2523	人工呼吸	177	6
2524	公諸於世	177	6
2525	冗詞贅句	177	6
2526	前因後果	177	6
2527	十萬火急	177	6
2528	千依百順	177	6
2529	圖文並茂	177	6
2530	土木工程	177	6
2531	大錯特錯	177	6
2532	引人入勝	177	6
2533	彼此彼此	177	6
2534	愛沙尼亞	177	6
2535	慕名而來	177	6
2536	接踵而來	177	6
2537	整裝待發	177	6
2538	旁門左道	177	6
2539	暴飲暴食	177	6
2540	有恃無恐	177	6
2541	果不其然	177	6
2542	流水作業	177	6
2543	玩世不恭	177	6
2544	略跡原情	177	6
2545	窮追猛打	177	6
2546	遍體鱗傷	177	6
2547	過眼雲煙	177	6
2548	隨之而來	177	6
2549	風吹草動	177	6
2550	高等教育	177	6
2551	一身兩役	151	6
2552	挑三窩四	151	6
2553	縫縫連連	149	6
2554	轉氨基酶	146	6
2555	麟角鳳觜	146	6
2556	久慕盛名	143	6
2557	管窺所及	143	6
2558	輕口薄舌	141	6
2559	乙種射線	124	6
2560	步步高昇	100	6
2561	一概而論	88	6
2562	一鳴驚人	88	6
2563	不可理喻	88	6
2564	中華民國	88	6
2565	中飽私囊	88	6
2566	人工智能	88	6
2567	人情世故	88	6
2568	刻不容緩	88	6
2569	嘉年華會	88	6
2570	大年初一	88	6
2571	巴勒斯坦	88	6
2572	待人接物	88	6
2573	明文規定	88	6
2574	明查暗訪	88	6
2575	格林威治	88	6
2576	法蘭克福	88	6
2577	濃眉大眼	88	6
2578	烏煙瘴氣	88	6
2579	烏魯木齊	88	6
2580	畫龍點睛	88	6
2581	白色恐怖	88	6
2582	百萬富翁	88	6
2583	皇親國戚	88	6
2584	眉來眼去	88	6
2585	真憑實據	88	6
2586	眼花繚亂	88	6
2587	簡而言之	88	6
2588	自討苦吃	88	6
2589	萬裏長城	88	6
2590	薄利多銷	88	6
2591	衣食住行	88	6
2592	象形文字	88	6
2593	釋迦牟尼	88	6
2594	鑽牛角尖	88	6
2595	隱形眼鏡	88	6
2596	鞠躬盡瘁	88	6
2597	體無完膚	88	6
2598	危辭聳聽	42	6
2599	怯頭怯腦	25	6
2600	乙種粒子	1	6
2601	其樂融融	1	6
2602	小試牛刀	1	6
2603	指點迷津	1	6
2604	有心無力	1	6
2605	毫無顧忌	1	6
2606	生機盎然	1	6
2607	美若天仙	1	6
2608	茶餘酒後	1	6
2609	一仍舊貫	0	6
2610	一吐為快	0	6
2611	一得之愚	0	6
2612	一手一足	0	6
2613	一般來説	0	6
2614	一般説來	0	6
2615	一言為定	0	6
2616	一路風塵	0	6
2617	七高八低	0	6
2618	不為人知	0	6
2619	不為已甚	0	6
2620	不祧之祖	0	6
2621	不識抬舉	0	6
2622	不負眾望	0	6
2623	不足為怪	0	6
2624	不足為憑	0	6
2625	不足為訓	0	6
2626	中篇小説	0	6
2627	也就是説	0	6
2628	二話不説	0	6
2629	五日京兆	0	6
2630	亭台樓閣	0	6
2631	人工免疫	0	6
2632	人滿為患	0	6
2633	人琴俱亡	0	6
2634	令人生畏	0	6
2635	以人為本	0	6
2636	以防不測	0	6
2637	仰卧起坐	0	6
2638	企足而待	0	6
2639	保護關税	0	6
2640	個人衞生	0	6
2641	倒果為因	0	6
2642	借酒消愁	0	6
2643	假冒偽劣	0	6
2644	偵探小説	0	6
2645	傻裏傻氣	0	6
2646	入土為安	0	6
2647	全勞動力	0	6
2648	公共衞生	0	6
2649	刀山劍林	0	6
2650	利比裏亞	0	6
2651	劈風斬浪	0	6
2652	力排眾議	0	6
2653	勢利小人	0	6
2654	勤雜人員	0	6
2655	包產到户	0	6
2656	化為烏有	0	6
2657	化險為夷	0	6
2658	化雨春風	0	6
2659	千家萬户	0	6
2660	半壁河山	0	6
2661	卧薪嚐膽	0	6
2662	即景生情	0	6
2663	厝火積薪	0	6
2664	反客為主	0	6
2665	吃吃喝喝	0	6
2666	吃啞巴虧	0	6
2667	吃後悔藥	0	6
2668	吃裏爬外	0	6
2669	吃閉門羹	0	6
2670	吐氣揚眉	0	6
2671	哄抬物價	0	6
2672	唱對台戲	0	6
2673	問柳尋花	0	6
2674	喜結連理	0	6
2675	單人獨馬	0	6
2676	單門獨户	0	6
2677	嗚乎哀哉	0	6
2678	噬臍莫及	0	6
2679	地震震級	0	6
2680	坐卧不寧	0	6
2681	堅毅不屈	0	6
2682	大吃一驚	0	6
2683	大吃大喝	0	6
2684	大庭廣眾	0	6
2685	大政方針	0	6
2686	天然免疫	0	6
2687	天高氣爽	0	6
2688	太平龍頭	0	6
2689	好説歹説	0	6
2690	如醉如痴	0	6
2691	妖言惑眾	0	6
2692	學有所成	0	6
2693	學有所長	0	6
2694	安守本分	0	6
2695	定海神針	0	6
2696	密鑼緊鼓	0	6
2697	察察為明	0	6
2698	實而不華	0	6
2699	居無定所	0	6
2700	屬垣有耳	0	6
2701	工力悉敵	0	6
2702	常年累月	0	6
2703	年久月深	0	6
2704	年輕有為	0	6
2705	幾經周折	0	6
2706	廣為人知	0	6
2707	引以為戒	0	6
2708	引以為鑑	0	6
2709	德藝雙馨	0	6
2710	心悦誠服	0	6
2711	忘我工作	0	6
2712	怪裏怪氣	0	6
2713	悲憤填膺	0	6
2714	慧眼獨具	0	6
2715	户樞不蠹	0	6
2716	所作所為	0	6
2717	扭力天平	0	6
2718	扭虧為盈	0	6
2719	拉脱維亞	0	6
2720	拿腔作勢	0	6
2721	指腹為婚	0	6
2722	挨家挨户	0	6
2723	挨門挨户	0	6
2724	推濤作浪	0	6
2725	換句話説	0	6
2726	搖鵝毛扇	0	6
2727	救火揚沸	0	6
2728	敢為人先	0	6
2729	敵眾我寡	0	6
2730	文藝語言	0	6
2731	旅進旅退	0	6
2732	明珠投暗	0	6
2733	時隔不久	0	6
2734	暈頭暈腦	0	6
2735	更弦易轍	0	6
2736	有失遠迎	0	6
2737	有性雜交	0	6
2738	有理函數	0	6
2739	朋比為奸	0	6
2740	望風捕影	0	6
2741	橫説豎説	0	6
2742	橫躺豎卧	0	6
2743	欺世惑眾	0	6
2744	正當防衞	0	6
2745	武俠小説	0	6
2746	死氣白賴	0	6
2747	氣象衞星	0	6
2748	水米無交	0	6
2749	油煎火燎	0	6
2750	洋為中用	0	6
2751	深受其害	0	6
2752	深孚眾望	0	6
2753	温得和克	0	6
2754	渾頭渾腦	0	6
2755	滴裏嘟嚕	0	6
2756	為之動容	0	6
2757	為人作嫁	0	6
2758	為人師表	0	6
2759	為國捐軀	0	6
2760	為時已晚	0	6
2761	為時過早	0	6
2762	烏蘭巴託	0	6
2763	無以為繼	0	6
2764	無可指責	0	6
2765	無名腫毒	0	6
2766	無私有弊	0	6
2767	無線電台	0	6
2768	無話可説	0	6
2769	燦爛奪目	0	6
2770	牛年馬月	0	6
2771	物質損耗	0	6
2772	特惠關税	0	6
2773	犁庭掃閭	0	6
2774	狼狽為奸	0	6
2775	獨門獨户	0	6
2776	環境衞生	0	6
2777	環狀軟骨	0	6
2778	生猛海鮮	0	6
2779	生花之筆	0	6
2780	用心險惡	0	6
2781	由始至終	0	6
2782	異端邪説	0	6
2783	發人深醒	0	6
2784	白熾電燈	0	6
2785	盲人瞎馬	0	6
2786	直上雲霄	0	6
2787	直屬機關	0	6
2788	相對濕度	0	6
2789	看人下菜	0	6
2790	看人眉睫	0	6
2791	看守政府	0	6
2792	矢口抵賴	0	6
2793	短篇小説	0	6
2794	磕頭碰腦	0	6
2795	磨杵成針	0	6
2796	祖傳秘方	0	6
2797	秦鏡高懸	0	6
2798	稚氣未脱	0	6
2799	穩中有降	0	6
2800	空地導彈	0	6
2801	空氣軸承	0	6
2802	穿針引線	0	6
2803	窮源溯流	0	6
2804	竊玉偷香	0	6
2805	章回小説	0	6
2806	精彩絕倫	0	6
2807	精衞填海	0	6
2808	紅不稜登	0	6
2809	細菌肥料	0	6
2810	絕對温度	0	6
2811	絕對濕度	0	6
2812	經濟雜交	0	6
2813	總的來説	0	6
2814	羞人答答	0	6
2815	羣眾組織	0	6
2816	聚訟紛紜	0	6
2817	肩摩踵接	0	6
2818	肩摩轂擊	0	6
2819	能者為師	0	6
2820	脱繮之馬	0	6
2821	脱貧致富	0	6
2822	膘肥體壯	0	6
2823	膽破心驚	0	6
2824	自尋短見	0	6
2825	自相驚擾	0	6
2826	與眾不同	0	6
2827	舉重若輕	0	6
2828	船堅炮利	0	6
2829	苛捐雜税	0	6
2830	苦口良藥	0	6
2831	荒時暴月	0	6
2832	莫可指數	0	6
2833	萬裏長徵	0	6
2834	著書立説	0	6
2835	蔚為大觀	0	6
2836	蜕化變質	0	6
2837	融為一體	0	6
2838	蠅糞點玉	0	6
2839	血統工人	0	6
2840	衞生設備	0	6
2841	袍笏登場	0	6
2842	覆盆之冤	0	6
2843	見兔顧犬	0	6
2844	見稜見角	0	6
2845	言情小説	0	6
2846	説來話長	0	6
2847	説唱文學	0	6
2848	説得過去	0	6
2849	説短論長	0	6
2850	談古論今	0	6
2851	談情説愛	0	6
2852	謠言惑眾	0	6
2853	貪婪無厭	0	6
2854	質次價高	0	6
2855	趙公元帥	0	6
2856	輔助貨幣	0	6
2857	輸油管線	0	6
2858	轉悲為喜	0	6
2859	轍亂旗靡	0	6
2860	迄今為止	0	6
2861	這就是説	0	6
2862	通訊衞星	0	6
2863	速效肥料	0	6
2864	造謠惑眾	0	6
2865	週而復始	0	6
2866	過冬作物	0	6
2867	過路財神	0	6
2868	違禁物品	0	6
2869	遮風擋雨	0	6
2870	金睛火眼	0	6
2871	針砭時弊	0	6
2872	針頭線腦	0	6
2873	長篇小説	0	6
2874	長線產品	0	6
2875	門户之見	0	6
2876	閉口無言	0	6
2877	閒情逸緻	0	6
2878	隨遇平衡	0	6
2879	隨鄉入鄉	0	6
2880	雀巢咖啡	0	6
2881	雞犬昇天	0	6
2882	難以名狀	0	6
2883	電弧焊接	0	6
2884	電熱水壺	0	6
2885	鞭闢入裏	0	6
2886	順風吹火	0	6
2887	風雨如磐	0	6
2888	飛潛動植	0	6
2889	飛砂走石	0	6
2890	飛針走線	0	6
2891	驢年馬月	0	6
2892	高抬貴手	0	6
2893	高氣壓區	0	6
2894	高温作業	0	6
2895	魚遊釜中	0	6
2896	鵲橋相會	0	6
2897	鼠竊狗偷	0	6
2898	鼻化元音	0	6
