rank	head	essay_frequency	batch_index
1337	拳頭	12992	3
1338	掣	12992	3
1339	星期六	12992	3
1340	服務	12992	3
1341	款	12992	3
1342	石	12992	3
1343	要點	12992	3
1344	爲止	12971	3
1345	參加	12903	3
1346	外國	12903	3
1347	巴	12903	3
1348	幼稚園	12903	3
1349	撳	12903	3
1350	放鬆	12903	3
1351	敏感	12903	3
1352	答應	12903	3
1353	老公	12903	3
1354	衝動	12903	3
1355	長老	12903	3
1356	身爲	12820	3
1357	原諒	12814	3
1358	引	12814	3
1359	調查	12814	3
1360	就要	12780	3
1361	出名	12725	3
1362	喝	12725	3
1363	家人	12725	3
1364	次次	12725	3
1365	牛	12725	3
1366	藍	12725	3
1367	域名	12679	3
1368	入口	12636	3
1369	吱	12636	3
1370	幾年	12636	3
1371	廢	12636	3
1372	態度	12636	3
1373	此時	12636	3
1374	球場	12636	3
1375	禮貌	12636	3
1376	英雄	12636	3
1377	證明	12636	3
1378	車站	12636	3
1379	啓動	12615	3
1380	呻吟	12547	3
1381	國	12547	3
1382	超人	12547	3
1383	遞	12547	3
1384	爲主	12488	3
1385	價值	12458	3
1386	月亮	12458	3
1387	溝通	12458	3
1388	角度	12458	3
1389	迷宮	12458	3
1390	進行	12458	3
1391	青蛙	12458	3
1392	領	12458	3
1393	利用	12369	3
1394	嘿嘿	12369	3
1395	瘋	12369	3
1396	禮堂	12369	3
1397	科	12369	3
1398	趁	12369	3
1399	難得	12369	3
1400	之上	12280	3
1401	估計	12280	3
1402	傷	12280	3
1403	內容	12280	3
1404	加入	12280	3
1405	勉強	12280	3
1406	客氣	12280	3
1407	露出	12280	3
1408	消費者	12260	3
1409	保持	12191	3
1410	國家	12191	3
1411	寶	12191	3
1412	心跳	12191	3
1413	有心	12191	3
1414	身影	12191	3
1415	配合	12191	3
1416	馬甲	12104	3
1417	不能	12102	3
1418	不要	12102	3
1419	卡	12102	3
1420	女孩	12102	3
1421	牙刷	12102	3
1422	體驗	12102	3
1423	要不	12039	3
1424	中意	12013	3
1425	做人	12013	3
1426	自我	12013	3
1427	資格	12013	3
1428	體	12013	3
1429	之一	11924	3
1430	大廈	11924	3
1431	幅	11924	3
1432	意義	11924	3
1433	提議	11924	3
1434	灰	11924	3
1435	薯條	11924	3
1436	透過	11924	3
1437	乖乖	11835	3
1438	值	11835	3
1439	同班	11835	3
1440	商場	11835	3
1441	小雪	11835	3
1442	心理	11835	3
1443	微微	11746	3
1444	方式	11746	3
1445	無意	11746	3
1446	瘋狂	11746	3
1447	百	11746	3
1448	精靈	11746	3
1449	解開	11746	3
1450	討論	11746	3
1451	陽光	11746	3
1452	再說	11681	3
1453	喔	11657	3
1454	報紙	11657	3
1455	工廠	11657	3
1456	撐	11657	3
1457	木	11657	3
1458	灣	11657	3
1459	爸	11657	3
1460	表白	11657	3
1461	閃	11657	3
1462	南京	11577	3
1463	好話	11568	3
1464	暑假	11568	3
1465	比起	11568	3
1466	白兔	11568	3
1467	眯	11568	3
1468	篤	11568	3
1469	總算	11568	3
1470	噗	11479	3
1471	好像	11479	3
1472	明知	11479	3
1473	此刻	11479	3
1474	空	11479	3
1475	一時間	11390	3
1476	家庭	11390	3
1477	必須	11390	3
1478	檢查	11390	3
1479	集中	11390	3
1480	尖叫	11301	3
1481	擦	11301	3
1482	千秋	11212	3
1483	受傷	11212	3
1484	城市	11212	3
1485	報警	11212	3
1486	扔	11212	3
1487	抖	11212	3
1488	比賽	11212	3
1489	蟲	11212	3
1490	越來越	11148	3
1491	吸	11123	3
1492	基本	11123	3
1493	娃娃	11123	3
1494	張開	11123	3
1495	樣子	11123	3
1496	測試	11123	3
1497	爽	11123	3
1498	趕	11123	3
1499	隊長	11123	3
1500	咱們	11055	3
1501	一生	11034	4
1502	不同	11034	4
1503	以上	11034	4
1504	壓	11034	4
1505	洲	11034	4
1506	相當	11034	4
1507	確實	11034	4
1508	練	11034	4
1509	臨	11034	4
1510	華	11034	4
1511	觀察	11034	4
1512	錄音	11034	4
1513	乳頭	10945	4
1514	出奇	10945	4
1515	單位	10945	4
1516	待續	10945	4
1517	悶	10945	4
1518	正在	10945	4
1519	爭	10945	4
1520	節目	10945	4
1521	維持	10945	4
1522	踹	10945	4
1523	陰間	10945	4
1524	下午	10856	4
1525	作出	10856	4
1526	報	10856	4
1527	感動	10856	4
1528	拗	10856	4
1529	睬	10856	4
1530	自動	10856	4
1531	遺憾	10856	4
1532	金字塔	10856	4
1533	不了	10841	4
1534	之類	10767	4
1535	偷偷	10767	4
1536	堅持	10767	4
1537	峻	10767	4
1538	戒指	10767	4
1539	最終	10767	4
1540	歷史	10767	4
1541	碰	10767	4
1542	等待	10767	4
1543	銀	10767	4
1544	成都	10700	4
1545	任	10678	4
1546	低頭	10678	4
1547	傳出	10678	4
1548	先知	10678	4
1549	剝	10678	4
1550	守護	10678	4
1551	安排	10678	4
1552	成熟	10678	4
1553	手掌	10678	4
1554	新年	10678	4
1555	空氣	10678	4
1556	舐	10678	4
1557	開學	10678	4
1558	傳來	10589	4
1559	到達	10589	4
1560	承諾	10589	4
1561	橙色	10589	4
1562	滿	10589	4
1563	移動	10589	4
1564	起點	10589	4
1565	順利	10589	4
1566	願望	10589	4
1567	底下	10500	4
1568	摟	10500	4
1569	敵人	10500	4
1570	眼見	10500	4
1571	磅	10500	4
1572	適合	10500	4
1573	鈴	10500	4
1574	骷髏	10500	4
1575	及其	10438	4
1576	下身	10411	4
1577	意見	10411	4
1578	拉開	10411	4
1579	星	10411	4
1580	書生	10411	4
1581	有意	10411	4
1582	校	10411	4
1583	根據	10411	4
1584	生意	10411	4
1585	白白	10411	4
1586	職員	10411	4
1587	蔣	10411	4
1588	足夠	10411	4
1589	電視機	10411	4
1590	共	10322	4
1591	原	10322	4
1592	滑雪	10322	4
1593	純	10322	4
1594	萍	10322	4
1595	賺	10322	4
1596	魔力	10322	4
1597	作	10233	4
1598	各自	10233	4
1599	屁股	10233	4
1600	相反	10233	4
1601	碎	10233	4
1602	組織	10233	4
1603	菜	10233	4
1604	萬	10233	4
1605	藥水	10233	4
1606	衣	10233	4
1607	人家	10144	4
1608	命	10144	4
1609	啤酒	10144	4
1610	嘔	10144	4
1611	忽	10144	4
1612	文字	10144	4
1613	聖賢	10144	4
1614	一下子	10055	4
1615	下去	10055	4
1616	口氣	10055	4
1617	希	10055	4
1618	戰士	10055	4
1619	期間	10055	4
1620	深深	10055	4
1621	真實	10055	4
1622	簿	10055	4
1623	鎖	10055	4
1624	偏偏	9966	4
1625	分享	9966	4
1626	可樂	9966	4
1627	弟弟	9966	4
1628	時空	9966	4
1629	有用	9966	4
1630	號碼	9966	4
1631	責任	9966	4
1632	途中	9966	4
1633	從而	9930	4
1634	事件	9877	4
1635	力量	9877	4
1636	多少	9877	4
1637	手下	9877	4
1638	技術	9877	4
1639	插入	9877	4
1640	煲	9877	4
1641	脾氣	9877	4
1642	過來	9877	4
1643	那個	9877	4
1644	爲何	9825	4
1645	心態	9788	4
1646	搓	9788	4
1647	死亡	9788	4
1648	無比	9788	4
1649	積木	9788	4
1650	顯示	9788	4
1651	餓	9788	4
1652	用於	9732	4
1653	稱爲	9728	4
1654	應當	9711	4
1655	命運	9699	4
1656	如何	9699	4
1657	尖	9699	4
1658	指示	9699	4
1659	澄	9699	4
1660	走過	9699	4
1661	開頭	9699	4
1662	來到	9694	4
1663	一方面	9610	4
1664	一道	9610	4
1665	北方	9610	4
1666	天氣	9610	4
1667	強烈	9610	4
1668	心中	9610	4
1669	抓	9610	4
1670	淚	9610	4
1671	親人	9610	4
1672	講話	9610	4
1673	透明	9610	4
1674	大部分	9555	4
1675	不知不覺	9521	4
1676	加快	9521	4
1677	擁	9521	4
1678	斜	9521	4
1679	殭屍	9521	4
1680	泳衣	9521	4
1681	燕	9521	4
1682	牌	9521	4
1683	費事	9521	4
1684	隱約	9521	4
1685	類似	9521	4
1686	鳳	9521	4
1687	不好意思	9506	4
1688	重慶	9481	4
1689	內存	9460	4
1690	見到	9440	4
1691	唧	9432	4
1692	家長	9432	4
1693	小弟	9432	4
1694	會考	9432	4
1695	洗手間	9432	4
1696	琪	9432	4
1697	舉起	9432	4
1698	硬盤	9393	4
1699	筆記本	9370	4
1700	今天	9343	4
1701	命令	9343	4
1702	基	9343	4
1703	精	9343	4
1704	魂	9343	4
1705	下體	9254	4
1706	制	9254	4
1707	區	9254	4
1708	嘟	9254	4
1709	彎	9254	4
1710	得罪	9254	4
1711	扁	9254	4
1712	招呼	9254	4
1713	浮現	9254	4
1714	鐵	9254	4
1715	更是	9173	4
1716	人工	9165	4
1717	內疚	9165	4
1718	初戀	9165	4
1719	回到	9165	4
1720	完結	9165	4
1721	對象	9165	4
1722	珍惜	9165	4
1723	現場	9165	4
1724	窗口	9165	4
1725	純粹	9165	4
1726	經常	9165	4
1727	莊	9165	4
1728	誇張	9165	4
1729	羣衆	9122	4
1730	付出	9076	4
1731	大腦	9076	4
1732	天地	9076	4
1733	彭	9076	4
1734	心靈	9076	4
1735	憑	9076	4
1736	撫摸	9076	4
1737	日後	9076	4
1738	淋	9076	4
1739	無力	9076	4
1740	真相	9076	4
1741	結局	9076	4
1742	這時	9076	4
1743	鑽	9076	4
1744	靠近	9076	4
1745	投資者	9071	4
1746	倒是	9034	4
1747	容	8987	4
1748	寧願	8987	4
1749	想法	8987	4
1750	撩	8987	4
1751	放工	8987	4
1752	時光	8987	4
1753	暴力	8987	4
1754	股	8987	4
1755	虐待	8987	4
1756	這麼	8987	4
1757	靈魂	8987	4
1758	魔鬼	8987	4
1759	美元	8967	4
1760	人間	8898	4
1761	出事	8898	4
1762	地盤	8898	4
1763	天空	8898	4
1764	心臟	8898	4
1765	按摩	8898	4
1766	查	8898	4
1767	滑梯	8898	4
1768	蝴蝶	8898	4
1769	通知	8898	4
1770	區別	8849	4
1771	有時候	8840	4
1772	外表	8809	4
1773	收工	8809	4
1774	月光	8809	4
1775	然而	8809	4
1776	精液	8809	4
1777	過後	8809	4
1778	額頭	8809	4
1779	風車	8809	4
1780	齊	8809	4
1781	好看	8784	4
1782	一向	8720	4
1783	交代	8720	4
1784	但是	8720	4
1785	圍	8720	4
1786	報仇	8720	4
1787	平衡	8720	4
1788	廢話	8720	4
1789	快速	8720	4
1790	探	8720	4
1791	檸檬	8720	4
1792	泥	8720	4
1793	無法	8720	4
1794	獅子	8720	4
1795	造成	8720	4
1796	預備	8720	4
1797	武漢	8636	4
1798	衆人	8635	4
1799	傳說	8631	4
1800	加油	8631	4
1801	安心	8631	4
1802	抵	8631	4
1803	樹葉	8631	4
1804	甚麼	8631	4
1805	笪	8631	4
1806	衣櫃	8631	4
1807	表達	8631	4
1808	難以	8631	4
1809	縣	8575	4
1810	上車	8542	4
1811	之內	8542	4
1812	好意	8542	4
1813	學識	8542	4
1814	對付	8542	4
1815	廳	8542	4
1816	窮	8542	4
1817	紫色	8542	4
1818	肌肉	8542	4
1819	視覺	8542	4
1820	逃走	8542	4
1821	重點	8542	4
1822	高手	8542	4
1823	編輯	8463	4
1824	假設	8453	4
1825	增加	8453	4
1826	工人	8453	4
1827	慶祝	8453	4
1828	懂	8453	4
1829	戲院	8453	4
1830	會長	8453	4
1831	歡樂	8453	4
1832	男性	8453	4
1833	皺	8453	4
1834	確定	8453	4
1835	經濟	8453	4
1836	部落	8453	4
1837	黏	8453	4
1838	鼻涕	8453	4
1839	不滿	8364	4
1840	前進	8364	4
1841	堅	8364	4
1842	大量	8364	4
1843	天光	8364	4
1844	姑娘	8364	4
1845	廣場	8364	4
1846	心意	8364	4
1847	承受	8364	4
1848	箭	8364	4
1849	行李	8364	4
1850	退後	8364	4
1851	那麼	8364	4
1852	鬆開	8364	4
1853	衆多	8344	4
1854	上漲	8324	4
1855	一塊	8275	4
1856	布	8275	4
1857	平日	8275	4
1858	怎麼	8275	4
1859	手術	8275	4
1860	旗	8275	4
1861	正面	8275	4
1862	苦笑	8275	4
1863	蘭	8275	4
1864	在家	8244	4
1865	天津	8198	4
1866	內褲	8186	4
1867	哄	8186	4
1868	大堂	8186	4
1869	天真	8186	4
1870	威	8186	4
1871	提醒	8186	4
1872	星期日	8186	4
1873	本人	8186	4
1874	歡迎	8186	4
1875	盡頭	8186	4
1876	進步	8186	4
1877	體力	8186	4
1878	幹嗎	8177	4
1879	公平	8097	4
1880	嗲	8097	4
1881	嘴角	8097	4
1882	士兵	8097	4
1883	客	8097	4
1884	復	8097	4
1885	快感	8097	4
1886	成長	8097	4
1887	拳	8097	4
1888	揮	8097	4
1889	欲	8097	4
1890	洗衣機	8097	4
1891	爆炸	8097	4
1892	眼中	8097	4
1893	練習	8097	4
1894	羞	8097	4
1895	舅父	8097	4
1896	葉	8097	4
1897	超級	8097	4
1898	基於	8096	4
1899	負責人	8086	4
1900	電信	8043	4
1901	年代	8008	4
1902	日文	8008	4
1903	箱	8008	4
1904	腳趾	8008	4
1905	足足	8008	4
1906	追問	8008	4
1907	追求	8008	4
1908	拿到	7985	4
1909	目錄	7939	4
1910	事實上	7919	4
1911	人士	7919	4
1912	凌晨	7919	4
1913	實驗	7919	4
1914	打招呼	7919	4
1915	拯救	7919	4
1916	斟	7919	4
1917	東西	7919	4
1918	正確	7919	4
1919	聯	7919	4
1920	舔	7919	4
1921	風景	7919	4
1922	參數	7851	4
1923	刻意	7830	4
1924	好幾	7830	4
1925	崩潰	7830	4
1926	恥笑	7830	4
1927	想起	7830	4
1928	料	7830	4
1929	旁	7830	4
1930	時期	7830	4
1931	無限	7830	4
1932	移	7830	4
1933	笑聲	7830	4
1934	粉	7830	4
1935	背囊	7830	4
1936	自言自語	7830	4
1937	長大	7830	4
1938	合理	7741	4
1939	回想	7741	4
1940	坦白	7741	4
1941	引起	7741	4
1942	手腳	7741	4
1943	提起	7741	4
1944	數字	7741	4
1945	混亂	7741	4
1946	爺爺	7741	4
1947	狐狸	7741	4
1948	痛楚	7741	4
1949	聰明	7741	4
1950	處於	7741	4
1951	邋遢	7741	4
1952	除非	7741	4
1953	曉得	7740	4
1954	公衆	7690	4
1955	不得	7652	4
1956	可怕	7652	4
1957	喉嚨	7652	4
1958	回覆	7652	4
1959	婚	7652	4
1960	情人	7652	4
1961	慣	7652	4
1962	打斷	7652	4
1963	浪費	7652	4
1964	消防車	7652	4
1965	產生	7652	4
1966	纜車	7652	4
1967	賴	7652	4
1968	隨	7652	4
1969	世	7563	4
1970	依舊	7563	4
1971	大戰	7563	4
1972	廣告	7563	4
1973	彼此	7563	4
1974	必要	7563	4
1975	數學	7563	4
1976	湊	7563	4
1977	炸	7563	4
1978	無視	7563	4
1979	爪	7563	4
1980	男子	7563	4
1981	短短	7563	4
1982	破	7563	4
1983	透	7563	4
1984	陰道	7563	4
1985	電梯	7563	4
1986	青春	7563	4
1987	項	7563	4
1988	飲酒	7563	4
1989	各	7474	4
1990	姓	7474	4
1991	幫助	7474	4
1992	後果	7474	4
1993	房門	7474	4
1994	手勢	7474	4
1995	星期五	7474	4
1996	瀑布	7474	4
1997	確認	7474	4
1998	聲響	7474	4
1999	背心	7474	4
2000	襯	7474	4
2001	青	7474	5
2002	有所	7405	5
2003	事發	7385	5
2004	全力	7385	5
2005	出世	7385	5
2006	千	7385	5
2007	唱歌	7385	5
2008	因此	7385	5
2009	圓形	7385	5
2010	它	7385	5
2011	惦	7385	5
2012	拜	7385	5
2013	星期一	7385	5
2014	極度	7385	5
2015	概念	7385	5
2016	淚水	7385	5
2017	激	7385	5
2018	熱情	7385	5
2019	空姐	7385	5
2020	繞	7385	5
2021	耶穌	7385	5
2022	花園	7385	5
2023	藉口	7385	5
2024	街上	7385	5
2025	踏	7385	5
2026	霸氣	7385	5
2027	時尚	7376	5
2028	轉載	7376	5
2029	檢測	7356	5
2030	一番	7296	5
2031	公公	7296	5
2032	包圍	7296	5
2033	嘭	7296	5
2034	寄	7296	5
2035	市場	7296	5
2036	心痛	7296	5
2037	愁	7296	5
2038	撈	7296	5
2039	敲	7296	5
2040	族	7296	5
2041	準時	7296	5
2042	漏	7296	5
2043	絕望	7296	5
2044	視	7296	5
2045	人民幣	7248	5
2046	乎	7207	5
2047	半年	7207	5
2048	只能	7207	5
2049	員	7207	5
2050	單身	7207	5
2051	心急	7207	5
2052	心機	7207	5
2053	怒	7207	5
2054	扭曲	7207	5
2055	殺氣	7207	5
2056	浸	7207	5
2057	漢堡包	7207	5
2058	燈光	7207	5
2059	男女	7207	5
2060	美好	7207	5
2061	能量	7207	5
2062	舅母	7207	5
2063	規則	7207	5
2064	農莊	7207	5
2065	鍾	7207	5
2066	不對	7169	5
2067	爲啥	7169	5
2068	一些	7118	5
2069	不是	7118	5
2070	中年	7118	5
2071	伯	7118	5
2072	加速	7118	5
2073	古怪	7118	5
2074	四周	7118	5
2075	弄	7118	5
2076	愈來愈	7118	5
2077	成年	7118	5
2078	柔軟	7118	5
2079	正如	7118	5
2080	犯	7118	5
2081	癲	7118	5
2082	直覺	7118	5
2083	相比	7118	5
2084	等於	7118	5
2085	聽話	7118	5
2086	蠟燭	7118	5
2087	語言	7118	5
2088	趴	7118	5
2089	鏡頭	7118	5
2090	麻	7118	5
2091	對不起	7082	5
2092	房價	7079	5
2093	大衆	7062	5
2094	報價	7037	5
2095	信任	7029	5
2096	兩邊	7029	5
2097	地址	7029	5
2098	提出	7029	5
2099	景點	7029	5
2100	泡	7029	5
2101	浴室	7029	5
2102	漆黑	7029	5
2103	瑞	7029	5
2104	私人	7029	5
2105	空白	7029	5
2106	總會	7029	5
2107	繩	7029	5
2108	老虎	7029	5
2109	舉	7029	5
2110	落地	7029	5
2111	早點	6992	5
2112	完了	6986	5
2113	上天	6940	5
2114	上年	6940	5
2115	下巴	6940	5
2116	並且	6940	5
2117	勾	6940	5
2118	單純	6940	5
2119	投入	6940	5
2120	放手	6940	5
2121	教堂	6940	5
2122	時代	6940	5
2123	暈	6940	5
2124	機械	6940	5
2125	檔	6940	5
2126	櫃	6940	5
2127	片段	6940	5
2128	理性	6940	5
2129	稍	6940	5
2130	見識	6940	5
2131	雷	6940	5
2132	界面	6859	5
2133	到手	6851	5
2134	在意	6851	5
2135	地步	6851	5
2136	場面	6851	5
2137	夢境	6851	5
2138	投訴	6851	5
2139	掌	6851	5
2140	爆發	6851	5
2141	爽身粉	6851	5
2142	男生	6851	5
2143	神情	6851	5
2144	肚臍	6851	5
2145	蠢	6851	5
2146	補充	6851	5
2147	語	6851	5
2148	鐘頭	6851	5
2149	創建	6849	5
2150	怎麼辦	6839	5
2151	四川	6837	5
2152	女孩子	6814	5
2153	快遞	6768	5
2154	下意識	6763	5
2155	司馬	6763	5
2156	國旗	6763	5
2157	地獄	6763	5
2158	天生	6763	5
2159	宇宙	6763	5
2160	憤怒	6763	5
2161	正經	6763	5
2162	氣息	6763	5
2163	矛盾	6763	5
2164	經理	6763	5
2165	背景	6763	5
2166	膠	6763	5
2167	自慰	6763	5
2168	製造	6763	5
2169	驚喜	6763	5
2170	鼓勵	6763	5
2171	浙江	6760	5
2172	小區	6718	5
2173	無所謂	6710	5
2174	人員	6674	5
2175	人物	6674	5
2176	光頭	6674	5
2177	召喚	6674	5
2178	合作	6674	5
2179	囡	6674	5
2180	師傅	6674	5
2181	思想	6674	5
2182	挨	6674	5
2183	損	6674	5
2184	水平	6674	5
2185	海洋	6674	5
2186	燈塔	6674	5
2187	疊	6674	5
2188	符	6674	5
2189	聖誕節	6674	5
2190	觀	6674	5
2191	迫	6674	5
2192	銅	6674	5
2193	默默	6674	5
2194	算是	6643	5
2195	優化	6628	5
2196	所在	6611	5
2197	一身	6585	5
2198	午餐	6585	5
2199	地道	6585	5
2200	形象	6585	5
2201	愕然	6585	5
2202	憂	6585	5
2203	故意	6585	5
2204	新鮮	6585	5
2205	晚上	6585	5
2206	有限	6585	5
2207	期	6585	5
2208	沙田	6585	5
2209	澤	6585	5
2210	煎	6585	5
2211	熊貓	6585	5
2212	理會	6585	5
2213	看來	6585	5
2214	砍	6585	5
2215	草	6585	5
2216	術	6585	5
2217	衝擊	6585	5
2218	設計	6585	5
2219	走開	6585	5
2220	下週	6579	5
2221	付款	6563	5
2222	營銷	6542	5
2223	以外	6496	5
2224	制服	6496	5
2225	剛好	6496	5
2226	厲害	6496	5
2227	只得	6496	5
2228	吼	6496	5
2229	女僕	6496	5
2230	專業	6496	5
2231	星球	6496	5
2232	棍	6496	5
2233	橋	6496	5
2234	球	6496	5
2235	疑問	6496	5
2236	舉動	6496	5
2237	說服	6496	5
2238	車頭	6496	5
2239	道門	6496	5
2240	限制	6496	5
2241	什麼樣	6422	5
2242	不時	6407	5
2243	以往	6407	5
2244	到會	6407	5
2245	前後	6407	5
2246	半空	6407	5
2247	即時	6407	5
2248	器	6407	5
2249	在場	6407	5
2250	小說	6407	5
2251	年齡	6407	5
2252	念頭	6407	5
2253	打破	6407	5
2254	挑	6407	5
2255	教育	6407	5
2256	理論	6407	5
2257	系統	6407	5
2258	絲	6407	5
2259	英國	6407	5
2260	草地	6407	5
2261	表演	6407	5
2262	親戚	6407	5
2263	躺	6407	5
2264	重視	6407	5
2265	隧道	6407	5
2266	雪條	6407	5
2267	預告	6407	5
2268	額	6407	5
2269	要麼	6388	5
2270	看起來	6351	5
2271	跟着	6339	5
2272	咱	6321	5
2273	社會主義	6320	5
2274	下手	6318	5
2275	佔	6318	5
2276	假期	6318	5
2277	吳	6318	5
2278	喘氣	6318	5
2279	地標	6318	5
2280	好比	6318	5
2281	建議	6318	5
2282	恢復	6318	5
2283	持續	6318	5
2284	提供	6318	5
2285	淨	6318	5
2286	湧	6318	5
2287	煩惱	6318	5
2288	獸	6318	5
2289	相似	6318	5
2290	突	6318	5
2291	罵	6318	5
2292	自私	6318	5
2293	良	6318	5
2294	血液	6318	5
2295	該	6318	5
2296	詳細	6318	5
2297	誠	6318	5
2298	貞	6318	5
2299	過人	6318	5
2300	高人	6318	5
2301	高大	6318	5
2302	監督	6300	5
2303	沒關係	6276	5
2304	其餘	6229	5
2305	冰	6229	5
2306	剛剛	6229	5
2307	叔	6229	5
2308	品	6229	5
2309	圖案	6229	5
2310	平安	6229	5
2311	收拾	6229	5
2312	晏	6229	5
2313	濫	6229	5
2314	盡力	6229	5
2315	看見	6229	5
2316	磨	6229	5
2317	緊緊	6229	5
2318	線索	6229	5
2319	舌頭	6229	5
2320	虛線	6229	5
2321	賭	6229	5
2322	足球	6229	5
2323	跑步	6229	5
2324	鑊	6229	5
2325	頓時	6229	5
2326	體育	6229	5
2327	早就	6213	5
2328	一會兒	6205	5
2329	似的	6159	5
2330	停車場	6140	5
2331	價錢	6140	5
2332	出自	6140	5
2333	出賣	6140	5
2334	叢林	6140	5
2335	口罩	6140	5
2336	噴	6140	5
2337	外套	6140	5
2338	威脅	6140	5
2339	屍	6140	5
2340	情感	6140	5
2341	打扮	6140	5
2342	操場	6140	5
2343	決心	6140	5
2344	眼角	6140	5
2345	穎	6140	5
2346	系	6140	5
2347	組	6140	5
2348	義工	6140	5
2349	職業	6140	5
2350	茹	6140	5
2351	超市	6140	5
2352	錄音機	6140	5
2353	震動	6140	5
2354	預	6140	5
2355	人爲	6059	5
2356	上下	6051	5
2357	久	6051	5
2358	侯	6051	5
2359	倆	6051	5
2360	兇手	6051	5
2361	冷笑	6051	5
2362	回來	6051	5
2363	多事	6051	5
2364	女友	6051	5
2365	她們	6051	5
2366	密碼	6051	5
2367	情節	6051	5
2368	技巧	6051	5
2369	拋	6051	5
2370	排隊	6051	5
2371	揪	6051	5
2372	曾	6051	5
2373	校園	6051	5
2374	煮飯	6051	5
2375	神仙	6051	5
2376	罐	6051	5
2377	翹	6051	5
2378	脾	6051	5
2379	衣服	6051	5
2380	迷	6051	5
2381	避	6051	5
2382	頹	6051	5
2383	函數	5992	5
2384	西安	5992	5
2385	不及	5962	5
2386	主任	5962	5
2387	事後	5962	5
2388	創造	5962	5
2389	即將	5962	5
2390	合格	5962	5
2391	周	5962	5
2392	大半	5962	5
2393	姿勢	5962	5
2394	娟	5962	5
2395	實現	5962	5
2396	往往	5962	5
2397	成員	5962	5
2398	改造	5962	5
2399	極	5962	5
2400	直線	5962	5
2401	眼光	5962	5
2402	眼色	5962	5
2403	肺	5962	5
2404	裏邊	5962	5
2405	認同	5962	5
2406	電子	5962	5
2407	願	5962	5
2408	類	5962	5
2409	人性	5873	5
2410	勸	5873	5
2411	危機	5873	5
2412	塵	5873	5
2413	大廳	5873	5
2414	大膽	5873	5
2415	形成	5873	5
2416	後退	5873	5
2417	復活	5873	5
2418	悠悠	5873	5
2419	情景	5873	5
2420	拜託	5873	5
2421	搖頭	5873	5
2422	散發	5873	5
2423	整理	5873	5
2424	法律	5873	5
2425	流浪	5873	5
2426	浪漫	5873	5
2427	清潔	5873	5
2428	狀	5873	5
2429	畫畫	5873	5
2430	肉體	5873	5
2431	街市	5873	5
2432	變化	5873	5
2433	豪	5873	5
2434	逐	5873	5
2435	意味着	5816	5
2436	片子	5813	5
2437	停留	5784	5
2438	別人	5784	5
2439	升降機	5784	5
2440	和平	5784	5
2441	妥	5784	5
2442	子彈	5784	5
2443	嶺	5784	5
2444	建築	5784	5
2445	手腕	5784	5
2446	攤	5784	5
2447	時刻	5784	5
2448	有些	5784	5
2449	村	5784	5
2450	溝	5784	5
2451	甜蜜	5784	5
2452	症	5784	5
2453	穩定	5784	5
2454	累	5784	5
2455	貪	5784	5
2456	這些	5784	5
2457	避免	5784	5
2458	郵差	5784	5
2459	面色	5784	5
2460	溫	5783	5
2461	簡歷	5782	5
2462	爲人	5755	5
2463	審核	5713	5
2464	伯母	5695	5
2465	例外	5695	5
2466	保險	5695	5
2467	傻瓜	5695	5
2468	別	5695	5
2469	名字	5695	5
2470	報告	5695	5
2471	士多啤梨	5695	5
2472	失眠	5695	5
2473	姑	5695	5
2474	守衛	5695	5
2475	市	5695	5
2476	心底	5695	5
2477	感應	5695	5
2478	慘叫	5695	5
2479	捧	5695	5
2480	播	5695	5
2481	日常	5695	5
2482	最少	5695	5
2483	水塘	5695	5
2484	紅綠燈	5695	5
2485	網	5695	5
2486	蕩	5695	5
2487	表	5695	5
2488	西方	5695	5
2489	詠	5695	5
2490	資訊	5695	5
2491	跳樓	5695	5
2492	轉彎	5695	5
2493	辣	5695	5
2494	釘	5695	5
2495	青島	5649	5
2496	廈門	5648	5
2497	或是	5631	5
2498	人心	5606	5
2499	以及	5606	5
2500	保安	5606	5
2501	保證	5606	6
2502	唯獨	5606	6
2503	嚴肅	5606	6
2504	失戀	5606	6
2505	實際上	5606	6
2506	對白	5606	6
2507	展開	5606	6
2508	廿	5606	6
2509	弦	5606	6
2510	挑戰	5606	6
2511	求救	5606	6
2512	火焰	5606	6
2513	炸彈	5606	6
2514	物資	5606	6
2515	狀況	5606	6
2516	狠	5606	6
2517	痾	5606	6
2518	白雪	5606	6
2519	瞪	5606	6
2520	笑話	5606	6
2521	笨	5606	6
2522	肩	5606	6
2523	表妹	5606	6
2524	裝備	5606	6
2525	記錄	5606	6
2526	足以	5606	6
2527	雙方	5606	6
2528	麥	5606	6
2529	鼓起	5606	6
2530	江蘇	5582	6
2531	鍛鍊	5518	6
2532	中國	5517	6
2533	全程	5517	6
2534	功夫	5517	6
2535	回家	5517	6
2536	墓	5517	6
2537	夫人	5517	6
2538	好處	5517	6
2539	客廳	5517	6
2540	常	5517	6
2541	徒弟	5517	6
2542	擁抱	5517	6
2543	教會	5517	6
2544	板	5517	6
2545	殘	5517	6
2546	毀滅	5517	6
2547	游水	5517	6
2548	犧牲	5517	6
2549	目的地	5517	6
2550	知識	5517	6
2551	禁	5517	6
2552	空虛	5517	6
2553	緩緩	5517	6
2554	羨慕	5517	6
2555	聚集	5517	6
2556	般	5517	6
2557	遮住	5517	6
2558	風扇	5517	6
