rank	head	essay_frequency	batch_index
2559	骨頭	5517	6
2560	黑人	5517	6
2561	出臺	5512	6
2562	分爲	5509	6
2563	職工	5483	6
2564	較爲	5449	6
2565	備份	5444	6
2566	人羣	5431	6
2567	一絲	5428	6
2568	不用	5428	6
2569	停手	5428	6
2570	冬天	5428	6
2571	前方	5428	6
2572	卡通片	5428	6
2573	家族	5428	6
2574	專注	5428	6
2575	工具	5428	6
2576	巧合	5428	6
2577	巴黎	5428	6
2578	彷彿	5428	6
2579	情報	5428	6
2580	抑或	5428	6
2581	擲	5428	6
2582	旗袍	5428	6
2583	昏迷	5428	6
2584	案	5428	6
2585	樂園	5428	6
2586	權	5428	6
2587	欣	5428	6
2588	漫	5428	6
2589	牛肉	5428	6
2590	發光	5428	6
2591	眉	5428	6
2592	稱呼	5428	6
2593	纏	5428	6
2594	萬一	5428	6
2595	街道	5428	6
2596	訓導	5428	6
2597	跳舞	5428	6
2598	轉變	5428	6
2599	逃避	5428	6
2600	遲早	5428	6
2601	重複	5428	6
2602	顯然	5428	6
2603	也好	5390	6
2604	何	5339	6
2605	在乎	5339	6
2606	地位	5339	6
2607	天花板	5339	6
2608	實力	5339	6
2609	征服	5339	6
2610	掌握	5339	6
2611	播放	5339	6
2612	攻	5339	6
2613	早起	5339	6
2614	注意力	5339	6
2615	猜	5339	6
2616	發脾氣	5339	6
2617	總是	5339	6
2618	英	5339	6
2619	警方	5339	6
2620	跟隨	5339	6
2621	電筒	5339	6
2622	老百姓	5325	6
2623	改爲	5276	6
2624	候	5250	6
2625	四圍	5250	6
2626	圖畫	5250	6
2627	墊	5250	6
2628	大班	5250	6
2629	天堂	5250	6
2630	形狀	5250	6
2631	應付	5250	6
2632	攝影	5250	6
2633	教訓	5250	6
2634	朵	5250	6
2635	東方	5250	6
2636	樓上	5250	6
2637	沈	5250	6
2638	沙灘	5250	6
2639	異性	5250	6
2640	發燒	5250	6
2641	皮帶	5250	6
2642	磨擦	5250	6
2643	科學	5250	6
2644	籃	5250	6
2645	茶點	5250	6
2646	見證	5250	6
2647	論	5250	6
2648	賺錢	5250	6
2649	轉眼	5250	6
2650	達	5250	6
2651	醬	5250	6
2652	開車	5250	6
2653	高級	5250	6
2654	開發商	5217	6
2655	施工	5216	6
2656	實驗室	5178	6
2657	一同	5161	6
2658	中午	5161	6
2659	主意	5161	6
2660	偵探	5161	6
2661	剩下	5161	6
2662	咆哮	5161	6
2663	嘴巴	5161	6
2664	大師	5161	6
2665	宿舍	5161	6
2666	小心翼翼	5161	6
2667	己	5161	6
2668	待	5161	6
2669	怎樣	5161	6
2670	戰	5161	6
2671	手槍	5161	6
2672	東南	5161	6
2673	流血	5161	6
2674	理所當然	5161	6
2675	穩	5161	6
2676	穴	5161	6
2677	索	5161	6
2678	美國	5161	6
2679	胸部	5161	6
2680	表面	5161	6
2681	補	5161	6
2682	親眼	5161	6
2683	諷刺	5161	6
2684	讀者	5161	6
2685	輸入	5161	6
2686	通過	5161	6
2687	運營	5161	6
2688	重心	5161	6
2689	隨手	5161	6
2690	雪白	5161	6
2691	面向	5161	6
2692	鞭	5161	6
2693	頭痛	5161	6
2694	鳳凰	5161	6
2695	瀏覽器	5155	6
2696	那時候	5143	6
2697	廠家	5138	6
2698	湖南	5117	6
2699	後臺	5114	6
2700	中央	5072	6
2701	倒數	5072	6
2702	光線	5072	6
2703	刷牙	5072	6
2704	刺	5072	6
2705	前輩	5072	6
2706	化妝	5072	6
2707	否則	5072	6
2708	員工	5072	6
2709	外人	5072	6
2710	學會	5072	6
2711	守	5072	6
2712	宣傳	5072	6
2713	建築物	5072	6
2714	感染	5072	6
2715	會議	5072	6
2716	棉花	5072	6
2717	棟	5072	6
2718	治療	5072	6
2719	畢	5072	6
2720	皺眉	5072	6
2721	目前	5072	6
2722	精英	5072	6
2723	約定	5072	6
2724	翻譯	5072	6
2725	胸口	5072	6
2726	荒謬	5072	6
2727	角落	5072	6
2728	賊	5072	6
2729	轉移	5072	6
2730	銀行	5072	6
2731	鏈	5072	6
2732	他人	5066	6
2733	板塊	5055	6
2734	等到	5017	6
2735	總經理	5010	6
2736	認證	4988	6
2737	仍	4983	6
2738	兩樣	4983	6
2739	喘	4983	6
2740	大笑	4983	6
2741	巨型	4983	6
2742	座位	4983	6
2743	心目	4983	6
2744	恭喜	4983	6
2745	息	4983	6
2746	抗拒	4983	6
2747	擔	4983	6
2748	文化	4983	6
2749	斯文	4983	6
2750	更新	4983	6
2751	歐洲	4983	6
2752	氣勢	4983	6
2753	物體	4983	6
2754	相對	4983	6
2755	莫非	4983	6
2756	財政	4983	6
2757	身處	4983	6
2758	遊客	4983	6
2759	錯覺	4983	6
2760	開槍	4983	6
2761	馬尾	4983	6
2762	鬧鐘	4983	6
2763	年輕人	4927	6
2764	早已	4927	6
2765	河南	4927	6
2766	存儲	4912	6
2767	一心	4894	6
2768	之所以	4894	6
2769	代價	4894	6
2770	伴隨	4894	6
2771	全日	4894	6
2772	判斷	4894	6
2773	卒	4894	6
2774	吸收	4894	6
2775	咒	4894	6
2776	國際	4894	6
2777	圖片	4894	6
2778	地板	4894	6
2779	大事	4894	6
2780	大學生	4894	6
2781	奶茶	4894	6
2782	寧靜	4894	6
2783	廣播	4894	6
2784	戰爭	4894	6
2785	提高	4894	6
2786	數量	4894	6
2787	模式	4894	6
2788	欠	4894	6
2789	每晚	4894	6
2790	氣味	4894	6
2791	液體	4894	6
2792	深處	4894	6
2793	課	4894	6
2794	護身符	4894	6
2795	輕易	4894	6
2796	逐漸	4894	6
2797	道別	4894	6
2798	長期	4894	6
2799	順勢	4894	6
2800	走向	4893	6
2801	研究生	4885	6
2802	祕書	4879	6
2803	看好	4846	6
2804	極爲	4832	6
2805	低於	4830	6
2806	遠程	4825	6
2807	考核	4814	6
2808	貿易	4808	6
2809	長沙	4808	6
2810	上門	4805	6
2811	不得不	4805	6
2812	不見	4805	6
2813	乳房	4805	6
2814	事物	4805	6
2815	人口	4805	6
2816	元素	4805	6
2817	分析	4805	6
2818	地區	4805	6
2819	天下	4805	6
2820	威力	4805	6
2821	容許	4805	6
2822	帝	4805	6
2823	挑逗	4805	6
2824	撞擊	4805	6
2825	泉	4805	6
2826	烏龜	4805	6
2827	猛	4805	6
2828	玩弄	4805	6
2829	盤	4805	6
2830	襲擊	4805	6
2831	西貢	4805	6
2832	親自	4805	6
2833	跑車	4805	6
2834	酒吧	4805	6
2835	金屬	4805	6
2836	新疆	4779	6
2837	衆	4755	6
2838	國務院	4740	6
2839	週五	4736	6
2840	一行	4716	6
2841	世上	4716	6
2842	以下	4716	6
2843	依靠	4716	6
2844	出席	4716	6
2845	千萬	4716	6
2846	原則	4716	6
2847	史	4716	6
2848	吊	4716	6
2849	土	4716	6
2850	忍受	4716	6
2851	手袋	4716	6
2852	投資	4716	6
2853	會同	4716	6
2854	案件	4716	6
2855	步伐	4716	6
2856	沿途	4716	6
2857	泡泡	4716	6
2858	流出	4716	6
2859	溫度	4716	6
2860	理想	4716	6
2861	申請	4716	6
2862	紀念	4716	6
2863	膠布	4716	6
2864	膠紙	4716	6
2865	裝修	4716	6
2866	講解	4716	6
2867	豬肉	4716	6
2868	進攻	4716	6
2869	邀請	4716	6
2870	部門	4716	6
2871	長頸鹿	4716	6
2872	階段	4716	6
2873	面具	4716	6
2874	骨	4716	6
2875	麗	4716	6
2876	球迷	4700	6
2877	好喫	4640	6
2878	人手	4627	6
2879	代	4627	6
2880	全校	4627	6
2881	兩點	4627	6
2882	公共	4627	6
2883	動力	4627	6
2884	大腿	4627	6
2885	失控	4627	6
2886	孤獨	4627	6
2887	安靜	4627	6
2888	尊嚴	4627	6
2889	快手	4627	6
2890	情願	4627	6
2891	捨得	4627	6
2892	新人	4627	6
2893	早上	4627	6
2894	替	4627	6
2895	服	4627	6
2896	消耗	4627	6
2897	無助	4627	6
2898	篇	4627	6
2899	網絡	4627	6
2900	聚會	4627	6
2901	菊花	4627	6
2902	行路	4627	6
2903	裂	4627	6
2904	補償	4627	6
2905	西北	4627	6
2906	親密	4627	6
2907	調	4627	6
2908	貨車	4627	6
2909	跌落	4627	6
2910	過頭	4627	6
2911	郵局	4627	6
2912	離婚	4627	6
2913	震驚	4627	6
2914	髀	4627	6
2915	接下來	4623	6
2916	民衆	4612	6
2917	註明	4600	6
2918	最爲	4587	6
2919	全世界	4557	6
2920	一致	4538	6
2921	上方	4538	6
2922	上課	4538	6
2923	乞	4538	6
2924	佈滿	4538	6
2925	信息	4538	6
2926	免費	4538	6
2927	同伴	4538	6
2928	報答	4538	6
2929	大多數	4538	6
2930	安全感	4538	6
2931	實際	4538	6
2932	尾巴	4538	6
2933	山路	4538	6
2934	徘徊	4538	6
2935	提升	4538	6
2936	提示	4538	6
2937	旅遊	4538	6
2938	時鐘	4538	6
2939	晶	4538	6
2940	浪	4538	6
2941	灘	4538	6
2942	獲	4538	6
2943	率	4538	6
2944	眨	4538	6
2945	筷子	4538	6
2946	耳朵	4538	6
2947	菠蘿	4538	6
2948	貨	4538	6
2949	邊緣	4538	6
2950	那些	4538	6
2951	醒目	4538	6
2952	難怪	4538	6
2953	頭腦	4538	6
2954	委託	4521	6
2955	說不定	4497	6
2956	住房	4491	6
2957	週一	4465	6
2958	玉米	4456	6
2959	主席	4449	6
2960	側	4449	6
2961	勇	4449	6
2962	半夜	4449	6
2963	口供	4449	6
2964	女子	4449	6
2965	嫌	4449	6
2966	寶寶	4449	6
2967	小事	4449	6
2968	小小	4449	6
2969	小時	4449	6
2970	幻覺	4449	6
2971	手冊	4449	6
2972	手邊	4449	6
2973	打出	4449	6
2974	把握	4449	6
2975	拍手	4449	6
2976	描述	4449	6
2977	有的	4449	6
2978	杖	4449	6
2979	東京	4449	6
2980	枝	4449	6
2981	死者	4449	6
2982	氣質	4449	6
2983	深入	4449	6
2984	爭取	4449	6
2985	爺	4449	6
2986	牌子	4449	6
2987	病人	4449	6
2988	發揮	4449	6
2989	碑	4449	6
2990	神父	4449	6
2991	租	4449	6
2992	笠	4449	6
2993	索性	4449	6
2994	蕉	4449	6
2995	蟹	4449	6
2996	託	4449	6
2997	豬仔	4449	6
2998	身旁	4449	6
2999	轉角	4449	6
3000	門外	4449	6
3001	面容	4449	7
3002	頭頭	4449	7
3003	飄	4449	7
3004	驚慌	4449	7
3005	龜頭	4449	7
3006	集成	4448	7
3007	開啓	4443	7
3008	羣體	4426	7
3009	一系列	4409	7
3010	算法	4402	7
3011	主持人	4399	7
3012	峯	4372	7
3013	芯片	4362	7
3014	七彩	4360	7
3015	任由	4360	7
3016	公子	4360	7
3017	公開	4360	7
3018	到家	4360	7
3019	反射	4360	7
3020	同情	4360	7
3021	在於	4360	7
3022	夏天	4360	7
3023	如常	4360	7
3024	從未	4360	7
3025	忍心	4360	7
3026	惡夢	4360	7
3027	惹	4360	7
3028	意志	4360	7
3029	愛人	4360	7
3030	投降	4360	7
3031	折磨	4360	7
3032	數碼	4360	7
3033	文件	4360	7
3034	無知	4360	7
3035	無能	4360	7
3036	神色	4360	7
3037	結論	4360	7
3038	缺點	4360	7
3039	翻版	4360	7
3040	股票	4360	7
3041	路線	4360	7
3042	身軀	4360	7
3043	連續	4360	7
3044	隊員	4360	7
3045	隱藏	4360	7
3046	難道	4360	7
3047	黑社會	4360	7
3048	福建	4357	7
3049	週六	4336	7
3050	丁	4271	7
3051	三角形	4271	7
3052	不再	4271	7
3053	亞	4271	7
3054	例子	4271	7
3055	凝重	4271	7
3056	制度	4271	7
3057	參觀	4271	7
3058	可能性	4271	7
3059	德	4271	7
3060	悲傷	4271	7
3061	悲劇	4271	7
3062	懷念	4271	7
3063	批	4271	7
3064	服侍	4271	7
3065	朗朗	4271	7
3066	柄	4271	7
3067	植物	4271	7
3068	標	4271	7
3069	機構	4271	7
3070	殘酷	4271	7
3071	每人	4271	7
3072	沾	4271	7
3073	無關	4271	7
3074	皇帝	4271	7
3075	看到	4271	7
3076	睡衣	4271	7
3077	瞞	4271	7
3078	第三	4271	7
3079	節	4271	7
3080	組成	4271	7
3081	膝頭	4271	7
3082	虎	4271	7
3083	親切	4271	7
3084	警告	4271	7
3085	軒	4271	7
3086	遇上	4271	7
3087	過夜	4271	7
3088	醫	4271	7
3089	阿姐	4271	7
3090	陣陣	4271	7
3091	陷入	4271	7
3092	風格	4271	7
3093	體能	4271	7
3094	走勢	4225	7
3095	供應商	4214	7
3096	調研	4211	7
3097	本科	4200	7
3098	一一	4182	7
3099	世紀	4182	7
3100	以來	4182	7
3101	倍	4182	7
3102	假如	4182	7
3103	兒童	4182	7
3104	利益	4182	7
3105	功能	4182	7
3106	名單	4182	7
3107	塘	4182	7
3108	大過	4182	7
3109	女聲	4182	7
3110	學者	4182	7
3111	彩虹	4182	7
3112	手心	4182	7
3113	撥	4182	7
3114	擺動	4182	7
3115	敲門	4182	7
3116	星際	4182	7
3117	普通話	4182	7
3118	比例	4182	7
3119	法師	4182	7
3120	深刻	4182	7
3121	潛意識	4182	7
3122	無常	4182	7
3123	父親	4182	7
3124	特工	4182	7
3125	獸醫	4182	7
3126	玉	4182	7
3127	班會	4182	7
3128	琳	4182	7
3129	知會	4182	7
3130	紅蘿蔔	4182	7
3131	綠燈	4182	7
3132	罩	4182	7
3133	菜刀	4182	7
3134	行程	4182	7
3135	費	4182	7
3136	赤裸	4182	7
3137	超越	4182	7
3138	跛	4182	7
3139	遠離	4182	7
3140	醫療	4182	7
3141	院	4182	7
3142	有序	4134	7
3143	從小	4133	7
3144	稍爲	4109	7
3145	黃色	4105	7
3146	上週	4104	7
3147	落後	4104	7
3148	下方	4093	7
3149	不少	4093	7
3150	不足	4093	7
3151	交易	4093	7
3152	位於	4093	7
3153	低能	4093	7
3154	作品	4093	7
3155	保	4093	7
3156	冰冷	4093	7
3157	出入	4093	7
3158	告	4093	7
3159	告訴	4093	7
3160	咚	4093	7
3161	圈子	4093	7
3162	太空船	4093	7
3163	學業	4093	7
3164	屈	4093	7
3165	手錶	4093	7
3166	打架	4093	7
3167	抱怨	4093	7
3168	抱歉	4093	7
3169	據	4093	7
3170	更衣室	4093	7
3171	枕	4093	7
3172	正義	4093	7
3173	異樣	4093	7
3174	發達	4093	7
3175	知覺	4093	7
3176	祝	4093	7
3177	耳機	4093	7
3178	處女	4093	7
3179	行人	4093	7
3180	西施	4093	7
3181	趙	4093	7
3182	鋼琴	4093	7
3183	陪伴	4093	7
3184	難度	4093	7
3185	面孔	4093	7
3186	光盤	4083	7
3187	信用卡	4077	7
3188	感興趣	4066	7
3189	受不了	4059	7
3190	反饋	4038	7
3191	黨員	4038	7
3192	月底	4028	7
3193	得了	4020	7
3194	名爲	4007	7
3195	彙報	4006	7
3196	上司	4004	7
3197	下場	4004	7
3198	下行	4004	7
3199	人數	4004	7
3200	卷	4004	7
3201	及時	4004	7
3202	多多	4004	7
3203	子宮	4004	7
3204	字典	4004	7
3205	對門	4004	7
3206	強行	4004	7
3207	影片	4004	7
3208	慾望	4004	7
3209	打擊	4004	7
3210	捏	4004	7
3211	支援	4004	7
3212	教書	4004	7
3213	正中	4004	7
3214	正方形	4004	7
3215	死屍	4004	7
3216	毛蟲	4004	7
3217	水面	4004	7
3218	無情	4004	7
3219	物品	4004	7
3220	甘心	4004	7
3221	男友	4004	7
3222	老爺	4004	7
3223	花生	4004	7
3224	草叢	4004	7
3225	藝術	4004	7
3226	負面	4004	7
3227	超過	4004	7
3228	轟	4004	7
3229	酒樓	4004	7
3230	酒精	4004	7
3231	關鍵	4004	7
3232	阿姨	4004	7
3233	青年	4004	7
3234	鞋帶	4004	7
3235	分公司	3987	7
3236	修復	3984	7
3237	不僅僅	3979	7
3238	高於	3976	7
3239	審計	3975	7
3240	話費	3975	7
3241	濟南	3961	7
3242	電視臺	3948	7
3243	降價	3947	7
3244	臨牀	3937	7
3245	新型	3936	7
3246	國慶	3933	7
3247	再也	3924	7
3248	一旦	3915	7
3249	不得了	3915	7
3250	住家	3915	7
3251	共鳴	3915	7
3252	咔嚓	3915	7
3253	單獨	3915	7
3254	對比	3915	7
3255	巨響	3915	7
3256	建立	3915	7
3257	從前	3915	7
3258	心事	3915	7
3259	急救	3915	7
3260	性感	3915	7
3261	意味	3915	7
3262	指向	3915	7
3263	摩擦	3915	7
3264	政治	3915	7
3265	景	3915	7
3266	未知	3915	7
3267	桃花	3915	7
3268	殘忍	3915	7
3269	沙沙	3915	7
3270	洗手	3915	7
3271	淨化	3915	7
3272	燃燒	3915	7
3273	環保	3915	7
3274	發呆	3915	7
3275	盯	3915	7
3276	相遇	3915	7
3277	立法	3915	7
3278	管	3915	7
3279	節奏	3915	7
3280	總部	3915	7
3281	翼	3915	7
3282	膚淺	3915	7
3283	與其	3915	7
3284	蘿	3915	7
3285	規矩	3915	7
3286	詞	3915	7
3287	謝謝	3915	7
3288	證據	3915	7
3289	蹲	3915	7
3290	輕聲	3915	7
3291	迎面	3915	7
3292	醒來	3915	7
3293	金錢	3915	7
3294	防	3915	7
3295	難忘	3915	7
3296	預感	3915	7
3297	體會	3915	7
3298	傢俱	3865	7
3299	幹活	3856	7
3300	複習	3854	7
3301	監測	3852	7
3302	即便	3847	7
3303	聽衆	3831	7
3304	傳輸	3827	7
3305	一生一世	3826	7
3306	上升	3826	7
3307	人權	3826	7
3308	儘管	3826	7
3309	公路	3826	7
3310	兼	3826	7
3311	反擊	3826	7
3312	向來	3826	7
3313	地帶	3826	7
3314	大嬸	3826	7
3315	奇妙	3826	7
3316	學習	3826	7
3317	形式	3826	7
3318	急速	3826	7
3319	性慾	3826	7
3320	愛上	3826	7
3321	搏	3826	7
3322	收縮	3826	7
3323	放下	3826	7
3324	斯	3826	7
3325	方舟	3826	7
3326	旅館	3826	7
3327	時機	3826	7
3328	曖昧	3826	7
3329	有效	3826	7
3330	杏樹	3826	7
3331	梯	3826	7
3332	正題	3826	7
3333	河	3826	7
3334	清理	3826	7
3335	營	3826	7
3336	爽快	3826	7
3337	狠狠	3826	7
3338	猶疑	3826	7
3339	用心	3826	7
3340	病房	3826	7
3341	相同	3826	7
3342	眼珠	3826	7
3343	絡	3826	7
3344	緊握	3826	7
3345	緣	3826	7
3346	自責	3826	7
3347	袖	3826	7
3348	警車	3826	7
3349	豆腐	3826	7
3350	貨櫃	3826	7
3351	轉向	3826	7
3352	運作	3826	7
3353	達到	3826	7
3354	金色	3826	7
3355	錯過	3826	7
3356	陰莖	3826	7
3357	頭皮	3826	7
3358	飯盒	3826	7
3359	鬼怪	3826	7
3360	黑白	3826	7
3361	鼠	3826	7
3362	變更	3797	7
3363	含量	3785	7
3364	世界盃	3783	7
3365	鄭州	3781	7
3366	產量	3780	7
3367	看上去	3775	7
3368	哎呀	3758	7
3369	存檔	3754	7
3370	處理器	3750	7
3371	湖北	3748	7
3372	庫存	3747	7
3373	外部	3743	7
3374	山西	3742	7
3375	兔子	3741	7
3376	近年來	3741	7
3377	不堪	3737	7
3378	不知所措	3737	7
3379	不解	3737	7
3380	中途	3737	7
3381	事關	3737	7
3382	代替	3737	7
3383	催	3737	7
3384	傳統	3737	7
3385	全名	3737	7
3386	嚴正	3737	7
3387	四肢	3737	7
3388	壺	3737	7
3389	外圍	3737	7
3390	局	3737	7
3391	心頭	3737	7
3392	抽搐	3737	7
3393	挺	3737	7
3394	明星	3737	7
3395	晚飯	3737	7
3396	最初	3737	7
3397	極限	3737	7
3398	水平線	3737	7
3399	流氓	3737	7
3400	火球	3737	7
3401	牛仔褲	3737	7
3402	物理	3737	7
3403	登記	3737	7
3404	發動	3737	7
3405	眨眼	3737	7
3406	確保	3737	7
3407	社	3737	7
3408	祝福	3737	7
3409	神奇	3737	7
3410	私家車	3737	7
3411	稱	3737	7
3412	糟	3737	7
3413	紫	3737	7
3414	經典	3737	7
3415	置	3737	7
3416	膜	3737	7
3417	臉頰	3737	7
3418	親生	3737	7
3419	預期	3737	7
3420	體溫	3737	7
3421	鳥	3737	7
3422	編程	3736	7
3423	脫	3736	7
3424	頗爲	3726	7
3425	出於	3725	7
3426	眼裏	3722	7
3427	總理	3716	7
3428	川	3703	7
3429	去掉	3674	7
3430	不屑	3648	7
3431	世人	3648	7
3432	人人	3648	7
3433	作戰	3648	7
3434	佩服	3648	7
3435	健	3648	7
3436	光芒	3648	7
3437	內衣	3648	7
3438	八月	3648	7
3439	凌	3648	7
3440	反轉	3648	7
3441	取得	3648	7
3442	受害者	3648	7
3443	呈現	3648	7
3444	困	3648	7
3445	堡	3648	7
3446	大樓	3648	7
3447	宗教	3648	7
3448	小人	3648	7
3449	屏幕	3648	7
3450	慶幸	3648	7
3451	投	3648	7
3452	掩飾	3648	7
3453	搭車	3648	7
3454	星期三	3648	7
3455	浴缸	3648	7
3456	漢	3648	7
3457	澳洲	3648	7
3458	照片	3648	7
3459	空洞	3648	7
3460	筒	3648	7
3461	與此同時	3648	7
3462	衣架	3648	7
3463	觸	3648	7
3464	試問	3648	7
3465	車門	3648	7
3466	農夫	3648	7
3467	過多	3648	7
3468	鄉下	3648	7
3469	鑿	3648	7
3470	防禦	3648	7
3471	頂住	3648	7
3472	順帶	3648	7
3473	頌	3648	7
3474	黑板	3648	7
3475	鼓	3648	7
3476	曹	3642	7
3477	安徽	3640	7
3478	便是	3638	7
3479	春節	3615	7
3480	累計	3613	7
3481	調試	3606	7
3482	後期	3594	7
3483	江西	3584	7
3484	治理	3581	7
3485	房產	3578	7
3486	週日	3572	7
3487	福州	3571	7
3488	粘貼	3570	7
3489	考研	3565	7
3490	起牀	3563	7
3491	江南	3562	7
3492	不久	3559	7
3493	主題	3559	7
3494	人命	3559	7
3495	任性	3559	7
3496	保留	3559	7
3497	做法	3559	7
3498	公務員	3559	7
3499	其後	3559	7
3500	出力	3559	7
3501	勢力	3559	8
3502	區域	3559	8
3503	友誼	3559	8
3504	口味	3559	8
3505	學期	3559	8
3506	對待	3559	8
3507	巨人	3559	8
3508	市民	3559	8
3509	怒火	3559	8
3510	成人	3559	8
3511	打量	3559	8
3512	招牌	3559	8
3513	拜年	3559	8
3514	擊	3559	8
3515	收起	3559	8
3516	智慧	3559	8
3517	晾	3559	8
3518	正好	3559	8
3519	步行	3559	8
3520	殺手	3559	8
3521	母親	3559	8
3522	滾	3559	8
3523	狙擊	3559	8
3524	獲得	3559	8
3525	當下	3559	8
3526	相差	3559	8
3527	矣	3559	8
3528	等級	3559	8
3529	總共	3559	8
3530	臂	3559	8
3531	自此	3559	8
3532	薯	3559	8
3533	訂	3559	8
3534	負擔	3559	8
3535	貢	3559	8
3536	跟蹤	3559	8
3537	迷糊	3559	8
3538	通通	3559	8
3539	部隊	3559	8
3540	面目	3559	8
3541	題目	3559	8
3542	顫抖	3559	8
3543	飛行	3559	8
3544	駕駛	3559	8
3545	黑影	3559	8
3546	稿件	3553	8
3547	測量	3552	8
3548	回國	3551	8
3549	陝西	3551	8
3550	斑竹	3550	8
3551	得以	3527	8
3552	教程	3526	8
3553	視爲	3512	8
3554	到來	3510	8
3555	紅包	3500	8
3556	機子	3486	8
3557	查找	3478	8
3558	拓展	3472	8
3559	不甘	3470	8
3560	仙女	3470	8
3561	停頓	3470	8
3562	傷痕	3470	8
3563	充斥	3470	8
3564	共同	3470	8
3565	再度	3470	8
3566	刮	3470	8
3567	友善	3470	8
3568	口腔	3470	8
3569	名牌	3470	8
3570	女廁	3470	8
3571	專一	3470	8
3572	山頂	3470	8
3573	幕	3470	8
3574	幸好	3470	8
3575	彈性	3470	8
3576	從此	3470	8
3577	指教	3470	8
3578	撕	3470	8
3579	日頭	3470	8
3580	有成	3470	8
3581	棚	3470	8
3582	椅	3470	8
3583	模樣	3470	8
3584	樹木	3470	8
3585	正是	3470	8
3586	深信	3470	8
3587	獨自	3470	8
3588	環	3470	8
3589	登	3470	8
3590	眼紅	3470	8
3591	碎片	3470	8
3592	祈禱	3470	8
3593	秒鐘	3470	8
3594	窩	3470	8
3595	筆記	3470	8
3596	簡	3470	8
3597	約會	3470	8
3598	耐性	3470	8
3599	耳環	3470	8
3600	血跡	3470	8
3601	親身	3470	8
3602	謙	3470	8
3603	貌似	3470	8
3604	運	3470	8
3605	遺忘	3470	8
3606	雜物	3470	8
3607	雷電	3470	8
3608	騷擾	3470	8
3609	體貼	3470	8
3610	高度	3470	8
3611	鬥	3470	8
3612	忽悠	3464	8
3613	河北	3436	8
3614	昆明	3421	8
3615	自行車	3413	8
3616	肖	3397	8
3617	上手	3381	8
3618	乳	3381	8
3619	依次	3381	8
3620	依賴	3381	8
3621	兇	3381	8
3622	典型	3381	8
3623	加拿大	3381	8
3624	動機	3381	8
3625	博士	3381	8
3626	同居	3381	8
3627	喃喃	3381	8
3628	嚴格	3381	8
3629	囂張	3381	8
3630	多餘	3381	8
3631	奸笑	3381	8
3632	如今	3381	8
3633	安撫	3381	8
3634	害羞	3381	8
3635	巾	3381	8
3636	帽	3381	8
3637	幫忙	3381	8
3638	後門	3381	8
3639	怡	3381	8
3640	應聲	3381	8
3641	戰場	3381	8
3642	手續	3381	8
3643	擔憂	3381	8
3644	攝	3381	8
3645	救人	3381	8
3646	材料	3381	8
3647	機票	3381	8
3648	歌詞	3381	8
3649	源	3381	8
3650	甜品	3381	8
3651	生涯	3381	8
3652	留下	3381	8
3653	異鄉	3381	8
3654	礦	3381	8
3655	絕	3381	8
3656	背叛	3381	8
3657	舞	3381	8
3658	蛛	3381	8
3659	衣物	3381	8
3660	躉	3381	8
3661	逃	3381	8
3662	開朗	3381	8
3663	陰影	3381	8
3664	鞠躬	3381	8
3665	轎車	3364	8
3666	另一方面	3360	8
3667	科學家	3352	8
3668	節點	3352	8
3669	小號	3345	8
3670	詩人	3343	8
3671	上半年	3342	8
3672	漲價	3341	8
3673	後續	3330	8
3674	現代化	3330	8
3675	憑藉	3307	8
3676	清華	3307	8
3677	主頁	3296	8
3678	伊朗	3293	8
3679	三角	3292	8
3680	下人	3292	8
3681	乘機	3292	8
3682	低落	3292	8
3683	傳送	3292	8
3684	再者	3292	8
3685	冒險	3292	8
3686	出血	3292	8
3687	分子	3292	8
3688	反問	3292	8
3689	壓制	3292	8
3690	天才	3292	8
3691	失禮	3292	8
3692	委屈	3292	8
3693	嫌棄	3292	8
3694	展現	3292	8
3695	年青	3292	8
3696	思緒	3292	8
3697	愉快	3292	8
3698	打牌	3292	8
3699	扭動	3292	8
3700	排斥	3292	8
3701	撥開	3292	8
3702	是否	3292	8
3703	景象	3292	8
3704	果汁	3292	8
3705	柔	3292	8
3706	水果	3292	8
3707	沿路	3292	8
3708	準	3292	8
3709	瀅	3292	8
3710	當晚	3292	8
3711	發火	3292	8
3712	真是	3292	8
3713	禮	3292	8
3714	算數	3292	8
3715	自願	3292	8
3716	許多	3292	8
3717	誘惑	3292	8
3718	請求	3292	8
3719	警員	3292	8
3720	象徵	3292	8
3721	起初	3292	8
3722	遇	3292	8
3723	鋸	3292	8
3724	長方形	3292	8
3725	降臨	3292	8
3726	陸	3292	8
3727	顧	3292	8
3728	香腸	3292	8
3729	關機	3290	8
3730	大於	3289	8
3731	影響力	3278	8
3732	爲此	3277	8
3733	若干	3277	8
3734	中小企業	3271	8
3735	腳本	3266	8
3736	殺毒	3263	8
3737	結算	3262	8
3738	虧損	3261	8
3739	農民工	3249	8
3740	嘎嘎	3240	8
3741	編譯	3229	8
3742	高效	3228	8
3743	此前	3227	8
3744	睡着	3227	8
3745	長江	3209	8
3746	溼地	3204	8
3747	人格	3203	8
3748	作用	3203	8
3749	保障	3203	8
3750	優勢	3203	8
3751	勢	3203	8
3752	十足	3203	8
3753	可見	3203	8
3754	呔	3203	8
3755	四處	3203	8
3756	回味	3203	8
3757	因素	3203	8
3758	圍繞	3203	8
3759	圖騰	3203	8
3760	天黑	3203	8
3761	定期	3203	8
3762	導演	3203	8
